"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"CDMX","Avenida del Rosal No.89, Molino de Rosas C.P. 01550","Sí","-","75","75","0","75","-","-","-","-","3","19","28","25","75","-","-","-","-","0","-","-","-","-","19/05/2018","28","20/05/2018","28","26/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","28","20/05/2018","28","26/05/2018","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","28","25","0","0","0","1"
"Morelos","AV. TEOPANZOLCO ESQ. NUEVA ITALIA, S/N, COL. RECURSOS HIDRÁULICOS, C.P. 62240","Sí","-","161","161","0","157","4","-","-","-","6","26","27","27","157","4","-","-","-","0","0","-","-","-","19/05/2018","27","20/05/2018","27","26/05/2018","26","27/05/2018","27","02/06/2018","27","03/06/2018","27","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","27","20/05/2018","27","26/05/2018","26","27/05/2018","27","02/06/2018","27","03/06/2018","27","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","26","27","27","0","0","0","2"
"Morelos","LIBRAMIENTO CUAUTLA-OAXACA S/N, COL. JUAN MORALES, C.P. 62745","Sí","-","72","72","0","72","-","-","-","-","2","27","45","36","72","-","-","-","-","0","-","-","-","-","19/05/2018","45","20/05/2018","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","45","20/05/2018","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27","45","36","0","0","0","1"
"Morelos","CALLE PASEO TLAHUICA No. 127 COL. PARAISO YAUTEPEC","Sí","-","276","276","0","276","-","-","-","-","3","76","100","92","276","-","-","-","-","0","-","-","-","-","19/05/2018","100","20/05/2018","100","02/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","100","20/05/2018","100","02/06/2018","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","76","100","92","0","0","0","3"
"Queretaro","KILIWAS ESQ. CHALCAS, S/N, COL. CERRITO COLORADO, C.P. 76116","Sí","-","70","70","0","70","-","-","-","-","1","70","70","70","70","-","-","-","-","0","-","-","-","-","19/05/2018","70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","70","70","70","0","0","0","2"
"Quintana Roo","AV. FRANCISCO I. MADERO, No. 30, COL. REGIÓN 102, C.P. 77538","Sí","-","126","126","0","126","-","-","-","-","3","36","48","42","126","-","-","-","-","0","-","-","-","-","19/05/2018","42","20/05/2018","48","27/05/2018","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","42","20/05/2018","48","27/05/2018","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36","48","42","0","0","0","1"
"Sinaloa","CALLE RAFAEL BUELNA, No. 256 PTE, COL. CENTRO, C.P. 80000","Sí","-","65","65","0","64","1","-","-","-","3","21","22","22","64","1","-","-","-","0","0","-","-","-","19/05/2018","21","26/05/2018","22","27/05/2018","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","21","26/05/2018","22","27/05/2018","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21","22","22","0","0","0","1"
"Sonora","CARR. CANANEA-AGUA PRIETA KM 82.5, S/N, C.P. 84620","Sí","-","73","73","0","73","-","-","-","-","1","73","73","73","73","-","-","-","-","0","-","-","-","-","19/05/2018","73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","73","73","73","0","0","0","4"
"Sonora","AV. UNIVERSIDAD, No. 271, COL. UNIVERSITARIA, C.P. 84097","Sí","-","363","363","0","358","5","-","-","-","6","35","90","60","358","5","-","-","-","0","0","-","-","-","19/05/2018","78","20/05/2018","51","26/05/2018","35","27/05/2018","67","02/06/2018","90","03/06/2018","42","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","78","20/05/2018","51","26/05/2018","35","27/05/2018","67","02/06/2018","90","03/06/2018","42","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","35","90","60","0","0","0","3"
"Sonora","DR. NORMAN E. BORLAUG KM 14, S/N, VALLE DE YAQUI, C.P. 85095","Sí","-","285","285","0","266","19","-","-","-","2","112","173","142","266","19","-","-","-","0","0","-","-","-","19/05/2018","173","26/05/2018","112","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","173","26/05/2018","112","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","112","173","142","0","0","0","7"
"Sonora","BLVD. TECNOLÓGICO, S/N, COL. CENTRO SUR, C.P. 83550","Sí","-","106","106","0","106","-","-","-","-","3","27","40","35","106","-","-","-","-","0","-","-","-","-","19/05/2018","40","26/05/2018","27","02/06/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","40","26/05/2018","27","02/06/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27","40","35","0","0","0","1"
"Sonora","CARR. JANOS, S/N, COL. PROGRESO","Sí","-","148","148","0","146","2","-","-","-","3","39","60","49","146","2","-","-","-","0","0","-","-","-","19/05/2018","60","26/05/2018","39","02/06/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","60","26/05/2018","39","02/06/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39","60","49","0","0","0","2"
"Veracruz","AV. UNIVERSIDAD TECNOLÓGICA LOTE GRANDE No.1 S/C","Sí","-","1038","1038","0","1005","33","-","-","-","7","140","150","148","1005","33","-","-","-","0","0","-","-","-","19/05/2018","150","20/05/2018","150","26/05/2018","148","27/05/2018","140","02/06/2018","150","03/06/2018","150","04/06/2018","150","-","-","-","-","-","-","-","-","-","-","19/05/2018","150","20/05/2018","150","26/05/2018","148","27/05/2018","140","02/06/2018","150","03/06/2018","150","04/06/2018","150","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","04/06/2018","0","-","-","-","-","-","-","-","-","-","-","140","150","148","0","0","0","6"
"Yucatan","CALLE 25 ENTRE 40 Y 42, S/N, C.P. 97069","Sí","-","120","120","0","118","2","-","-","-","6","20","20","20","118","2","-","-","-","0","0","-","-","-","19/05/2018","20","20/05/2018","20","26/05/2018","20","27/05/2018","20","02/06/2018","20","03/06/2018","20","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","20","20/05/2018","20","26/05/2018","20","27/05/2018","20","02/06/2018","20","03/06/2018","20","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","20","20","20","0","0","0","1"
"Yucatan","CALLE 11 ENTRE 4 Y 8, S/N, FRACC. PRADO NORTE","Sí","-","90","90","0","87","3","-","-","-","6","15","15","15","87","3","-","-","-","0","0","-","-","-","19/05/2018","15","20/05/2018","15","26/05/2018","15","27/05/2018","15","02/06/2018","15","03/06/2018","15","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","15","20/05/2018","15","26/05/2018","15","27/05/2018","15","02/06/2018","15","03/06/2018","15","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","15","15","15","0","0","0","1"
"Yucatan","CALLE 55 POR CTO. COLONIAS, No. 729, COL. FRACC. PACABTÚN, C.P. 97160","Sí","-","240","240","0","240","-","-","-","-","6","40","40","40","240","-","-","-","-","0","-","-","-","-","19/05/2018","40","20/05/2018","40","26/05/2018","40","27/05/2018","40","02/06/2018","40","03/06/2018","40","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","40","20/05/2018","40","26/05/2018","40","27/05/2018","40","02/06/2018","40","03/06/2018","40","-","-","-","-","-","-","-","-","-","-","-","-","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","40","40","40","0","0","0","2"
"Chihuahua","AV. REPÚBLICA DE VENEZUELA, No. 270, COL. EX AGRICOLA SAN ANTONIO","Sí","-","84","84","0","84","-","-","-","-","2","41","43","42","84","-","-","-","-","0","-","-","-","-","20/05/2018","43","02/06/2018","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","43","02/06/2018","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","41","43","42","0","0","0","2"
"Guanajuato","BLVD. TELLEZ CRUCES ESQ. CON PASCUAL HURTAZA, S/N, COL. LEÓN I, C.P. 37235","Sí","-","75","75","0","75","-","-","-","-","3","19","28","25","75","-","-","-","-","0","-","-","-","-","20/05/2018","19","27/05/2018","28","02/06/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","19","27/05/2018","28","02/06/2018","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","28","25","0","0","0","2"
"Guanajuato","AV. EDUCACIÓN TECNOLÓGICA, No. 34, FRACC. UNIVERSIDAD, C.P. 37800","Sí","-","360","360","0","360","-","-","-","-","2","173","187","180","360","-","-","-","-","0","-","-","-","-","20/05/2018","173","27/05/2018","187","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","173","27/05/2018","187","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","173","187","180","0","0","0","7"
"Morelos","BLVD. CUAUHNAHUAC, No. 566, COL. LOMAS DEL TEXCAL, C.P. 62550","Sí","-","176","176","0","176","-","-","-","-","1","176","176","176","176","-","-","-","-","0","-","-","-","-","20/05/2018","176","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","176","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","176","176","176","0","0","0","6"
"San Luis Potosi","CARR. SAN MARTÍN CHALCHICUAUTLA KM 5, S/N, C.P. 79960","Sí","-","40","40","0","40","-","-","-","-","1","40","40","40","40","-","-","-","-","0","-","-","-","-","20/05/2018","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","40","40","40","0","0","0","2"
"Guanajuato","CALLE ANTONIO CARRILLO FLORES, No. 100, COL. ENRIQUE VELAZCO IBARRA, C.P. 38687","Sí","-","162","162","0","162","-","-","-","-","3","44","59","54","162","-","-","-","-","0","-","-","-","-","26/05/2018","44","27/05/2018","59","03/06/2018","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","44","27/05/2018","59","03/06/2018","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","0","27/05/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","44","59","54","0","0","0","2"
"Hidalgo","CARR. MÉXICO-PACHUCA KM 84.5, S/N, COL. ISSSTE, C.P. 42083","Sí","-","60","60","0","60","-","-","-","-","2","30","30","30","60","-","-","-","-","0","-","-","-","-","26/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","30","30","0","0","0","1"
"San Luis Potosi","CALLE MANUEL DE LA PEÑA Y PEÑA, S/N, FRACC. CECYT, C.P. 79060","Sí","-","24","24","0","9","15","-","-","-","1","24","24","24","9","15","-","-","-","0","0","-","-","-","26/05/2018","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24","24","24","0","0","0","1"
"San Luis Potosi","CONSTITUCION DE 1857 S/N, COL. BENITO JUAREZ, C.P. 78437","Sí","-","258","258","0","240","18","-","-","-","3","70","98","86","240","18","-","-","-","0","0","-","-","-","26/05/2018","98","27/05/2018","70","02/06/2018","90","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","98","27/05/2018","70","02/06/2018","90","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","70","98","86","0","0","0","2"
"Sonora","CARR. MOCTEZUMA-CUMPAS KM 2.5, S/N, C.P. 84560","Sí","-","49","49","0","48","1","-","-","-","1","49","49","49","48","1","-","-","-","0","0","-","-","-","26/05/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","49","49","49","0","0","0","2"
"Chihuahua","CALLE JOAQUÍN PEDRERO No. 3300 COL. PONCE DE LEÓN C.P. 31136","Sí","-","32","32","0","32","-","-","-","-","1","32","32","32","32","-","-","-","-","0","-","-","-","-","27/05/2018","32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","32","32","32","0","0","0","2"
"Guanajuato","DOMICILIO CONOCIDO (A UN COSTADO DE AMRAY), S/N, COMUNIDAD SAN RAFAEL, C.P. 36905","Sí","-","26","26","0","26","-","-","-","-","1","26","26","26","26","-","-","-","-","0","-","-","-","-","27/05/2018","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26","26","26","0","0","0","1"
"Guanajuato","AV. CECYTEG, S/N, COL. LAS FLORES, C.P. 38260","Sí","-","37","37","0","37","-","-","-","-","1","37","37","37","37","-","-","-","-","0","-","-","-","-","27/05/2018","37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","37","37","37","0","0","0","1"
"Guanajuato","AV. MÉXICO JAPON EJE OTE-PTE, S/N, COL. INDUSTRIAL CELAYA, C.P. 38010","Sí","-","80","80","0","80","-","-","-","-","1","80","80","80","80","-","-","-","-","0","-","-","-","-","27/05/2018","80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","80","80","80","0","0","0","2"
"Guanajuato","AV. CONALEP, No. 104, COL. CENTRO, C.P. 37980","Sí","-","45","45","0","45","-","-","-","-","1","45","45","45","45","-","-","-","-","0","-","-","-","-","27/05/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","45","45","45","0","0","0","2"
"Guanajuato","CARR. CELAYA-JUVENTINO ROSAS KM 8, S/N, C.P. 38110","Sí","-","35","35","0","35","-","-","-","-","1","35","35","35","35","-","-","-","-","0","-","-","-","-","27/05/2018","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35","35","35","0","0","0","2"
"Guanajuato","CALLE MANUEL OROZCO Y BERRA, No. 101, COL. FOVISSSTE, C.P. 38010","Sí","-","69","69","0","69","-","-","-","-","1","69","69","69","69","-","-","-","-","0","-","-","-","-","27/05/2018","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","69","69","69","0","0","0","3"
"Guanajuato","CARR. A SAN LUIS DE LA PAZ KM 0.5, S/N, LA LLORONA 1ra. SECC., C.P. 36000","Sí","-","17","17","0","17","-","-","-","-","1","17","17","17","17","-","-","-","-","0","-","-","-","-","27/05/2018","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17","17","17","0","0","0","1"
"Guanajuato","AV. UNIVERSIDAD, S/N, COL. CENTRO, C.P. 37600","Sí","-","50","50","0","50","-","-","-","-","1","50","50","50","50","-","-","-","-","0","-","-","-","-","27/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","50","50","50","0","0","0","2"
