,Alc1,Alc2,Alc3,Alc4,Alc5,Alc6,Alc7,Alc8,Alc9,Alc10,Alc11,Alc12,Alc13,Alc14,Alc15,Alc16,Alc17,Alc18,Alc19,Alc20,Alc21,Alc22,Alc23,Alc24,Alc25,Alc26,Alc27,Alc28,Alc29,Alc30,Alc31,Alc32,Alc33A,Alc33B,Alc33C,Alc33D,Alc33E,Alc34,Alc35,Alc36,Alc37,Alc38,Alc39,Alc40,Alc41,Alc42,Alc43,Alc44,Alc45,Alc46,Alc47,Alc48,Alc49,Alc50,Alc51,Alc52,Alc53,Alc54,Alc55A,Alc55B,Alc55C,Alc55D,Alc56,Alc57,Alc58,Alc59,Alc60,Alc61,Alc62,Alc63,Alc64,Alc65,Alc66,Alc67,Alc68,Alc69,Alc70
373,B,A,D,B,B,C,A,C,C,C,C,C,C,C,C,D,C,A,,B,B,C,B,B,C,B,C,D,D,B,C,A,,,C,,,B,A,B,B,B,B,B,C,B,C,B,C,C,C,C,C,C,B,C,C,D,,,,D,C,C,B,A,A,D,D,D,C,B,B,B,,D,C
374,B,B,C,D,D,B,A,A,B,A,B,A,A,A,A,B,C,A,D,A,A,C,C,B,A,B,D,B,B,B,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,E,E,E,E,E,E,A,A,F,D,E,E,E,E
375,B,A,D,C,A,B,C,A,C,B,B,A,B,A,C,A,B,B,C,C,B,D,C,B,A,D,C,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,D,E,E,E,E
376,B,D,C,D,A,D,A,A,D,D,A,A,D,A,D,A,D,A,D,A,A,D,D,A,A,D,A,D,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,A,,E
377,A,C,C,B,B,C,B,B,C,B,C,B,B,C,B,C,C,A,C,B,B,D,C,B,A,C,B,C,B,B,C,A,A,,C,,,C,D,C,D,B,C,C,C,C,D,B,C,D,C,D,C,D,A,B,D,F,A,,,,C,A,D,C,B,C,C,A,B,A,C,B,C,B,C
378,B,B,B,A,A,B,A,B,D,A,B,A,A,B,B,D,D,B,C,B,A,D,C,B,A,B,A,B,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,I,A,,,,E,,E,E,E,E,E,A,A,F,,E,E,E,E
379,B,D,D,A,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,A,D,B,C,B,C,F,,,C,,,E,E,B,C,D,D,D,A,A,C,B,B,D,B,A,C,B,A,D,D,I,,,,D,E,E,E,E,E,E,E,B,B,D,C,B,A,A,A
380,B,D,A,A,C,A,C,B,C,B,D,D,B,B,A,A,A,B,A,D,B,B,B,B,B,B,C,B,D,B,C,A,,,C,,,B,A,D,A,B,B,B,C,D,D,D,C,B,A,C,C,D,E,D,D,I,,,,D,E,E,E,E,E,E,E,F,F,F,D,E,F,F,E
381,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,A,,,,,B,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A,,,,C,C,D,D,C,A,A,A,A,B,B,B,B,B,B
382,B,B,D,C,B,B,B,B,C,C,B,B,D,B,B,B,D,B,C,A,B,D,C,C,B,C,C,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,E,E,E,E,E,E,A,A,F,D,E,E,E,E
383,B,C,C,D,A,D,B,B,D,D,C,A,C,B,C,A,D,A,C,A,A,D,B,A,A,C,B,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
384,A,C,C,A,D,B,C,D,D,C,A,B,A,C,A,D,A,B,B,A,D,D,A,A,A,A,A,A,A,C,B,C,A,,C,,,C,D,D,C,B,D,B,D,D,D,A,B,C,A,D,B,D,B,C,D,B,A,,,,D,A,D,D,D,D,D,A,F,E,B,B,F,F,C
385,B,A,C,D,D,D,D,D,D,D,C,C,C,D,D,D,C,C,D,D,C,C,B,D,D,D,D,C,D,B,C,B,,B,,,,D,C,A,B,C,C,C,B,B,C,C,D,C,D,D,D,C,A,A,C,C,,B,,,D,C,E,A,C,C,C,C,D,D,B,D,E,E,E
386,B,B,A,B,B,B,C,C,B,B,C,B,C,B,B,C,C,B,C,C,B,C,C,C,B,C,C,C,B,C,B,A,A,,C,,,B,D,B,F,B,B,B,D,C,A,A,A,C,C,A,D,D,D,C,C,D,,,,D,A,D,D,D,D,B,B,C,B,C,D,E,E,E,B
387,A,D,B,*,B,B,A,C,C,A,A,D,A,A,A,A,B,A,B,A,A,C,C,A,A,D,D,C,A,B,B,A,A,,C,,,C,B,D,B,B,D,A,D,D,C,D,D,D,D,B,B,D,A,D,D,H,A,,,,D,D,B,D,D,D,D,A,B,A,D,D,F,F,D
390,B,D,D,A,D,B,A,B,A,C,A,C,A,C,A,B,C,A,B,A,B,C,A,A,A,C,A,A,A,B,C,D,A,,,,,C,D,D,F,A,D,B,D,D,D,A,B,B,A,C,C,B,A,C,D,D,,,,D,B,A,C,A,A,D,D,B,C,A,B,B,D,B,C
391,A,A,A,C,A,C,B,C,D,D,C,B,D,D,C,D,C,B,D,A,D,D,A,C,B,C,D,D,A,B,B,C,A,,C,,,C,C,C,B,D,D,C,C,D,D,D,D,D,D,D,D,D,A,D,D,B,A,,,,C,A,C,B,A,C,B,B,C,A,B,C,F,A,A
393,A,C,D,C,B,B,A,B,B,C,C,B,B,B,C,C,C,B,B,B,A,A,C,A,B,B,B,B,B,B,B,A,A,,C,,,C,D,C,D,B,B,B,B,D,C,D,D,B,B,B,C,D,A,B,B,D,A,,,,B,B,B,B,B,C,B,A,D,A,B,B,B,B,B
394,B,A,D,B,A,B,A,A,D,D,B,A,D,A,A,A,A,B,B,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,F,A,A,A,B,C,D,C,C,D,B,C,B,C,E,D,,I,,,,D,E,E,E,E,D,E,D,F,F,F,D,E,F,F,E
395,B,D,C,D,A,D,A,A,D,D,A,A,D,A,D,A,,,,,,,,,,,,,,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
396,B,C,A,A,A,B,A,A,B,A,A,A,C,B,A,B,C,A,C,A,C,B,C,A,A,B,D,C,C,B,C,B,A,,,,,C,A,D,B,D,C,C,C,D,D,D,C,D,C,C,B,D,A,D,D,H,A,,,,C,D,D,D,D,D,D,A,A,A,B,D,A,B,B
397,A,D,C,C,A,B,A,A,D,A,C,C,A,D,A,B,C,B,A,B,B,B,A,A,B,C,A,B,C,B,C,C,A,,,,,C,D,C,C,B,A,A,A,B,D,A,B,D,A,B,A,B,C,C,C,A,,B,,,C,B,D,E,B,A,A,B,D,A,B,C,D,B,B
398,A,D,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,,,C,,,B,C,D,E,C,C,C,C,C,C,C,C,C,C,C,C,C,A,D,D,H,A,,,,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D
399,A,C,B,A,B,B,B,C,C,B,C,B,B,C,A,B,C,C,B,B,C,A,A,A,B,B,B,A,B,C,A,C,A,,C,,,C,D,D,F,A,A,B,B,B,C,C,C,B,B,B,B,B,B,B,B,B,,,,D,B,A,C,C,A,C,D,A,F,A,C,A,B,B,B
400,B,C,A,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,C,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,B,D,A,C,D,H,A,,,,D,E,D,D,C,D,D,B,B,A,C,D,B,F,D
402,B,C,B,B,C,C,D,D,C,C,D,D,D,D,C,D,B,B,C,B,C,B,C,C,D,D,C,C,D,F,D,F,,,,,E,E,E,E,A,B,B,B,B,C,B,B,C,B,C,,C,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,A,A,A,A
403,A,C,B,D,C,D,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,A,,,C,,,C,C,D,C,D,D,C,D,D,D,D,D,D,D,D,D,D,A,C,C,H,A,,,,D,E,D,D,D,D,C,A,C,D,C,D,D,D,C
404,B,B,A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,A,B,B,B,A,B,A,A,A,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
406,B,D,D,D,C,B,D,D,D,C,C,A,C,D,C,D,C,C,B,D,C,D,C,C,D,B,D,C,D,F,D,F,,,,,E,E,E,E,A,B,D,B,D,D,D,C,C,D,B,D,*,D,A,D,D,I,,,,D,E,E,E,E,E,E,E,A,A,F,D,E,E,E,E
407,B,A,A,D,B,C,A,A,B,C,A,A,B,B,C,A,C,A,C,A,A,C,B,A,C,C,C,B,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,D,E,E,E,E
408,B,A,D,B,A,B,A,B,D,B,B,B,B,D,B,A,D,A,C,A,C,D,B,C,A,,,B,,C,D,F,,,C,,,C,C,D,B,C,B,B,A,D,D,B,D,D,B,D,B,D,,,D,G,,,,,,C,,,,,C,A,D,A,A,D,B,B,E
409,B,D,D,B,B,A,A,B,D,C,A,A,C,A,B,A,,,,,,,,,,,,,,F,D,F,,,,,E,E,E,E,B,C,C,A,,,,,,,,,,,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,F,E,,E,E,E,E
410,B,D,B,B,A,B,B,C,D,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,,,,,,,,,,,,,,,,,I,,,,D,E,E,E,E,E,E,E,A,A,F,D,E,E,E,E
411,A,C,A,A,A,A,A,B,C,A,D,B,A,C,C,D,C,B,B,B,C,C,A,C,C,B,C,C,D,B,A,B,A,,,,,C,C,D,F,B,C,B,B,C,C,C,B,C,B,C,B,C,B,C,C,D,,,,D,B,A,B,B,A,C,A,B,B,A,B,B,F,B,B
412,B,C,A,B,C,B,C,D,D,C,C,C,C,D,C,D,A,A,A,A,A,D,C,B,D,C,D,C,D,B,C,F,A,,,,,C,B,C,B,B,D,B,D,D,D,D,D,D,C,D,C,D,A,D,C,H,A,,,,D,C,C,C,C,C,C,A,A,D,,C,D,D,D
414,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,F,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,E,E,E,E,E,E,F,F,F,D,E,F,F,E
415,B,B,D,B,B,A,C,D,D,C,B,D,C,D,B,C,B,B,A,C,D,C,B,B,C,B,C,A,B,F,D,F,,,,,E,E,E,E,A,D,D,D,B,C,D,C,C,C,D,D,C,C,A,D,D,I,A,,,,E,E,E,E,E,E,A,A,F,B,B,E,E,E,B
417,A,C,A,D,C,B,C,C,B,B,D,B,B,B,B,D,D,B,A,B,B,B,B,D,B,,B,C,A,C,A,C,,,C,,,C,C,B,C,C,D,B,D,D,D,B,D,D,B,D,C,D,A,B,D,H,A,,,,D,D,D,D,D,D,A,A,B,D,D,D,D,D,D
418,B,B,A,B,A,C,A,C,D,C,A,A,C,C,B,A,C,A,C,A,B,D,C,A,A,B,A,B,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
419,A,D,A,B,C,C,C,C,C,C,C,B,B,C,C,C,D,A,A,A,A,A,D,D,D,A,C,D,D,B,B,A,,,,D,,C,D,D,F,B,D,A,D,D,,D,D,A,B,C,D,D,A,C,D,H,A,,,,D,D,D,D,D,D,D,B,E,E,D,C,C,D,C
420,B,A,A,B,A,B,A,A,D,C,A,A,C,A,A,A,D,A,D,A,A,D,C,A,A,C,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,E,A,E,E,E,E,E,A,A,A,A,E,E,E,E
421,B,C,A,D,C,C,B,B,C,D,B,C,C,C,C,D,D,B,C,B,B,C,C,B,B,C,B,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,C,E,E,E,E
422,A,B,B,A,B,A,A,B,B,B,C,B,A,B,A,B,B,A,B,B,B,C,B,C,C,B,C,B,B,C,C,B,A,,C,D,,C,C,D,E,B,A,B,A,B,D,B,C,D,B,D,B,C,C,B,B,D,,,,D,A,A,A,C,A,D,B,D,D,A,B,A,A,A,B
423,B,A,D,B,A,D,A,A,D,C,A,D,D,D,D,D,D,A,D,A,A,D,D,A,D,D,D,D,D,F,D,F,A,,,,,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
424,A,C,A,D,C,D,D,D,B,C,D,D,A,D,D,C,D,C,D,D,D,C,C,D,D,B,D,D,C,A,B,B,,B,C,,,C,A,C,A,D,D,D,D,D,C,C,D,D,B,D,D,D,A,B,D,H,A,,,,A,A,D,D,C,D,B,A,A,A,B,D,D,D,C
425,A,C,A,C,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,A,D,D,A,A,D,A,D,A,C,B,A,A,,C,,,C,A,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,D,E,D,B,D,D,A,A,A,A,A,D,F,F,C
426,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,,,C,,,C,C,C,C,C,D,A,D,D,D,D,D,D,D,C,D,C,A,A,A,A,A,,,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
427,B,D,B,B,A,B,A,A,A,B,A,A,B,A,B,A,C,C,C,C,C,C,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
428,A,D,A,A,B,B,B,D,B,C,D,D,B,D,B,D,B,A,B,A,A,C,C,C,A,B,D,,C,A,C,C,,,C,,,C,C,D,B,A,D,B,D,D,D,D,D,D,D,D,B,D,A,D,D,D,A,,,,D,B,D,D,D,D,C,A,B,A,C,B,A,A,B
429,A,D,A,C,B,B,C,C,C,C,C,C,B,C,B,C,C,B,C,B,C,A,B,C,B,C,C,B,C,B,A,D,A,,,,,C,D,D,E,C,C,C,C,C,C,C,B,B,B,B,B,B,A,C,D,B,,,C,,C,B,C,A,B,C,B,F,F,A,C,B,D,D,C
430,A,D,A,A,B,C,A,C,C,D,B,B,C,A,D,B,C,A,C,C,B,A,A,B,A,B,A,A,A,A,C,D,,,,D,,C,B,D,A,A,D,C,B,D,D,D,B,D,B,D,D,D,A,C,B,C,,,,D,C,C,D,B,B,A,D,A,B,A,C,C,A,A,B
431,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,,,,A,C,A,A,A,A,A,A,C,A,B,B,B,B,B
432,B,A,A,D,A,D,A,A,D,D,A,A,D,B,C,A,D,A,D,A,B,D,A,C,A,C,D,D,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,A,I,A,,,,E,B,E,E,E,E,E,A,A,F,A,E,E,E,E
433,A,B,C,C,C,C,B,C,D,A,A,B,B,C,A,C,B,A,B,A,A,D,A,A,A,A,A,A,A,C,C,F,,,C,D,,C,B,D,B,C,D,C,D,D,D,A,A,D,A,D,B,D,E,D,A,G,A,,,,D,D,D,D,D,D,C,D,D,E,B,B,A,F,B
434,A,D,A,C,C,B,B,D,D,D,B,B,B,B,B,B,D,D,B,B,D,D,D,D,D,B,D,D,D,B,C,A,A,B,C,,,C,C,C,B,D,D,C,B,D,D,C,A,D,C,D,B,C,A,A,D,H,A,,,,D,D,D,D,A,D,D,B,B,E,D,A,A,F,D
435,B,D,A,D,D,D,D,D,D,D,D,D,C,D,D,D,C,B,C,A,B,C,C,C,A,B,B,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,E,E,E,E,E,E,A,A,F,D,E,F,F,E
436,A,D,C,B,B,C,B,B,C,B,C,C,B,C,C,D,C,C,C,C,C,C,C,C,B,C,B,C,C,C,B,A,A,,C,,,C,B,D,A,B,D,C,D,D,D,D,D,D,D,D,D,D,A,D,C,H,A,,,,D,D,D,D,D,D,C,A,A,E,C,D,D,D,D
437,B,C,A,B,B,C,B,D,D,D,D,D,D,D,C,C,C,C,C,B,C,D,C,D,D,C,D,D,D,D,D,F,,,,,E,E,E,A,F,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,*,E,E,E,E,E,A,A,F,B,E,E,E,E
438,B,B,A,D,,D,A,A,D,A,A,C,C,A,D,A,D,A,D,A,A,D,A,A,A,D,A,D,A,B,B,B,,,C,,,A,A,B,A,D,D,C,D,D,D,B,D,D,A,D,D,D,C,C,C,G,,,,D,D,D,D,B,B,A,A,A,A,A,A,D,F,F,B
439,B,B,A,D,A,D,B,B,D,D,B,B,D,D,D,A,D,B,D,B,B,D,B,B,D,D,D,D,A,C,D,A,A,B,,,,B,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,B,A,E,E,C,E,E,A,A,A,A,D,E,E,E
440,B,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,A,,C,,,C,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,H,A,,,,A,C,C,D,B,A,B,B,B,A,C,D,F,F,C
441,B,A,B,D,A,C,A,B,D,D,B,B,D,C,D,C,C,A,C,A,A,B,C,A,A,B,D,C,A,F,D,F,,,,,E,E,E,E,F,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,C,E,E,E,E
442,B,B,C,C,B,D,B,B,D,D,D,D,D,D,D,D,C,A,C,B,A,C,B,A,B,C,,B,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,C,E,F,E,E
443,B,A,A,C,C,C,C,C,D,D,D,D,C,D,C,D,D,D,D,D,D,D,D,D,D,C,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
444,A,D,A,C,A,D,A,D,D,D,A,A,C,A,B,D,B,A,B,A,A,C,B,A,A,C,B,C,B,C,B,A,A,B,C,,,C,B,B,A,C,D,C,D,D,D,D,C,D,C,D,D,D,A,D,D,H,A,,,,D,D,D,D,D,D,A,A,A,E,A,B,F,F,B
445,A,D,A,C,D,C,D,D,D,C,C,D,B,C,B,B,C,D,C,C,C,D,C,C,D,B,C,C,B,C,B,B,A,,,,,C,A,D,A,C,D,C,D,D,D,D,D,D,C,D,D,D,A,A,D,H,A,,,,D,C,D,D,C,C,C,A,A,D,C,C,F,F,D
446,A,C,A,A,C,B,B,C,C,B,C,C,B,C,A,D,B,B,B,B,B,C,B,C,A,A,A,A,C,C,A,,,B,,,,C,B,C,C,A,D,B,D,D,D,B,C,D,B,D,B,D,A,C,D,H,A,,,,C,A,C,B,A,D,B,A,E,A,B,B,F,F,C
447,A,C,B,D,D,B,D,D,D,D,D,D,C,C,C,D,D,D,B,C,D,C,D,C,D,C,C,C,D,C,C,C,A,,C,,,C,D,D,B,A,D,A,D,D,D,D,D,D,C,D,D,D,A,C,D,H,A,,,,D,D,D,D,A,D,D,A,C,D,D,D,F,F,D
448,A,D,B,C,C,C,C,C,C,D,B,C,C,C,C,D,D,B,B,B,B,D,D,B,B,C,C,B,B,C,B,A,,,C,,,C,C,D,A,D,D,C,D,D,D,D,D,D,D,D,D,D,A,C,C,H,A,,,,D,A,D,D,D,D,C,A,A,A,C,D,D,D,D
449,A,B,B,B,B,C,B,D,D,D,D,D,C,D,C,D,C,D,B,D,D,D,D,D,D,D,D,D,D,B,B,A,A,,C,,,B,A,D,A,B,D,B,D,D,D,D,D,D,D,D,D,D,A,B,D,H,A,,,,D,D,D,D,B,D,C,A,A,A,D,D,F,F,D
450,A,B,A,B,B,B,B,D,D,D,B,D,C,D,B,C,B,B,B,B,D,D,D,B,D,B,D,B,D,B,B,A,,,C,,,C,C,D,A,A,D,A,D,D,D,D,D,D,D,D,A,D,A,C,D,E,A,,,,A,A,D,D,A,D,C,A,B,A,A,B,F,F,B
451,B,B,A,D,B,C,B,B,D,D,B,D,D,D,B,D,D,B,D,B,B,D,C,B,B,C,B,C,C,C,D,F,,,C,,,E,A,E,A,D,D,C,D,D,D,C,D,D,D,D,D,D,A,D,D,G,A,,,,E,A,E,E,E,E,E,A,A,A,A,E,E,E,E
452,A,B,A,B,A,B,B,C,C,B,C,D,B,D,D,D,B,A,C,A,B,C,C,D,A,B,A,D,C,D,B,B,A,,,,,C,B,C,A,B,D,B,D,D,D,C,D,D,C,D,D,D,A,D,D,H,A,,,,C,A,C,C,C,D,D,A,A,A,C,D,C,C,C
453,A,C,A,B,B,B,A,B,B,B,C,B,B,D,D,D,B,B,C,B,C,C,D,D,C,B,D,D,B,C,B,A,,,C,,,C,C,D,A,C,D,B,D,D,D,B,D,D,B,D,D,D,A,C,C,H,A,,,,B,C,B,B,B,C,C,A,A,C,C,B,F,F,C
454,A,D,A,B,B,D,A,B,C,B,A,B,B,B,B,A,C,A,C,A,C,C,B,B,A,C,A,B,B,C,B,A,,,C,,,B,A,C,A,B,D,C,D,D,D,C,D,D,C,D,D,C,A,D,D,H,A,,,,D,A,D,B,B,D,A,A,A,A,B,C,F,F,B
455,A,C,B,B,B,A,B,D,B,B,D,B,B,A,A,B,C,B,C,A,C,C,A,B,C,B,B,C,B,B,B,B,,,C,,,C,D,D,B,B,B,B,C,B,B,C,C,B,C,B,B,B,A,D,B,G,A,,,,B,B,C,B,C,B,B,C,C,B,C,B,B,C,C
456,B,D,A,A,C,C,C,C,C,C,C,C,B,C,B,D,B,D,D,D,D,D,D,D,D,B,B,C,D,C,C,F,,B,C,,,B,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,C,I,A,,,,E,A,E,E,E,E,E,A,A,A,B,C,F,F,E
457,A,D,B,C,C,B,C,D,D,C,B,D,B,B,B,D,C,B,B,B,D,D,B,B,D,B,B,C,A,A,C,A,A,,C,D,,C,C,C,C,B,D,B,D,D,C,B,C,C,B,C,C,D,A,C,D,H,,,,D,D,D,D,D,B,C,B,A,B,D,B,B,C,F,B
458,A,C,B,A,C,B,C,C,C,A,C,A,A,B,A,A,A,B,C,B,C,C,A,A,B,A,C,A,C,B,A,B,A,B,C,,,A,C,B,E,A,D,B,C,C,D,A,C,D,A,D,A,A,A,A,C,H,A,,,,D,E,D,D,D,B,D,A,E,A,D,D,F,F,D
459,B,D,A,C,A,D,A,B,D,B,B,B,D,C,D,D,B,A,D,A,A,D,C,A,A,D,A,D,D,B,C,A,,B,C,,,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,H,A,,,,D,A,D,D,B,D,C,A,A,A,A,D,F,F,D
460,B,D,A,B,C,C,B,B,D,D,B,D,D,C,D,C,C,A,C,A,A,A,D,A,A,C,D,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
461,B,C,B,B,B,B,B,A,B,B,C,B,B,B,C,A,C,A,D,A,A,D,B,D,B,D,D,D,B,D,B,A,,,C,,,B,A,D,A,B,D,B,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,D,A,D,D,D,D,D,A,A,A,A,D,D,F,D
462,A,D,A,B,C,A,D,C,B,C,C,C,A,C,B,D,B,B,B,B,B,C,C,B,A,B,B,B,B,B,A,C,A,,C,D,,C,B,D,B,B,D,B,D,D,D,D,C,D,C,D,B,D,A,A,D,H,A,,,,D,D,D,D,C,D,C,A,D,A,C,C,C,D,D
463,A,D,A,B,C,B,C,D,B,B,D,C,B,A,B,B,C,A,B,A,D,C,C,D,B,C,B,B,B,C,B,C,A,,C,,,C,B,C,D,B,D,B,C,D,B,B,D,D,C,B,C,B,A,B,D,H,A,,,,C,B,B,D,B,C,B,C,C,A,B,C,C,C,C
464,B,C,B,B,B,B,A,B,B,C,B,A,B,A,A,B,B,A,C,C,D,C,C,B,B,C,B,B,C,C,A,A,,,C,,,C,A,C,B,B,D,B,D,C,A,B,B,A,B,D,B,C,A,C,D,H,A,,,,C,B,C,C,C,C,D,D,D,D,B,D,D,D,D
465,B,C,B,B,B,B,B,C,B,B,C,B,B,A,B,C,A,B,A,A,A,A,A,B,A,A,B,A,B,B,C,A,,,C,,,B,A,C,A,B,D,B,C,D,D,B,C,D,C,D,B,D,A,D,C,H,A,,,,D,D,D,D,D,D,A,A,A,A,A,D,A,A,D
466,B,B,B,C,C,B,B,C,D,D,B,D,B,D,B,D,D,B,D,B,C,D,C,B,B,D,B,B,B,B,D,F,A,,C,,,B,A,B,A,B,D,B,D,D,D,C,C,D,B,D,B,D,A,D,D,H,A,,,,C,D,C,B,B,D,C,A,A,A,B,D,F,F,C
467,B,A,C,B,A,C,B,A,D,A,A,D,C,D,D,D,C,B,C,A,B,C,B,C,A,C,A,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,C,I,A,,,,E,A,E,E,E,E,E,A,A,A,B,E,E,E,E
468,B,B,A,A,D,B,C,D,D,B,C,D,B,D,B,D,B,D,B,B,D,D,B,C,D,C,D,B,D,C,C,A,,,C,,,C,B,D,B,A,D,B,D,D,D,D,D,D,C,D,C,D,B,B,B,E,,,,D,D,A,D,D,D,D,A,A,B,A,D,C,F,F,D
469,A,C,A,B,B,C,C,C,B,B,C,B,B,B,B,B,C,B,C,B,D,C,B,C,C,B,C,C,D,C,A,B,A,,C,,,C,D,D,E,C,C,B,C,D,C,B,C,C,C,C,C,D,A,A,D,H,A,,,,D,D,D,D,D,D,D,B,E,E,C,D,F,F,D
470,B,C,D,B,A,B,A,A,D,A,A,A,D,A,A,A,D,A,C,B,A,B,A,A,A,D,A,C,A,F,,F,,,,,E,E,E,E,A,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,I,,,,D,E,A,E,E,E,E,E,A,A,F,A,E,A,A,E
