,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55
359,A,A,C,C,A,B,B,B,B,B,D,A,A,D,D,D,D,D,C,A,C,C,A,D,C,C,C,A,E,D,D,D,D,B,D,D,D,D,D,A,A,E,B,D,G,A,B,,,,D,,,,A,A,A,A,A,A,A
360,A,B,A,A,A,B,B,D,B,A,C,D,A,D,A,D,D,D,D,A,D,D,A,D,C,C,B,B,E,C,D,D,D,D,D,D,D,D,D,C,C,B,C,C,C,A,B,,,,D,,,,A,A,B,B,A,B,B
361,B,C,D,E,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,B,C,B,B,D,A,,,,,,,D,D,D,D,B,D,D
362,B,B,C,E,C,C,B,C,B,B,C,C,A,B,C,D,D,B,D,D,C,C,B,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
363,A,D,C,C,C,D,D,D,B,A,B,D,D,D,A,B,A,A,B,B,B,C,C,D,A,B,B,A,A,C,D,D,D,D,C,B,D,D,D,C,C,C,D,A,A,A,B,,B,,,,,,B,B,B,B,D,D,D
364,B,B,D,E,C,D,B,A,C,A,C,C,A,B,C,C,C,C,D,A,C,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
365,B,B,D,E,A,D,D,A,B,D,D,A,D,A,B,C,A,C,C,A,A,B,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
367,B,A,C,E,A,B,C,B,C,A,C,B,A,B,A,B,C,A,A,A,A,B,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
368,B,B,A,E,D,D,D,D,D,D,D,D,D,D,B,C,C,B,C,C,C,C,C,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
369,A,A,C,E,B,D,D,A,D,A,D,D,A,D,D,A,A,A,A,B,B,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,,E,E,F,,E,I,E,F,,,,,,,G,E,A,E,E,E,E,E
370,B,A,,,B,C,B,D,C,A,B,B,A,A,C,D,C,D,D,A,D,C,A,C,D,F,D,E,F,,,,,,,,,,,E,,F,E,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
371,A,A,B,A,A,C,A,D,B,C,A,D,A,C,B,D,A,D,A,A,A,D,A,D,C,C,C,A,D,C,C,A,D,B,D,A,A,C,D,A,A,E,D,B,A,A,A,A,,,,,,,A,B,A,A,A,A,A
373,B,B,A,E,B,B,B,D,B,D,B,C,D,C,A,B,A,D,B,B,A,B,B,B,D,F,D,E,F,D,C,A,D,B,D,B,B,D,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
374,B,A,C,E,A,D,D,D,D,A,C,D,A,B,A,C,C,D,C,*,C,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
375,B,A,D,E,B,C,D,A,D,A,D,D,A,D,D,C,D,B,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
376,B,A,D,E,A,D,D,A,D,A,D,D,A,A,B,A,B,A,B,A,D,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
377,A,A,A,C,C,B,C,C,C,B,C,C,B,C,C,C,C,D,C,A,A,C,A,B,B,B,C,A,C,D,D,D,D,D,D,C,D,D,D,C,C,B,D,B,D,B,C,A,,,,,,,C,C,C,C,C,C,C
378,B,B,A,E,B,D,D,D,D,B,D,D,A,A,B,D,D,D,D,B,D,D,B,A,C,F,D,E,F,D,D,D,D,D,B,D,D,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
379,B,C,B,E,D,C,B,D,D,D,A,D,D,B,D,,B,D,D,D,A,D,D,B,D,F,D,E,F,D,D,D,A,D,D,B,D,C,B,,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
380,B,C,B,E,A,D,C,D,D,A,B,C,A,A,A,B,B,B,A,B,B,B,B,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
381,A,A,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,C,C,E,C,D,D,A,D,,,,D,,,,B,C,C,C,C,C,C
382,B,A,A,E,,D,D,A,,A,D,C,A,,C,D,D,A,,A,,,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,,F,,,,,,,G,E,E,,,,,
383,B,B,C,E,A,B,D,B,D,A,D,D,A,D,A,D,D,B,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,,F,E,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
384,B,C,B,E,A,D,D,D,D,A,D,D,A,A,A,D,D,D,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
385,A,D,A,A,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,C,B,C,A,C,D,D,D,D,D,D,D,D,D,D,C,C,A,B,C,C,B,D,A,,,,,,,C,C,C,C,B,B,C
386,A,C,B,A,C,B,B,C,B,B,C,C,B,C,D,D,D,B,D,A,D,D,A,D,B,B,B,B,A,C,B,B,B,B,D,C,D,D,C,C,B,B,D,A,D,B,C,,,,D,,,,C,D,A,C,B,B,C
387,A,C,B,A,D,D,D,D,B,A,D,D,A,D,B,C,C,D,C,A,C,D,A,D,B,B,C,B,B,C,D,D,D,C,A,D,D,A,D,C,B,C,B,C,C,A,B,,,,D,,F,,B,C,B,B,B,,
390,A,A,A,C,B,B,B,D,A,A,A,D,C,C,A,B,B,D,A,A,A,D,C,C,B,B,C,A,E,A,A,C,B,C,A,A,A,B,C,D,B,B,D,B,F,A,B,A,,,,,,,B,B,B,B,B,B,B
391,A,A,A,C,D,D,D,D,D,A,D,D,A,D,C,D,D,B,D,A,C,D,A,C,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,D,B,A,A,C,B,A,A,,,,D,,,,B,B,B,B,B,D,B
393,A,B,D,A,B,C,D,C,C,A,B,C,C,C,C,C,C,B,C,A,B,D,C,D,C,B,A,B,B,C,D,C,C,C,D,C,D,D,C,B,D,D,B,A,F,B,B,,,C,D,,,,B,B,B,B,B,C,B
394,B,A,D,E,B,C,C,A,D,A,D,D,A,D,B,C,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
395,B,A,B,E,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,B,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
396,B,B,A,E,B,D,D,D,C,A,D,D,A,C,A,A,A,A,C,A,C,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
397,B,D,B,E,A,B,A,A,B,A,D,D,A,C,B,C,D,D,D,C,A,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
398,B,C,B,E,B,D,D,D,D,A,D,D,A,D,C,C,C,C,C,A,C,C,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
399,B,C,A,E,C,C,D,B,D,A,D,D,A,B,C,B,A,A,B,A,B,C,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
400,A,C,A,A,,,D,C,,B,B,D,B,A,C,D,D,,,,,D,,,,,,A,E,D,,D,D,C,D,,,,B,,,A,,,G,A,A,,,,,,,,C,D,,A,C,C,C
402,B,D,B,E,C,C,D,A,C,C,C,C,A,C,A,C,A,C,B,A,B,C,A,C,D,F,D,E,F,C,,A,B,C,D,A,B,,C,E,E,F,E,E,E,E,F,,,,,,,G,E,E,E,E,E,E,E
403,A,A,A,C,C,C,D,D,C,C,C,C,D,D,C,C,C,C,D,D,D,D,D,C,C,C,C,A,E,C,C,D,D,D,D,D,D,D,D,D,,,A,A,H,B,E,A,,,,,,,D,D,C,A,D,B,D
404,B,A,A,E,A,D,D,A,D,A,D,D,A,A,B,A,B,A,A,A,B,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,,,,,F,,E,I,,F,,,,,,,G,E,E,E,E,E,E,E
406,B,D,C,E,C,B,C,C,B,A,C,C,A,B,B,D,C,D,D,C,B,D,B,D,D,F,D,E,F,D,D,C,D,D,A,A,C,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
407,B,C,A,E,C,B,D,A,B,A,D,B,A,B,B,C,A,D,C,B,A,B,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
408,B,A,D,E,B,D,D,A,D,A,D,D,A,B,A,B,A,D,,B,,A,A,,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,,E,F,E,E,,,F,,,,,,,G,E,,E,,E,,E
409,B,A,D,E,C,B,C,D,C,A,B,C,C,D,C,C,C,D,D,A,B,C,D,D,C,F,D,E,F,D,D,C,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
410,B,A,D,E,C,C,D,D,C,A,A,D,B,D,A,D,C,C,D,D,C,A,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
411,A,A,A,B,D,C,B,D,C,B,D,D,B,A,C,C,C,C,C,B,C,D,B,C,B,C,B,A,E,C,C,C,C,D,C,D,D,C,B,D,C,,D,C,B,B,C,,B,,,,,,B,A,B,B,B,B,A
412,B,A,A,E,A,D,D,A,D,A,C,D,A,B,A,C,A,A,C,A,A,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
414,B,A,A,E,D,D,D,D,D,B,A,B,A,B,A,B,C,C,A,A,A,B,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
415,B,B,B,E,B,B,A,D,B,A,A,B,A,B,A,B,A,A,A,A,B,B,B,A,D,F,D,E,F,B,B,B,A,B,A,A,B,A,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
417,A,A,A,C,B,C,D,D,D,A,C,D,A,B,B,C,A,A,B,A,C,C,A,C,C,C,B,A,E,D,A,B,D,D,B,A,C,A,C,D,D,A,A,C,H,C,E,A,,,,,,,C,C,D,C,C,A,D
418,B,A,C,E,A,D,D,A,D,A,D,D,A,B,A,B,A,A,A,A,A,A,A,B,D,F,D,E,F,B,C,D,B,D,A,D,D,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
419,A,B,B,C,D,D,B,D,D,B,D,D,B,D,D,D,B,D,D,B,D,D,B,D,C,B,C,A,B,D,D,D,D,D,D,D,D,D,D,D,C,A,D,C,D,B,E,A,,,,,,,C,D,D,D,D,D,D
420,B,B,A,E,A,C,D,A,C,A,D,C,A,B,A,C,C,D,C,C,D,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
421,A,B,A,C,B,B,C,D,C,C,C,C,C,D,C,C,C,D,C,B,C,C,B,D,C,C,B,A,E,D,D,D,D,D,D,D,D,D,D,C,D,A,A,D,E,B,E,A,,,,,,,C,D,B,B,B,B,B
422,A,B,B,C,B,A,C,B,D,B,D,B,B,C,B,B,C,C,B,B,C,C,B,C,B,D,A,B,B,B,D,D,D,D,B,D,D,B,D,D,D,A,A,C,H,B,E,A,,,,,,,B,B,B,A,A,B,B
423,A,B,D,C,B,C,C,D,D,A,D,D,A,B,B,D,B,D,D,A,D,D,A,A,D,C,C,A,E,D,D,B,D,C,A,D,D,A,D,B,A,B,A,C,D,A,A,,,,D,,,,D,C,B,A,A,A,A
424,B,B,C,E,B,D,C,B,D,B,D,D,A,C,C,B,C,B,B,A,B,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
425,B,A,C,E,A,C,D,D,C,A,D,D,A,B,B,D,D,A,D,A,D,D,A,D,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
426,A,C,A,A,B,A,B,A,A,D,D,A,D,D,A,B,D,A,B,A,D,D,A,D,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,E,B,A,D,A,A,A,,,,,,,B,A,A,A,A,A,A
427,B,C,C,E,A,B,C,D,B,A,D,C,A,A,A,B,B,A,B,B,B,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
428,A,D,A,A,C,B,B,D,C,B,D,D,C,D,B,D,D,A,D,A,D,D,A,A,C,C,C,A,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,C,D,B,B,A,,,,,,,D,B,B,B,B,B,B
429,B,D,A,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
430,A,D,B,C,C,A,C,A,C,B,A,A,B,B,C,B,C,B,B,A,B,B,A,C,A,B,B,B,A,D,A,B,A,A,D,A,A,C,B,C,D,A,D,B,H,D,E,A,,,,,,,D,D,D,D,D,D,D
431,A,A,A,C,A,C,D,C,C,C,D,C,C,C,A,C,B,C,C,A,C,C,A,C,C,C,B,B,A,D,D,D,C,D,D,D,D,D,D,C,B,B,A,C,A,B,D,,,C,,,,,A,A,A,A,B,B,B
432,B,A,A,E,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
433,B,B,A,E,B,D,D,A,D,A,D,D,A,D,B,D,D,A,D,A,A,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,I,A,F,,,,,,,G,E,E,E,E,E,E,E
434,B,B,A,E,A,B,D,B,D,A,C,D,A,D,B,C,D,A,C,A,C,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
435,B,B,A,E,C,B,C,D,B,C,C,B,B,C,B,C,C,D,C,A,C,,A,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
436,B,C,B,E,B,C,C,C,C,B,C,C,B,C,B,C,C,B,C,A,C,C,A,B,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
437,B,A,A,E,C,C,D,A,D,B,D,D,A,B,A,D,D,A,D,A,B,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
438,B,A,A,E,A,D,D,D,D,A,D,D,A,D,A,D,D,D,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,C,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
439,B,B,B,E,C,D,D,A,D,A,D,D,A,A,B,D,D,A,D,A,D,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
440,B,C,A,E,C,C,C,D,C,B,C,C,B,C,C,C,C,C,C,B,C,C,B,C,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
441,B,A,D,E,B,C,C,C,C,B,D,D,A,D,A,D,D,A,C,A,C,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,,I,E,F,,,,,,,G,E,E,E,E,E,E,E
442,B,A,D,E,B,C,D,D,D,B,D,D,B,B,A,C,C,B,C,A,C,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
443,B,A,A,E,B,D,D,D,D,A,D,D,A,D,C,D,D,C,D,B,D,D,B,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
444,A,A,C,C,A,C,D,D,D,A,D,D,A,B,A,D,A,D,D,A,D,D,A,C,C,C,C,E,E,C,D,C,D,D,D,D,D,D,C,C,C,C,D,C,F,B,B,A,,,,,,,A,C,A,D,D,D,D
445,B,A,B,E,B,C,B,A,B,B,C,D,B,C,A,C,B,A,B,C,C,D,B,D,C,D,C,E,F,C,C,A,B,B,D,C,D,C,D,E,B,B,E,C,G,E,F,,,C,D,,,,E,E,E,E,E,E,A
446,B,B,A,E,B,C,D,D,D,A,C,D,A,A,A,C,D,A,C,A,A,C,A,A,D,F,D,E,F,A,C,B,C,C,B,B,B,B,B,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
447,A,B,A,C,C,B,B,D,A,A,B,C,A,C,D,B,C,D,B,A,B,D,A,C,B,C,B,A,C,D,A,B,D,A,D,A,D,C,D,C,C,B,D,B,E,C,B,,,,D,,,,D,D,D,B,A,D,D
448,B,A,A,E,B,C,C,C,D,B,D,D,B,D,C,C,C,B,C,A,C,C,B,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
449,A,B,B,A,B,D,D,B,C,B,C,D,B,D,B,C,D,C,B,B,C,D,B,D,C,B,B,A,E,B,D,D,C,C,D,D,D,D,D,C,C,A,A,B,H,B,E,A,,,,,,,C,C,C,D,D,B,D
450,B,A,A,E,A,B,D,B,C,A,D,B,C,C,A,C,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
451,B,A,A,E,B,D,D,D,D,A,D,D,A,C,B,C,D,C,D,B,D,D,B,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
452,B,A,A,E,A,C,B,B,C,A,D,C,A,B,B,B,A,C,A,C,A,D,C,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
453,B,A,B,E,B,B,B,D,C,A,C,C,A,C,C,C,B,D,C,B,C,C,A,C,B,C,C,E,E,D,C,B,D,D,D,C,D,D,D,D,C,A,C,C,G,B,B,A,,,,,,,B,B,B,B,B,A,B
454,B,B,B,E,A,C,C,A,D,A,D,D,A,C,B,B,C,B,A,A,A,C,A,B,D,F,D,E,F,B,D,C,A,D,A,D,D,A,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
455,B,A,D,E,A,B,A,D,B,D,B,B,D,D,A,A,A,D,A,D,A,A,D,D,D,F,D,E,F,D,B,B,D,B,D,B,B,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
456,B,B,A,E,A,D,D,B,D,B,D,D,B,D,C,C,C,C,C,C,C,C,C,C,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
457,B,A,C,E,B,C,D,D,D,A,D,D,B,C,C,C,C,D,B,A,B,C,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
458,B,B,D,E,A,C,D,A,C,B,C,C,A,B,B,B,C,A,B,A,B,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
459,B,B,C,E,A,C,D,D,D,B,D,D,A,A,B,B,B,B,B,A,B,B,A,B,C,C,C,E,F,C,D,D,D,D,D,D,D,D,B,E,A,B,A,C,E,B,B,,,,D,,,,B,D,C,B,B,D,D
460,B,A,B,E,A,D,D,A,D,A,D,D,A,D,B,D,D,B,D,B,D,D,B,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
461,B,A,C,E,A,D,D,A,D,A,D,D,C,A,A,D,B,A,C,A,A,B,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
462,B,A,D,E,C,C,D,B,C,A,D,C,A,B,B,D,D,A,C,A,C,C,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
463,A,B,A,C,C,B,C,D,C,C,C,B,C,C,B,C,C,C,C,A,A,A,A,C,B,B,C,A,D,C,C,D,C,C,D,C,C,D,D,C,B,B,D,B,D,B,C,A,,,,,,,B,B,B,B,B,B,B
464,B,B,D,E,B,C,C,A,D,A,D,D,A,B,A,D,D,A,C,A,C,C,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
465,B,A,C,E,A,D,D,B,D,A,D,D,A,B,B,B,C,B,B,A,B,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
466,B,D,B,E,C,D,D,D,D,B,D,D,B,D,C,D,D,C,D,B,D,C,B,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
467,B,A,D,E,B,C,A,D,C,B,C,C,B,C,C,B,C,A,B,A,A,A,A,C,D,F,D,E,F,D,C,C,B,D,B,C,C,B,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
468,B,B,B,E,D,D,D,D,D,D,D,D,D,D,B,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
469,B,A,C,E,A,D,C,A,D,B,C,C,B,B,A,B,D,A,A,B,A,B,B,D,D,C,C,E,F,A,A,D,A,A,B,A,C,A,A,C,A,B,A,D,E,A,F,,,,D,,,,E,E,E,E,E,E,E
470,B,C,D,E,C,D,D,B,C,A,D,C,A,A,B,C,C,A,B,A,A,A,A,B,D,F,D,E,F,C,C,B,A,D,A,D,D,A,B,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
471,B,A,B,E,B,C,B,A,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,D,F,D,E,F,A,A,A,A,A,A,A,A,A,A,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
472,A,B,A,A,C,C,B,D,D,B,D,D,A,D,B,C,,D,D,A,D,D,A,D,C,B,C,A,B,D,,,D,D,D,D,D,D,D,C,B,D,C,,A,A,B,,,,D,,,,B,C,B,B,B,C,C
473,A,A,A,C,D,A,A,D,A,D,D,D,D,A,D,A,D,A,A,D,A,D,D,A,A,C,C,A,E,D,A,D,D,D,D,D,D,D,A,D,A,E,D,D,G,A,A,A,,,,,,,A,D,D,A,A,A,A
474,B,A,A,E,B,D,D,A,D,A,D,D,A,A,C,C,D,D,A,A,C,C,A,A,C,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
475,B,A,B,E,D,C,C,C,C,A,C,B,A,B,D,C,B,B,C,A,C,B,A,C,C,D,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,B,D,F,A,F,,,,D,,,,E,E,E,E,E,E,E
476,B,A,D,E,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
477,B,B,C,E,B,C,D,A,D,A,D,D,B,C,C,D,D,A,D,A,A,D,A,B,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
478,B,D,D,E,D,A,D,D,D,B,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
479,B,A,D,E,D,D,D,D,D,A,D,D,A,D,D,D,A,A,A,A,A,D,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
480,B,A,B,E,A,D,D,D,D,A,D,D,A,A,D,D,D,D,,A,D,D,A,D,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
481,B,A,D,E,D,B,B,D,B,A,D,D,A,D,A,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
482,B,D,C,E,D,D,D,D,D,D,D,D,D,D,B,A,A,A,A,A,A,A,A,A,D,F,D,E,F,D,D,D,D,D,D,D,D,D,D,E,E,F,E,E,I,E,F,,,,,,,G,E,E,E,E,E,E,E
483,B,A,D,,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,B,A,A,C,C,C,A,E,D,D,D,D,D,D,D,D,D,D,D,A,B,D,C,G,B,C,A,,,,,,,C,C,C,C,C,D,C
