,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60
579,B,C,B,C,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,C,D,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,C,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,A,A,B,A
580,C,A,C,B,B,C,B,A,B,B,A,B,B,A,B,A,C,B,A,D,B,C,C,A,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,C,B,D,C,C,D,C,C,D,C,C,C,C,C,D,C,C,B,C,D,C
581,C,A,A,A,D,A,B,A,A,B,C,B,C,A,C,A,A,D,A,A,B,B,D,C,B,A,B,A,B,A,B,C,A,B,C,A,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A
582,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,D,D,D,A,A,A,A,A,D,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
583,D,A,D,C,B,C,C,B,C,C,B,B,A,B,C,B,A,A,A,A,D,C,C,B,B,A,,A,C,B,C,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A,B,A,C,B,C,D,D,D,D,D,D,D,D,D
584,B,B,A,B,A,B,B,B,A,C,A,B,B,B,B,C,A,B,B,B,A,C,A,A,A,A,B,B,A,C,A,A,A,B,B,C,A,B,A,B,B,A,B,D,D,B,A,A,D,B,D,B,D,C,C,A,D,D,D,D
585,C,A,C,A,A,C,C,A,D,D,B,D,B,A,B,A,C,B,A,B,B,B,B,A,A,B,B,A,C,C,A,B,B,A,C,A,A,B,A,C,B,C,B,C,C,B,B,C,B,C,C,C,C,D,C,C,D,D,D,C
586,C,B,D,C,B,D,C,B,C,D,B,D,C,B,C,D,C,A,B,C,B,D,D,D,D,B,A,B,D,C,A,D,B,C,A,D,B,D,A,B,D,A,C,B,D,C,A,B,D,C,A,D,B,C,A,D,C,C,A,C
588,C,C,C,D,B,C,B,B,B,B,B,B,D,A,B,B,A,A,A,A,A,B,B,D,D,A,A,B,A,A,B,B,D,A,A,B,B,A,A,A,A,B,B,B,B,B,B,C,C,C,C,C,C,B,B,B,B,C,C,D
589,D,B,D,C,C,C,C,A,C,C,C,C,B,C,C,D,A,A,A,A,C,C,C,B,B,D,B,C,D,D,D,D,B,B,C,D,A,A,A,B,B,B,B,B,C,B,B,B,B,A,C,A,C,C,A,B,D,D,D,C
590,C,B,C,B,B,C,C,B,C,D,B,A,C,A,B,B,A,A,A,A,B,B,B,B,A,B,B,A,B,C,A,A,A,A,B,B,B,B,B,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,D,D
591,B,C,C,B,B,C,B,B,B,C,A,D,,B,C,C,A,A,A,B,A,B,A,B,B,A,B,C,B,C,B,D,B,B,C,B,B,C,D,C,A,B,A,B,B,B,B,A,B,C,C,D,D,C,B,B,C,D,D,C
592,C,B,B,C,B,B,D,C,B,B,D,C,C,B,C,A,A,B,A,B,B,B,C,C,D,B,D,D,C,C,C,B,C,B,C,C,A,D,A,B,C,C,C,B,C,C,C,C,D,C,B,B,C,D,C,B,D,C,D,D
593,D,B,C,B,A,B,D,B,C,D,B,D,B,A,B,B,A,A,B,B,C,B,C,B,B,B,A,B,C,C,B,C,B,A,B,B,B,B,C,D,B,C,B,C,D,B,C,D,D,C,C,D,C,C,C,C,D,D,C,C
594,A,B,C,B,A,B,B,A,B,B,A,B,A,B,B,B,A,A,A,B,A,A,A,A,A,B,B,B,A,B,A,A,B,A,B,A,A,A,A,B,B,C,B,C,C,C,C,C,C,B,B,B,B,B,B,B,D,D,D,D
595,D,C,C,C,C,B,C,B,D,C,D,C,B,B,C,C,A,A,B,A,D,B,B,C,C,A,B,C,C,C,C,B,B,B,C,B,A,A,C,A,B,C,B,C,C,B,C,C,C,C,C,C,D,B,C,C,D,D,D,C
597,A,A,B,B,A,B,B,A,B,B,B,B,B,A,B,A,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,C,C,C,B,B,C,C,C,C,C,B,C,C,D,C,C,D,D,D,D
598,A,A,B,A,A,B,A,A,C,C,A,B,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,C,C,A,B,B,B,B,B,B,B,D,B,B,D,D,D,D
599,D,B,C,D,C,D,C,A,D,D,B,D,B,A,D,B,A,A,A,A,C,B,C,C,B,C,B,A,D,B,B,C,B,A,D,B,A,A,A,A,B,D,B,C,C,B,B,C,B,B,C,B,C,D,C,B,D,D,D,D
600,C,B,B,C,A,C,B,B,C,B,B,C,A,A,C,A,A,A,A,A,B,C,B,B,A,B,C,B,B,B,B,C,A,A,C,A,A,A,A,A,A,C,B,C,D,C,A,B,C,B,B,A,A,D,A,B,D,D,D,C
601,B,D,C,A,A,B,C,B,C,C,A,B,D,B,C,A,A,A,A,A,D,A,D,B,C,C,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,C,C,D,D,A,B,C,B,D,D,D,D,D,C,C,D,D,D,D
602,C,C,C,C,B,C,D,C,D,D,A,D,C,A,D,C,A,A,C,B,B,B,B,A,A,B,B,B,D,C,A,C,B,A,B,B,C,A,D,A,B,B,B,B,B,B,B,A,C,B,B,B,B,,A,B,B,D,D,C
603,D,C,D,B,B,D,B,B,D,C,B,D,B,B,C,B,A,A,C,B,C,B,C,C,B,C,B,B,C,C,B,C,C,B,C,B,A,A,B,C,B,D,C,C,C,B,C,B,C,C,B,C,C,C,C,C,D,D,C,C
604,B,B,D,A,B,C,A,A,B,C,A,C,A,A,B,A,A,A,A,A,A,B,D,A,B,A,A,C,B,C,A,A,A,A,B,B,A,A,A,A,B,C,C,D,D,D,D,C,C,C,C,B,D,D,C,A,A,A,A,A
605,D,C,C,B,B,C,B,C,C,D,A,C,B,A,C,B,A,A,B,B,D,C,C,A,B,D,B,B,C,C,A,B,A,A,B,B,B,A,A,A,A,C,A,D,D,B,A,B,C,D,C,B,C,D,C,C,B,D,D,C
606,C,A,C,A,B,C,B,A,D,B,B,A,B,C,A,B,A,A,A,A,B,A,C,A,A,C,A,A,C,B,A,A,A,B,A,A,A,A,A,A,C,D,D,C,C,C,D,C,D,C,D,C,D,B,C,D,D,D,D,D
607,C,B,C,A,A,C,C,A,B,C,B,C,B,A,C,B,A,A,A,B,B,A,B,A,A,B,B,A,B,B,A,C,B,A,A,A,A,A,A,A,B,D,B,C,C,B,C,D,B,C,C,B,D,D,D,D,D,D,D,D
613,B,A,B,C,B,B,A,C,B,B,A,B,A,A,,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,B,B,C,B,C,B,D,B,B,D,D,D,D
614,C,A,B,D,D,C,B,B,C,D,C,A,B,A,C,C,A,A,B,B,D,B,B,B,B,C,C,B,B,C,C,C,B,A,B,B,B,B,A,A,D,D,D,B,B,D,A,B,C,C,A,C,B,A,B,A,C,C,C,C
615,C,C,B,C,B,D,C,B,C,C,C,D,C,C,B,C,B,C,B,A,B,B,B,B,B,B,A,B,C,B,B,C,B,B,B,B,A,B,B,A,C,D,C,D,D,D,C,D,D,C,C,D,C,C,C,D,C,D,D,D
616,A,B,B,B,B,C,B,B,C,C,B,B,B,B,C,B,C,A,B,B,A,B,B,B,B,B,B,B,B,B,A,A,C,A,B,B,C,A,D,B,B,C,B,C,C,D,B,C,D,D,C,D,C,D,C,C,D,D,D,D
617,B,B,B,B,B,D,D,B,D,D,A,D,C,C,D,D,A,D,C,D,B,B,A,B,A,C,C,C,D,C,A,C,C,B,C,C,A,D,C,D,B,C,B,B,B,B,B,C,B,C,B,B,B,B,B,C,D,C,C,D
618,B,C,C,D,D,C,D,C,D,D,C,D,D,C,C,C,C,B,B,C,B,B,B,D,D,B,C,D,C,D,D,C,B,C,D,B,D,A,B,B,B,C,D,C,D,B,D,B,C,B,D,B,B,C,B,C,B,C,D,D
619,C,A,C,C,B,C,A,C,C,C,B,C,B,A,C,C,D,B,B,C,D,B,B,B,B,B,A,A,C,A,B,B,C,A,A,A,D,B,A,A,A,D,B,D,C,C,A,C,B,C,B,D,C,B,B,C,B,D,C,D
620,C,C,D,C,B,C,D,C,C,D,C,C,B,C,D,C,A,B,C,B,C,C,C,B,A,C,C,D,C,C,B,C,B,A,C,D,B,B,C,B,C,C,D,C,C,B,B,C,D,C,B,B,C,D,C,C,D,D,D,D
621,B,A,B,C,B,D,C,B,A,C,B,D,B,A,C,B,A,A,C,B,B,B,A,C,C,D,B,B,A,C,C,B,D,B,A,B,D,A,B,D,B,D,D,D,D,D,D,C,D,B,A,A,B,D,C,B,D,D,D,C
622,A,B,C,B,C,B,B,B,C,C,B,D,B,C,A,B,C,C,B,D,C,B,B,C,C,D,B,B,C,B,D,A,C,B,C,B,C,B,C,B,C,B,C,A,B,D,D,A,B,C,C,A,B,B,C,D,B,D,B,C
623,C,B,B,D,C,C,B,B,C,C,C,B,D,B,C,A,C,D,B,B,A,A,B,C,B,C,B,A,C,C,B,C,C,B,B,A,C,C,A,A,A,D,A,C,C,A,D,D,C,C,C,C,C,D,D,D,D,D,D,D
624,B,A,D,C,B,C,B,A,B,C,B,C,B,B,B,A,A,D,B,A,B,A,C,B,B,B,B,A,B,B,B,B,B,B,C,A,A,C,A,A,A,D,B,C,C,C,D,D,D,C,C,C,C,C,D,D,D,C,D,D
625,B,C,D,D,D,C,B,B,B,C,B,B,C,C,B,B,C,B,C,C,B,B,D,C,C,B,A,B,B,A,B,A,A,A,A,A,A,A,A,C,B,C,C,D,D,C,C,C,D,B,D,B,D,D,B,B,C,C,B,C
626,B,C,B,B,A,B,B,C,B,C,A,C,A,A,C,C,A,A,C,C,A,B,A,A,A,A,A,B,A,C,A,B,B,A,B,A,A,A,D,B,D,C,B,C,D,C,D,C,D,C,D,C,D,C,D,C,D,D,D,D
627,C,B,D,D,D,D,C,C,D,D,D,D,D,D,B,B,B,D,B,A,B,B,C,D,D,B,B,B,C,B,D,B,D,B,B,B,D,D,A,A,B,C,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,D,D,D
628,C,B,C,C,C,D,B,C,C,C,C,C,C,B,C,A,A,C,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,C,C,B,C,C,C,C,C,B,C,B,B,D,D,C,C
629,B,B,B,C,D,B,B,A,B,D,D,D,D,C,D,B,C,A,D,D,,,A,D,A,D,C,B,B,C,B,C,A,C,B,C,B,A,C,B,D,D,D,D,C,C,D,C,C,D,D,D,D,C,C,D,C,D,D,C
630,D,B,D,D,D,D,B,A,D,B,D,B,C,C,B,A,D,D,B,B,D,B,D,D,D,D,B,A,D,B,D,B,C,C,B,A,D,D,B,B,D,B,B,B,B,B,B,B,C,C,B,B,B,B,B,B,B,A,A,D
631,B,C,A,C,B,B,C,C,B,C,C,B,A,A,B,B,B,C,B,C,B,B,B,B,C,B,B,A,B,A,B,B,B,A,B,A,B,C,A,C,C,C,D,B,B,C,C,D,B,C,C,B,C,D,B,B,B,C,B,B
632,B,C,C,D,B,C,C,A,B,D,B,A,C,B,C,B,A,A,C,B,B,C,C,B,C,A,C,B,C,A,B,C,D,C,B,A,B,B,C,B,D,B,C,B,B,C,B,A,D,B,C,B,D,B,C,C,A,D,B,C
633,B,C,B,C,C,D,D,D,D,C,C,D,C,C,C,D,A,C,C,A,B,D,B,C,C,D,C,D,C,C,C,C,C,A,D,D,A,B,C,A,B,C,B,B,B,C,C,C,D,C,C,C,C,D,C,C,C,C,D,D
634,D,D,D,D,D,D,D,D,C,B,D,C,D,B,A,C,D,D,D,D,,,A,A,A,A,A,A,A,A,A,A,B,D,B,C,C,B,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
635,C,B,C,D,A,C,C,B,D,C,B,C,D,C,A,B,A,A,A,A,C,B,C,C,A,C,B,B,D,B,B,B,C,A,A,B,A,A,A,B,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D
638,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,C,B,A,B,C,D,A,B,C,B,B,B,A,B,B,B,A,A,A,B,C,C,C,C,B,A,C,B,C,D,B,B,A,D,C,B,B,A,B,A,C,B,A,B
641,B,A,B,B,B,B,C,B,B,B,D,B,B,A,B,D,A,C,A,A,,,C,A,B,B,B,B,A,C,B,B,B,B,B,B,A,B,A,A,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C
642,B,A,C,D,D,D,A,A,C,B,C,D,C,A,A,B,A,C,C,C,B,C,B,A,C,D,D,D,A,A,C,B,C,D,C,A,A,B,A,C,C,C,B,A,B,B,A,A,A,A,A,B,A,A,A,C,B,A,A,A
643,C,A,D,C,C,D,C,A,D,C,C,C,C,C,C,C,A,D,C,D,C,A,B,B,B,C,B,A,C,B,B,B,C,C,B,B,A,B,B,C,A,B,A,B,B,A,B,B,A,C,B,B,B,A,B,A,C,C,C,C
644,D,C,D,C,C,D,C,C,D,D,B,C,C,B,C,C,A,A,A,B,D,B,D,C,B,D,B,B,C,C,B,B,B,A,C,B,A,B,B,A,B,D,C,C,C,B,C,C,D,D,C,C,C,C,C,C,D,C,D,C
645,B,C,A,C,C,B,B,C,B,D,C,B,B,A,B,C,A,C,A,B,A,C,B,B,B,A,B,C,B,B,C,B,B,A,B,B,B,A,A,B,D,C,D,D,D,C,B,C,C,C,C,D,D,D,D,D,C,D,D,C
646,D,A,D,D,A,C,B,C,B,D,B,C,D,C,A,B,C,B,A,B,D,B,D,C,A,C,A,B,B,D,A,D,D,D,A,C,D,B,A,A,B,B,B,C,A,C,D,C,D,D,D,D,D,C,D,D,D,D,D,D
647,C,A,C,B,B,C,A,B,D,B,B,C,C,C,B,B,C,A,B,A,A,B,B,A,B,B,A,A,B,A,B,B,B,C,B,A,B,A,B,A,B,C,A,B,B,B,B,C,D,C,B,C,B,C,B,B,C,D,D,D
648,D,B,D,D,C,D,A,A,D,C,B,B,C,A,B,C,B,D,C,C,B,A,D,B,D,D,C,D,A,A,D,C,B,B,C,A,B,C,B,D,B,D,B,C,C,B,A,B,B,A,D,D,B,A,B,A,D,B,B,A
655,C,B,D,C,A,C,B,B,C,D,B,C,B,C,C,B,C,D,D,C,B,C,C,B,A,B,B,A,B,C,B,C,B,B,C,A,D,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
658,D,B,C,B,A,D,C,C,D,C,C,D,B,B,C,C,C,A,D,D,C,B,B,A,A,C,B,B,C,C,A,D,A,B,C,C,D,A,C,C,B,D,B,D,C,B,C,D,D,C,C,C,B,C,C,A,D,D,D,C
660,D,C,D,D,D,C,B,C,B,C,C,B,C,B,C,C,D,D,,A,,,C,B,B,C,B,C,B,B,C,B,B,C,B,C,B,C,A,B,A,A,B,B,B,C,B,C,C,C,B,B,C,B,B,C,C,B,C,C
663,D,A,D,D,C,B,C,A,C,D,B,C,D,A,B,A,D,A,A,B,D,A,D,D,B,D,A,A,B,B,B,A,B,A,B,A,A,A,A,A,B,D,B,B,B,D,C,C,C,C,C,D,D,D,B,C,C,D,D,D
664,C,A,C,B,A,C,A,A,C,D,A,C,A,A,C,A,B,A,B,A,C,A,C,A,A,A,B,C,D,D,A,A,A,A,A,A,C,A,B,A,B,A,A,A,B,C,D,D,A,A,A,A,A,D,D,D,C,D,D,B
665,B,B,B,B,B,B,B,B,C,B,B,B,D,B,B,B,B,D,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
666,C,B,C,C,A,C,C,D,B,D,B,C,D,B,B,C,C,D,D,C,C,D,B,B,B,B,D,D,C,D,D,A,A,A,A,B,D,D,D,B,C,B,C,B,A,C,C,B,D,A,D,C,D,C,B,A,A,A,A,B
667,B,D,D,D,D,D,C,A,A,C,D,D,D,A,C,A,A,A,A,D,D,A,D,C,D,A,A,A,A,C,C,C,C,A,C,A,A,A,A,B,C,C,C,C,C,C,B,B,D,C,D,C,D,B,C,A,D,D,D,D
668,D,C,C,C,C,B,C,B,C,C,C,C,B,A,C,B,C,C,C,B,A,B,A,C,C,B,C,C,B,B,C,C,D,B,C,D,C,C,C,B,C,C,B,D,D,C,B,C,C,B,B,C,B,A,B,B,C,C,C,C
669,C,A,B,A,A,C,B,A,C,C,A,D,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,C,A,A,C,D,B,A,C,D,B,A,A,D,D,D,C
670,C,A,C,C,A,B,B,A,B,A,B,C,B,A,B,A,B,A,A,A,B,B,B,B,A,B,A,A,B,A,D,C,C,A,A,A,B,A,A,A,B,A,B,B,B,B,A,A,B,D,B,B,B,B,D,A,D,D,D,D
671,B,A,D,C,A,C,A,A,C,B,A,A,C,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,B,A,C,A,C,D,D,C,D,B,D,C,D,C,C,B,D,B,D,D,D,D
672,B,C,D,B,A,D,C,B,D,B,B,B,A,B,B,C,A,A,A,A,A,B,A,A,A,A,B,B,A,B,A,B,A,B,A,C,A,A,A,A,A,C,D,D,D,C,C,C,C,D,C,C,D,C,D,C,D,D,D,D
673,C,A,C,B,B,C,A,A,C,B,B,C,B,B,B,A,A,A,A,A,B,A,C,A,A,B,B,A,B,B,A,B,A,A,B,A,A,A,A,A,B,C,B,C,C,B,B,C,C,C,B,B,B,C,B,B,D,D,D,D
674,C,B,B,C,C,A,C,C,C,B,B,C,B,A,B,B,D,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,C,B,B,B,D,A,A,A,B,D,D,C,C,C,D,D,D,C,C,C,D,D,B,A,D,C,D,D
675,D,A,D,D,D,D,D,C,B,A,C,A,B,A,C,A,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,A,B,D,C,B,B,A,B,A,D,C,D,B,D,D,C,D,D,D,D,D,B,C,C,D
676,B,C,B,B,A,C,C,C,C,C,B,B,A,A,B,B,A,A,A,B,A,B,C,A,A,B,B,B,B,B,A,A,A,A,A,B,A,A,A,A,A,C,A,A,A,A,A,C,A,B,A,B,A,B,A,A,A,A,A,A
677,C,A,C,D,A,D,A,A,D,D,B,C,B,A,C,A,D,A,B,B,D,B,D,D,C,C,D,D,C,D,B,B,D,A,C,C,D,A,A,A,D,D,D,B,A,D,D,D,D,D,B,D,D,D,C,C,C,D,D,B
678,B,B,B,C,A,B,C,C,B,C,C,C,B,D,B,C,A,A,A,B,B,C,B,B,A,A,B,B,A,B,C,B,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,C,C,B,B,B,B,B,B,B,D,D,D,D
679,C,B,A,A,A,B,B,C,B,C,A,B,B,C,C,D,A,A,A,A,B,D,B,B,B,B,B,C,B,C,B,B,B,C,B,D,D,D,D,D,C,A,A,C,C,D,A,B,D,A,A,A,B,A,A,A,D,D,D,D
680,C,A,B,C,A,B,B,B,C,B,A,C,B,A,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,B,C,C,A,C,C,C,C,B,C,B,B,C,D,C,C,C,D,D,D
681,D,A,D,C,C,C,B,B,C,C,B,D,B,B,A,C,A,A,A,B,C,A,D,B,B,B,B,B,C,C,B,C,B,B,B,B,A,A,A,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
682,D,C,D,A,A,D,D,C,B,D,A,D,A,B,D,B,B,D,C,A,A,A,D,A,A,A,A,A,A,B,A,B,A,A,B,A,B,D,C,A,A,B,A,D,D,D,C,D,D,D,D,D,D,D,C,C,B,D,C,D
683,B,A,D,B,A,C,D,A,A,D,D,D,D,A,B,A,B,C,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,D,C,A,A,A,D,B,D,D,A,A,A,A,D,B,D,D,D,D,D
684,D,A,B,D,C,D,D,A,D,D,C,D,D,A,D,C,C,A,A,D,D,A,C,C,C,D,D,B,D,D,C,D,D,A,D,B,D,A,A,D,B,D,B,A,B,B,B,A,B,B,B,B,A,D,B,B,A,D,D,B
685,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
688,C,D,C,B,A,B,B,B,C,B,B,B,A,A,A,A,A,A,A,A,C,B,B,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,D,D,D
689,D,C,C,C,C,C,C,C,C,C,D,C,D,C,D,C,A,C,A,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,C,C,D,C,D,C,C,D,D,C,C,D,D,D,D
690,B,A,B,A,B,B,A,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,D,D,C
691,D,C,D,C,B,D,B,A,D,C,B,B,B,A,C,C,A,A,A,A,D,B,D,C,B,D,B,B,C,A,A,A,A,A,A,A,A,A,A,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
692,C,C,D,B,B,C,C,B,C,C,A,B,B,A,C,C,A,C,B,B,A,A,B,A,A,A,A,B,C,C,A,C,B,A,B,B,A,C,A,B,C,C,D,C,C,C,B,B,D,C,C,C,B,C,C,D,D,D,D,D
693,C,B,B,C,B,C,B,B,C,C,B,C,B,A,B,B,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,B,B,A,A,A,C,A,B,B,A,C,C,C,B,B,A,B,D,A,B,B,C,C,D
694,B,A,B,C,D,D,D,B,B,A,C,B,C,A,B,A,D,D,D,C,A,B,B,C,B,A,B,C,C,A,B,C,D,B,B,A,D,D,D,D,B,B,B,B,C,C,,B,B,A,C,A,B,A,B,A,D,D,D,D
695,B,C,D,B,B,D,D,C,C,D,D,D,D,B,D,D,C,B,C,D,B,B,D,C,B,D,D,C,C,D,B,D,C,A,D,D,B,A,C,C,B,B,A,B,B,A,B,B,B,B,B,A,A,D,B,B,B,C,B,C
696,C,B,D,A,A,C,C,B,B,C,A,D,A,B,A,B,A,A,B,B,B,B,,B,A,A,B,A,B,B,A,B,B,B,A,B,A,A,A,A,B,A,C,D,D,C,A,B,D,D,D,A,C,D,C,A,D,D,D,D
697,B,D,B,A,A,B,A,D,B,B,A,A,A,B,A,B,A,A,A,B,A,D,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,B,A,B,C,D,B,B,A,C,D,D,C,D,B,B,B,D,D,D,D
698,D,C,D,C,C,D,C,C,C,C,D,A,C,B,B,A,A,A,A,B,D,A,D,B,C,D,B,A,B,B,C,A,B,A,D,A,A,A,A,A,A,D,B,D,D,B,C,C,B,C,C,D,D,D,C,C,D,D,D,D
699,C,B,A,A,C,D,B,B,C,C,A,C,A,A,A,C,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,B,D,D,D,D
700,D,B,D,C,B,D,B,B,C,B,A,B,C,B,A,A,A,A,B,A,C,A,C,B,A,C,A,A,A,A,A,B,A,A,A,A,C,B,B,A,A,C,A,A,C,A,C,C,A,C,C,C,B,C,C,C,B,C,B,D
701,C,A,C,C,C,C,C,A,C,C,C,B,C,B,A,B,A,C,C,A,C,A,C,C,C,B,B,A,B,B,C,A,C,A,A,A,A,C,C,A,B,A,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,A
702,D,C,D,D,D,C,C,D,C,D,D,D,D,A,C,C,A,D,D,A,D,C,D,D,D,D,B,C,D,C,D,D,D,A,C,C,A,D,D,A,D,C,D,C,C,D,D,B,D,C,A,B,D,D,C,C,D,D,D,D
703,B,A,C,D,B,B,A,A,A,A,A,B,B,B,A,A,A,D,A,C,A,A,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,C,A,A,D,B,C,A,C,C,B,C,D,C,B,A,B,D,C,C,D,D,D,D
704,C,C,D,C,B,D,C,D,D,D,C,D,D,D,C,C,A,B,D,D,C,D,D,C,B,D,,B,C,D,C,D,C,D,C,D,B,B,B,D,C,B,D,C,B,D,C,D,D,D,D,D,D,D,D,C,D,D,D,D
705,C,B,C,A,A,C,A,B,C,C,A,A,C,A,A,C,A,A,A,A,B,B,C,A,A,B,A,B,B,B,A,B,B,A,B,B,A,A,A,A,B,B,B,C,C,B,B,B,C,B,C,B,C,C,B,B,C,D,D,D
706,B,C,B,A,A,B,C,C,B,C,B,A,A,A,B,B,A,A,A,A,A,B,C,A,A,A,B,B,A,B,A,B,A,B,B,B,A,A,A,A,B,A,C,C,B,B,A,A,C,A,A,A,B,A,A,A,D,D,D,B
707,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,A,B,A,A,B,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B,A,B,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,C,D,C,D,D
708,C,C,D,A,B,B,B,B,C,B,A,B,A,A,B,B,A,A,A,B,B,C,D,A,A,B,B,B,B,B,A,B,A,A,B,B,A,A,A,A,B,B,B,C,C,C,C,B,D,C,C,B,D,D,B,B,D,D,D,D
712,D,C,C,B,B,C,C,B,B,C,B,C,A,A,C,B,A,D,A,A,C,A,C,B,B,B,A,A,B,A,B,A,C,A,A,A,D,C,A,A,A,D,A,B,B,B,D,C,C,C,B,D,B,D,D,D,B,C,D,C
713,C,B,D,B,B,B,B,B,D,C,C,C,A,B,B,B,C,C,D,D,B,B,D,B,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
714,C,B,C,C,D,C,C,C,C,B,A,B,B,B,B,A,B,B,A,B,A,C,B,A,A,B,A,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,B,C,D,A,B,A,B,D,D,C,D,B,B,B,C,C,D,C
715,C,A,D,C,B,D,C,A,C,B,B,B,C,A,D,A,A,C,D,C,C,A,A,A,A,C,D,C,D,C,B,C,B,D,C,B,C,C,D,C,C,B,D,A,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
716,C,B,C,C,A,C,D,D,A,D,D,D,C,A,C,C,A,D,B,B,A,A,A,B,B,A,C,B,A,B,B,B,B,B,B,B,B,D,C,B,A,A,A,A,A,A,A,A,A,B,A,A,A,C,A,A,A,B,C,B
717,C,B,D,C,B,B,B,B,B,B,A,B,B,A,B,B,A,B,A,A,A,A,B,B,B,A,C,C,B,A,A,A,B,A,B,C,D,A,C,C,B,B,B,B,B,B,C,D,D,D,C,D,D,D,D,D,D,B,B,D
