,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75
354,C,B,C,B,C,C,C,C,C,C,C,C,A,A,A,A,B,C,C,B,D,A,D,D,D,D,D,D,A,D,D,D,A,D,C,B,D,B,B,A,C,D,A,A,A,,B,,,,E,A,A,A,D,D,D,C,A,A,C,D,B,A,A,B,B,B,A,A,A,A,A,D,A,A,A,B,C
356,B,A,B,D,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,D,A,D,A,C,A,A,D,B,C,C,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,,B,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,A,A,D,D,A,C
357,B,A,,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,B,B,B,C,B,B,B,A,A,A,A,B,B,C,F,C,D,B,A,A,A,E,E,E,E,,,,,E,C,A,C,E,C,C,C,D,D,D,D,D,D,D,A,A,C,B,C,F,E,E,E,E,E,D,D,D,C
358,A,,E,B,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,C,C,D,B,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,E,E,E,D,B,B,D,D,D,D,D,D,D,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
359,D,A,C,A,A,B,D,A,D,A,D,D,A,D,A,B,A,D,A,A,A,B,A,B,D,A,A,A,D,A,D,D,D,A,B,B,C,B,A,A,A,D,A,B,A,A,,,,E,A,A,B,B,D,C,D,D,A,B,C,A,C,A,B,B,A,B,B,A,E,A,B,A,C,B,A,C,C
360,C,A,C,B,D,D,D,B,D,D,D,D,B,D,B,D,D,D,D,D,A,D,A,B,A,B,A,A,D,B,D,B,C,B,F,C,E,B,B,B,C,E,E,E,E,,,,D,,C,A,E,E,A,A,C,B,A,A,C,D,B,A,A,A,A,B,C,F,A,E,E,E,E,D,D,B,A
361,D,A,B,A,D,B,D,B,D,D,B,D,A,B,B,B,D,D,D,A,A,C,B,C,A,C,A,A,D,B,D,B,C,A,B,A,B,B,B,A,A,D,A,A,A,,B,,,,D,A,B,A,D,B,B,B,A,C,A,A,A,A,B,B,B,B,B,D,D,A,C,A,C,B,C,A,A
362,B,A,A,A,D,D,D,C,D,D,D,B,C,C,C,C,C,C,C,C,B,B,C,B,C,B,B,C,C,D,D,A,D,D,C,A,A,A,A,A,B,D,E,E,E,,,,,E,E,A,D,A,A,B,C,A,A,A,A,B,C,C,A,A,B,B,B,F,A,E,C,A,B,C,C,A,C
363,D,A,E,A,A,C,D,B,D,A,A,B,D,C,D,D,B,A,A,A,A,C,A,A,C,A,A,B,B,B,B,B,B,A,B,A,C,B,B,B,A,C,A,C,A,,B,,,,B,A,A,D,C,B,B,D,A,A,C,B,B,A,A,B,B,A,A,D,E,B,B,C,C,B,C,B,C
364,B,A,C,A,C,A,D,C,D,D,D,C,B,C,A,B,C,B,A,A,A,B,A,C,C,C,B,A,B,B,C,B,B,A,B,A,B,B,A,B,B,D,A,A,A,A,,,,,A,A,C,A,D,A,B,C,A,B,B,A,B,A,B,A,A,B,B,A,D,A,B,B,B,B,B,C,C
365,B,A,C,B,D,D,D,D,D,D,D,D,A,D,A,D,D,D,B,A,A,C,A,C,B,C,B,A,A,D,D,C,A,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,B,D,A,A,D,A,D,A,A,A,C,B,C,F,E,E,E,E,E,D,D,B,C
367,D,B,C,A,C,B,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,C,B,D,D,C,A,D,B,B,B,B,A,A,D,A,D,A,,B,,D,,B,B,B,B,C,B,A,D,A,A,C,C,C,A,A,B,A,B,B,C,E,A,A,A,C,B,B,A,A
368,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,B,C,D,C,D,D,D,D,D,D,F,B,E,B,A,B,B,*,E,E,E,,,,,E,B,A,E,E,A,B,B,C,D,D,D,D,D,D,B,B,C,B,C,F,A,E,E,E,E,D,D,B,C
369,,,A,,D,D,D,C,D,B,D,B,B,B,C,D,C,D,B,B,B,B,B,B,B,B,B,B,D,A,B,B,A,A,D,A,B,B,B,,B,D,A,A,A,A,,,,,E,A,C,C,D,C,D,B,A,A,A,B,A,A,B,A,A,B,B,,,A,A,A,A,B,B,B,B
370,D,,A,C,D,A,D,B,B,B,B,D,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,D,A,C,A,A,B,B,B,B,B,C,C,A,A,A,,B,,,,B,A,B,B,C,B,B,A,B,A,B,C,C,B,B,B,A,B,B,C,D,D,C,B,C,B,B,B,B
371,B,,D,A,B,D,C,D,D,D,B,C,A,C,B,D,C,D,A,B,A,B,A,B,C,D,D,D,D,A,B,A,D,A,B,B,B,B,B,B,B,D,A,A,A,,,,D,,B,A,C,A,B,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,C,A,B,B,A,B,A,B,C
373,C,A,C,B,B,B,C,B,D,B,D,C,D,C,B,A,B,C,D,C,B,B,C,C,B,B,C,B,C,C,B,C,B,C,C,C,B,B,A,A,B,C,,D,C,,,,,E,A,C,A,B,B,C,B,C,B,D,C,C,C,C,A,A,C,B,C,B,C,D,C,B,A,B,C,C,B
374,A,A,E,A,D,D,D,D,D,D,D,D,A,C,A,C,A,C,A,A,B,B,D,B,C,A,A,A,B,B,D,B,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,D,A,D,D,D,D,D,D,D,D,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
375,A,A,C,A,D,D,D,D,D,D,D,D,A,C,A,C,D,C,A,B,B,C,B,C,A,B,A,A,D,A,D,A,D,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,B,C,A,A,B,A,B,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
376,A,A,A,A,B,C,D,B,D,A,D,D,A,C,A,C,C,A,A,A,A,B,A,B,A,A,A,A,C,C,D,C,D,A,C,A,A,B,A,A,B,D,A,A,A,,,,,E,A,A,D,A,D,A,A,A,A,D,A,A,D,A,A,A,A,A,B,A,A,A,A,A,A,B,C,A,C
377,B,A,D,B,D,C,D,C,D,D,D,C,B,C,A,C,C,C,B,B,A,C,A,C,A,C,A,A,A,C,D,D,C,A,B,A,C,A,A,A,A,D,A,A,A,,,,,E,D,A,C,C,B,B,B,C,A,A,B,C,A,A,A,B,A,B,B,A,C,B,B,B,C,A,A,C,A
378,D,A,C,C,C,B,C,B,D,B,D,D,B,B,B,C,D,C,B,B,A,A,A,A,A,A,A,A,C,C,D,C,C,B,B,A,C,B,A,A,A,D,A,A,A,,B,,,,A,B,B,B,C,A,B,C,A,A,D,A,A,A,A,B,A,B,A,C,D,A,A,B,B,A,A,B,C
379,D,A,A,A,D,A,D,D,D,D,D,D,B,A,D,A,D,B,B,A,B,A,D,B,D,D,D,D,D,A,D,A,B,A,B,A,C,B,B,B,A,D,B,D,D,,,,D,,A,A,C,D,C,B,B,A,C,B,B,D,A,B,A,B,C,A,B,D,B,A,C,A,D,B,A,C,B
380,A,A,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,B,B,B,B,B,C,A,B,B,B,D,D,F,C,E,B,B,B,D,E,E,E,E,,,,,,E,A,E,E,B,B,C,D,D,D,D,D,D,D,B,A,C,B,C,F,E,E,E,E,E,D,D,D,A
381,A,A,B,B,D,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,B,B,A,A,B,D,E,E,E,,,,,E,D,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,C,B,C,B,B,B,C,C,C,C
382,A,A,E,A,D,D,D,D,B,B,A,A,D,D,D,D,D,D,D,D,A,C,D,D,C,B,C,A,C,B,C,C,C,C,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,D,C,D,D,D,D,D,D,D,A,B,C,B,C,F,E,E,E,E,E,D,D,B,C
383,A,A,D,B,D,D,D,D,D,D,D,D,A,D,A,C,A,D,A,A,A,D,A,D,A,D,A,A,B,B,C,B,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,E,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
384,D,A,C,A,A,B,D,A,D,A,D,D,A,B,A,A,B,A,A,B,A,B,A,B,A,B,A,A,D,A,D,A,A,A,B,A,C,B,A,A,A,D,A,A,A,,B,,,,A,A,B,C,C,B,B,A,A,D,C,B,C,D,A,B,A,B,B,B,D,A,A,A,A,B,C,B,A
385,B,B,C,D,D,D,D,D,D,C,C,C,C,C,D,C,D,D,C,C,C,D,D,D,D,D,D,C,D,C,C,C,C,C,D,B,D,B,A,B,C,C,C,D,D,,,,D,,C,D,D,E,C,C,D,D,D,C,C,C,D,D,B,B,B,B,C,D,C,E,E,D,D,D,D,C,C
386,A,A,E,B,D,D,D,D,D,D,D,D,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,B,B,C,B,C,F,E,E,E,E,E,D,D,D,C
387,D,A,B,D,A,C,D,B,D,B,D,D,A,D,A,C,A,B,A,A,A,C,A,C,A,C,A,A,B,B,D,C,C,C,B,A,A,B,B,A,C,A,B,B,A,A,B,,,,A,A,B,A,B,A,C,B,B,A,A,B,C,C,B,B,A,B,A,C,C,D,D,B,B,A,C,A,C
390,D,A,A,A,A,B,D,B,D,B,D,D,A,B,D,B,D,B,D,D,D,D,D,D,D,D,D,D,,B,C,A,D,D,D,B,C,B,B,B,A,D,B,D,B,,B,,,,A,C,B,C,A,C,A,C,B,A,C,A,B,C,B,A,B,B,A,C,A,C,B,D,B,A,C,B,A
391,A,A,E,A,D,D,D,C,D,D,D,B,B,D,A,C,D,D,D,B,B,C,B,C,B,D,B,B,D,C,C,A,C,A,B,A,B,B,B,A,A,D,A,A,A,,,,,E,E,A,B,A,A,B,A,D,A,B,B,A,A,D,A,A,A,B,B,D,E,A,B,B,B,A,A,A,A
393,D,A,C,B,B,B,D,B,B,B,D,B,A,B,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,C,D,C,C,B,B,B,C,B,A,A,A,D,A,B,A,,B,C,,,C,A,B,C,C,B,B,B,A,B,B,B,B,B,B,B,B,B,B,D,D,A,B,A,B,B,B,B,A
394,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,D,D,D,B,D,A,D,A,D,D,A,D,C,B,B,B,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,A,A,C,A,C,F,E,E,E,E,E,D,D,D,C
395,C,C,B,B,D,B,D,C,D,D,D,D,D,C,A,D,D,D,D,A,D,B,A,B,D,B,D,A,,,,,B,A,B,A,B,B,B,B,A,D,A,A,A,A,,,,E,A,A,C,A,A,A,C,D,A,A,A,A,A,,A,A,,B,B,B,C,B,B,A,B,C,C,D,C
396,D,A,B,C,B,B,D,C,D,C,C,D,A,C,A,C,D,D,A,A,A,B,A,B,A,B,A,A,B,B,C,B,C,A,C,A,C,B,A,A,A,D,A,A,A,,B,,,,A,A,C,C,B,B,B,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,C,A,A,A
397,B,C,A,C,B,C,D,A,B,A,C,C,A,C,C,A,C,C,C,C,A,A,A,B,B,C,C,A,A,C,D,B,C,C,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,A,E,A,A,A,D,B,D,A,A,A,A,A,B,B,B,C,D,E,D,B,C,D,D,D,C,C
398,D,A,A,B,D,D,D,D,D,D,D,D,A,C,A,A,A,A,A,A,B,B,B,B,B,B,B,B,D,A,C,A,A,A,B,A,A,A,A,A,A,B,A,C,A,A,,,,,C,A,A,B,B,A,C,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,C,A,A,C,C,A,A
399,D,A,D,B,B,B,D,C,B,D,B,B,A,B,A,C,A,B,A,A,A,B,A,C,B,B,A,A,C,B,C,A,A,B,D,B,D,B,B,A,C,B,A,A,A,,,,D,,C,A,A,B,D,A,A,B,C,D,D,D,D,D,B,B,A,B,A,D,E,A,A,B,A,B,B,C,C
400,D,A,A,B,C,A,D,A,D,A,D,D,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,D,B,D,B,D,B,D,A,B,B,B,B,A,D,A,A,A,A,B,,,,A,A,A,C,C,A,D,A,A,A,A,A,A,A,B,A,A,B,B,C,C,A,A,A,A,A,C,D,A
402,D,A,B,A,C,A,D,B,D,C,D,D,D,B,D,C,B,B,D,D,B,A,B,A,A,A,B,B,A,D,D,D,C,B,B,A,A,B,A,B,A,D,A,A,A,A,,,,,A,A,D,A,D,A,A,B,A,A,B,A,D,D,A,A,A,B,B,A,B,A,A,A,A,A,A,A,C
403,C,A,D,A,B,C,C,C,D,C,C,C,C,C,B,C,D,D,C,C,B,C,A,C,B,C,B,B,C,B,D,C,C,B,B,A,C,B,B,A,A,D,A,A,A,A,,,,,A,A,B,D,C,C,C,C,A,A,C,B,B,A,A,B,A,B,B,D,D,A,A,B,B,C,C,B,A
404,B,A,D,A,D,C,D,D,D,D,D,D,A,A,A,D,A,A,A,A,,,B,B,C,A,A,B,B,C,D,D,C,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,A,D,A,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,C
406,A,B,A,D,D,B,D,D,D,C,D,D,D,C,D,C,D,C,D,D,D,B,D,B,,C,D,C,D,D,D,C,D,B,F,C,E,B,B,B,D,C,D,B,E,,,C,,,A,A,E,E,C,,A,D,C,D,D,D,D,D,A,B,C,,B,D,E,D,E,E,E,D,D,C,C
407,A,,D,D,D,D,D,D,D,D,D,D,B,D,B,C,C,D,B,A,C,C,A,C,B,C,C,A,A,B,C,B,B,B,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,A,D,D,D,D,D,D,D,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
408,A,A,D,B,D,D,D,D,D,D,D,D,B,B,B,B,D,D,B,B,A,C,A,B,B,B,D,B,A,D,D,D,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,E,E,D,D,D,D,A,A,D,D,A,A,A,A,C,B,C,F,A,E,E,E,E,D,,B,A
409,A,,D,B,D,B,D,D,D,D,D,A,B,D,D,B,D,B,D,B,B,A,A,B,B,C,A,A,D,B,C,A,D,B,C,C,C,B,B,B,B,D,A,A,A,,,,,E,A,A,D,B,D,A,A,D,A,B,A,A,A,B,B,A,B,B,B,,E,A,A,A,A,C,C,A,B
410,B,A,D,A,D,D,D,D,D,D,D,D,B,C,B,A,D,B,B,A,A,B,A,C,B,C,A,A,D,B,D,C,B,A,B,A,C,B,B,B,C,E,A,A,A,,,,,E,A,A,B,C,D,A,C,D,A,A,B,B,B,A,B,B,A,B,B,,E,A,A,A,A,C,C,A,B
411,A,A,B,A,B,C,B,B,D,C,D,C,A,C,A,C,D,C,D,A,A,B,A,B,B,C,A,A,D,A,C,A,C,C,C,A,C,B,B,B,C,D,A,A,A,,,C,,,B,A,D,B,C,B,B,C,A,C,A,B,C,D,A,A,A,A,B,A,A,A,A,A,A,C,A,A,C
412,D,B,C,A,B,C,D,C,D,A,D,D,B,C,B,C,D,B,D,C,A,A,A,A,A,A,C,A,C,B,D,A,A,A,C,A,B,B,A,A,A,D,A,A,A,,,,,E,A,A,C,B,B,B,C,D,A,A,D,A,A,A,A,A,A,B,B,A,C,A,A,A,B,B,A,B,C
414,A,A,D,D,A,A,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,B,B,B,B,D,A,A,E,,,,,E,E,A,D,E,D,A,A,D,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,C
415,A,A,C,B,A,B,D,B,D,A,D,A,A,B,C,B,D,B,D,D,A,A,B,B,C,B,B,A,B,C,C,B,A,A,B,A,C,B,A,A,D,D,A,A,A,,B,,,,A,A,C,A,B,A,A,B,D,C,C,B,C,C,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A
417,A,A,B,B,D,D,D,D,D,D,D,D,A,C,A,C,A,C,A,A,A,A,A,B,A,B,A,A,B,C,C,D,A,A,F,C,E,B,B,B,D,E,E,E,,A,,,D,E,C,A,E,E,A,A,C,B,A,B,B,B,B,B,B,A,C,B,C,F,A,E,E,E,E,D,D,C,C
418,B,A,E,D,D,D,D,D,D,D,D,D,A,D,A,D,D,D,A,B,A,B,A,B,A,B,A,A,B,D,D,D,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,D,A,A,D,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
419,D,A,D,A,D,A,D,B,D,D,D,D,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,A,B,C,D,C,B,A,B,A,C,B,A,A,A,C,A,D,A,,,C,,,C,A,A,B,D,D,A,D,D,D,D,D,D,D,B,B,A,B,B,C,C,A,C,B,C,B,B,A,C
420,D,A,C,B,C,B,D,B,D,B,D,D,A,B,A,C,A,B,A,A,A,C,A,B,A,B,A,A,C,B,D,C,C,A,C,A,B,B,A,A,A,D,A,A,A,,B,C,,,A,A,B,B,B,B,D,B,A,A,A,A,A,A,A,B,A,B,B,B,C,A,A,A,A,A,C,A,C
421,D,C,B,B,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,D,B,D,B,D,D,D,D,C,A,C,A,A,B,B,B,A,C,A,A,A,A,,,D,,A,A,D,A,A,A,C,B,A,A,A,A,A,A,A,A,B,B,B,A,A,E,C,A,A,C,C,C,A
422,A,A,E,B,D,D,D,D,D,D,D,D,B,C,B,C,C,C,B,B,B,B,B,B,B,B,B,B,B,D,D,D,A,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,D,A,D,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
423,D,A,A,A,D,A,D,A,D,A,D,D,A,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,A,C,A,D,B,A,B,A,D,A,A,A,A,,,D,E,A,A,,D,A,A,C,C,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,C,A
424,C,B,E,B,D,B,D,B,D,B,D,D,A,D,B,D,B,D,A,B,A,A,A,C,B,C,B,A,D,A,B,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,C,D,A,A,D,D,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
425,B,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,C,C,D,B,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,E,E,A,A,D,C,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
426,D,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,A,C,A,D,D,B,B,B,B,B,B,A,A,A,A,A,A,,,,,A,C,A,B,A,C,B,A,C,B,A,B,B,A,B,A,B,A,A,B,A,B,A,B,A,C,A,B,C
427,C,,A,A,D,D,D,D,D,D,D,D,A,A,A,D,A,A,A,A,A,B,A,B,A,C,A,A,B,C,C,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,B,A,E,E,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,A
428,B,A,A,A,D,D,D,D,D,D,D,D,A,B,A,B,A,B,A,A,A,B,A,C,A,C,A,A,C,A,D,A,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
429,,A,D,B,B,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,B,B,D,C,D,D,,B,D,B,A,B,A,D,A,A,A,,B,,,,,A,A,A,C,B,C,D,A,C,B,A,D,A,A,B,A,B,A,D,E,A,A,A,D,A,A,A,C
430,D,A,B,B,D,A,D,B,D,B,D,D,C,C,B,C,B,C,D,B,A,A,A,A,A,B,A,A,D,B,D,B,C,A,B,B,B,B,B,B,A,B,A,B,A,,B,,,,B,A,B,B,C,A,B,B,B,B,C,B,B,A,B,B,B,B,A,E,C,A,C,A,B,C,C,A,C
431,A,A,A,B,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,D,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,B,,,,C,B,A,C,B,C,A,D,C,B,C,B,B,B,B,A,B,B,C,D,C,E,E,D,C,C,B,C,B
432,B,A,C,B,D,B,D,B,D,D,D,D,A,A,A,A,D,D,A,A,A,A,B,A,A,B,A,A,A,B,D,D,B,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,,E,A,E,E,B,A,B,C,A,A,A,B,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,D,A
433,A,A,D,B,D,D,D,D,D,D,D,D,A,D,D,D,A,D,A,A,A,A,A,C,A,B,A,A,C,A,D,A,B,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,B,D,D,A,B,B,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
434,C,A,D,B,D,D,D,D,D,D,D,D,A,D,A,D,C,D,A,A,A,C,A,D,A,C,A,A,C,C,D,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,B,A,E,E,A,C,C,D,A,A,D,C,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
435,A,A,A,B,D,D,D,D,D,D,D,D,B,B,B,B,C,C,B,B,B,C,A,C,A,C,A,A,D,A,C,A,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,,A,A,E,E,D,A,D,A,A,A,A,A,D,A,A,A,C,B,C,F,E,E,E,E,E,D,D,C,A
436,B,A,D,B,D,D,D,D,D,D,D,D,B,C,B,C,C,C,B,B,B,C,A,C,A,C,A,A,B,C,D,D,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
437,C,A,D,C,D,D,D,D,D,D,D,D,B,C,A,D,B,B,B,B,A,B,A,C,B,B,B,B,C,B,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,D,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,C,C
438,A,A,D,A,D,D,D,D,D,D,D,D,A,B,A,B,A,B,A,A,A,D,A,D,A,D,A,A,A,C,D,C,A,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,,B,A,E,E,B,D,C,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,A
439,A,A,D,A,D,D,D,D,D,D,D,D,C,B,C,B,D,C,D,D,A,C,A,A,A,A,A,A,B,B,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,D,A,A,D,D,A,A,B,A,C,B,C,F,E,E,E,E,E,D,D,C,C
440,A,A,D,B,D,D,D,D,D,D,D,D,B,B,B,B,C,C,C,C,B,B,B,B,B,B,B,B,B,C,C,C,C,B,F,C,E,B,A,B,D,E,E,E,E,A,,,D,E,D,A,E,E,A,B,C,D,A,A,A,A,A,B,B,A,B,B,B,F,A,E,E,E,E,D,D,B,A
441,C,A,D,C,D,D,D,D,D,D,D,D,A,D,B,D,A,D,A,B,A,A,A,B,A,B,A,A,C,B,C,B,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,D,,A,A,E,E,A,C,C,D,A,B,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
442,B,B,D,A,D,D,D,D,D,D,D,D,B,C,B,C,C,C,B,B,B,C,B,B,C,C,B,B,C,B,C,C,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,C,D,D,D,A,A,A,A,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,C,C
443,A,A,E,B,D,D,D,D,D,D,D,D,A,C,A,B,D,C,B,A,A,B,A,C,B,C,A,B,D,B,C,C,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
444,D,A,A,B,D,A,D,B,D,D,D,D,B,D,A,B,A,D,A,A,A,A,A,C,A,B,A,A,D,A,B,A,C,A,D,A,B,B,A,B,A,D,A,A,A,A,,,D,,A,A,D,A,B,A,D,A,A,A,A,D,A,A,A,A,A,B,B,A,C,A,A,A,A,C,C,D,A
445,D,A,C,B,D,B,D,D,D,D,D,D,B,D,B,D,C,D,B,B,A,A,A,B,A,C,A,A,C,C,D,C,C,B,C,A,A,A,A,B,C,D,A,B,A,A,,,,E,A,A,D,A,A,B,C,B,B,C,B,A,A,A,B,A,B,B,B,B,B,B,C,A,A,C,C,C,A
446,B,C,D,A,D,B,D,B,D,B,D,D,D,C,A,B,D,B,D,A,D,A,B,A,D,A,D,B,C,B,C,B,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,D,E,A,A,E,E,B,A,D,D,A,A,A,B,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,A
447,A,A,D,D,D,D,D,D,D,D,D,D,D,A,C,B,D,C,D,D,D,B,B,B,C,C,C,B,D,B,D,C,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,C,A,E,E,A,A,D,D,A,A,A,B,B,A,A,A,A,B,C,F,E,E,E,E,E,D,D,C,C
448,B,A,D,B,D,D,D,D,D,D,D,D,B,D,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,D,C,B,B,F,C,E,B,B,B,D,E,E,E,E,A,,,D,,A,A,E,E,B,C,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
449,C,A,C,A,D,B,D,D,D,D,D,D,A,D,A,C,A,D,A,A,C,B,C,C,C,C,C,C,C,B,D,B,B,A,F,C,E,B,B,B,D,E,E,E,E,A,,,D,E,A,A,E,E,B,A,D,C,A,A,A,A,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,D,C
450,A,A,E,D,D,D,D,D,D,D,D,D,A,D,A,D,C,A,D,D,A,A,A,A,A,A,A,A,D,B,D,B,D,B,F,C,E,B,B,B,D,E,E,E,E,A,,,,,A,A,E,E,B,B,D,D,D,A,A,A,B,D,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
