"n_participante","condicion","escala","duraciones","r_correctas","respuestas","r_corr_b","rt"
2,"Aleatoria","A",1063,"l","s",0,0.803540945
2,"Aleatoria","A",875,"l, s","s",0,0.620798111
2,"Aleatoria","A",1000,"l","s",0,1.019597054
2,"Aleatoria","A",687,"s","s",1,1.468839884
2,"Aleatoria","A",625,"s","l",0,0.486299038
2,"Aleatoria","A",875,"l, s","s",0,1.335520983
2,"Aleatoria","A",938,"l","l",1,2.485563993
2,"Aleatoria","A",1125,"l","l",1,0.387477875
2,"Aleatoria","A",812,"s","l",0,1.701781988
2,"Aleatoria","A",1063,"l","l",1,1.469353914
2,"Aleatoria","A",750,"s","s",1,1.936691046
2,"Aleatoria","A",687,"s","s",1,1.036172152
2,"Aleatoria","A",1000,"l","l",1,1.802586079
2,"Aleatoria","A",625,"s","s",1,0.535038948
2,"Aleatoria","A",1000,"l","s",0,1.202701807
2,"Aleatoria","A",687,"s","s",1,1.653204918
2,"Aleatoria","A",875,"l, s","l",0,0.419239044
2,"Aleatoria","A",625,"s","s",1,0.669359922
2,"Aleatoria","A",875,"l, s","l",0,1.919267893
2,"Aleatoria","A",1063,"l","l",1,1.086611986
2,"Aleatoria","A",938,"l","s",0,1.585958958
2,"Aleatoria","A",812,"s","l",0,0.737062931
2,"Aleatoria","A",938,"l","s",0,1.319010019
2,"Aleatoria","A",750,"s","s",1,0.786411047
2,"Aleatoria","A",1125,"l","s",0,1.30268693
2,"Aleatoria","A",1063,"l","l",1,0.303134918
2,"Aleatoria","A",625,"s","l",0,0.819234848
2,"Aleatoria","A",875,"l, s","l",0,0.520115852
2,"Aleatoria","A",1000,"l","s",0,1.920428991
2,"Aleatoria","A",750,"s","s",1,1.337264061
2,"Aleatoria","A",750,"s","s",1,1.636153936
2,"Aleatoria","A",1125,"l","l",1,0.452254057
2,"Aleatoria","A",938,"l","s",0,1.419667006
2,"Aleatoria","A",1125,"l","l",1,0.403203964
2,"Aleatoria","A",812,"s","s",1,1.419061899
2,"Aleatoria","A",812,"s","s",1,1.0189569
2,"Aleatoria","A",1063,"l","l",1,1.003060818
2,"Aleatoria","A",687,"s","s",1,1.050342083
2,"Aleatoria","B",675,"l","l",1,0.301127911
2,"Aleatoria","B",375,"s","s",1,0.267967939
2,"Aleatoria","B",412,"s","s",1,0.867946863
2,"Aleatoria","B",638,"l","l",1,0.367815018
2,"Aleatoria","B",675,"l","l",1,0.385794163
2,"Aleatoria","B",525,"l, s","s",0,2.152992964
2,"Aleatoria","B",450,"s","s",1,0.736235142
2,"Aleatoria","B",563,"l","l",1,0.635267973
2,"Aleatoria","B",525,"l, s","s",0,1.101998091
2,"Aleatoria","B",675,"l","l",1,1.135491133
2,"Aleatoria","B",487,"s","s",1,0.652326107
2,"Aleatoria","B",563,"l","s",0,2.067943096
2,"Aleatoria","B",600,"l","l",1,0.833910942
2,"Aleatoria","B",375,"s","s",1,0.801149845
2,"Aleatoria","B",487,"s","s",1,1.584736109
2,"Aleatoria","B",525,"l, s","l",0,0.768821001
2,"Aleatoria","B",450,"s","s",1,1.334676027
2,"Aleatoria","B",412,"s","s",1,0.468220949
2,"Aleatoria","B",563,"l","l",1,0.318272114
2,"Aleatoria","B",638,"l","l",1,2.00189209
2,"Aleatoria","B",375,"s","s",1,0.752187014
2,"Aleatoria","B",638,"l","l",1,0.436094999
2,"Aleatoria","B",450,"s","s",1,1.568003893
2,"Aleatoria","B",600,"l","s",0,2.950071096
2,"Aleatoria","B",412,"s","s",1,1.552006006
2,"Aleatoria","B",600,"l","s",0,1.768228054
2,"Aleatoria","B",487,"s","s",1,0.701598883
2,"Aleatoria","B",450,"s","s",1,1.518293858
2,"Aleatoria","B",600,"l","l",1,0.58493495
2,"Aleatoria","B",375,"s","s",1,1.484519005
2,"Aleatoria","B",412,"s","s",1,1.051974058
2,"Aleatoria","B",450,"s","s",1,0.635339975
2,"Aleatoria","B",600,"l","l",1,0.769361973
2,"Aleatoria","B",375,"s","s",1,0.61894393
2,"Aleatoria","B",638,"l","l",1,0.868801117
2,"Aleatoria","B",525,"l, s","s",0,1.884639978
2,"Aleatoria","B",487,"s","s",1,1.618633986
2,"Aleatoria","B",450,"s","s",1,0.68464303
2,"Aleatoria","B",675,"l","l",1,0.234709978
2,"Aleatoria","B",525,"l, s","s",0,1.553436041
2,"Aleatoria","B",675,"l","l",1,0.65239501
2,"Aleatoria","B",487,"s","s",1,0.819209099
2,"Aleatoria","B",563,"l","l",1,0.717600107
2,"Aleatoria","B",638,"l","s",0,1.134806156
2,"Aleatoria","B",487,"s","s",1,1.585296869
2,"Aleatoria","B",412,"s","s",1,1.002545834
2,"Aleatoria","B",638,"l","l",1,0.734957933
2,"Aleatoria","B",675,"l","s",0,1.801552057
2,"Aleatoria","B",375,"s","s",1,1.235697031
2,"Aleatoria","B",563,"l","s",0,2.585247993
2,"Aleatoria","B",412,"s","s",1,1.668793917
2,"Aleatoria","B",563,"l","l",1,0.351172924
2,"Aleatoria","B",525,"l, s","s",0,0.701042175
2,"Aleatoria","B",600,"l","s",0,0.718580961
2,"Aleatoria","B",600,"l","s",0,1.451390028
2,"Aleatoria","B",487,"s","s",1,1.552063942
2,"Aleatoria","B",525,"l, s","l",0,0.335299969
2,"Aleatoria","B",375,"s","s",1,0.351858139
2,"Aleatoria","B",487,"s","s",1,0.685470104
2,"Aleatoria","B",375,"s","s",1,0.351168156
2,"Aleatoria","B",638,"l","l",1,0.518168926
2,"Aleatoria","B",487,"s","s",1,0.985460043
2,"Aleatoria","B",375,"s","s",1,0.50169301
2,"Aleatoria","B",450,"s","l",0,1.41818285
2,"Aleatoria","B",412,"s","s",1,0.652186871
2,"Aleatoria","B",525,"l, s","s",0,1.468425989
2,"Aleatoria","B",525,"l, s","s",0,1.052368164
2,"Aleatoria","B",638,"l","l",1,0.635107994
2,"Aleatoria","B",450,"s","s",1,0.802949905
2,"Aleatoria","B",563,"l","s",0,1.702131987
2,"Aleatoria","B",450,"s","s",1,0.91939187
2,"Aleatoria","B",563,"l","s",0,1.401525974
2,"Aleatoria","B",675,"l","l",1,0.784255981
2,"Aleatoria","B",412,"s","s",1,0.835329056
2,"Aleatoria","B",563,"l","s",0,1.368386984
2,"Aleatoria","B",412,"s","s",1,0.66820693
2,"Aleatoria","B",600,"l","l",1,0.834939957
2,"Aleatoria","B",600,"l","s",0,1.136162043
2,"Aleatoria","B",675,"l","l",1,0.73457098
2,"Aleatoria","B",675,"l","l",1,1.485313892
2,"Aleatoria","B",638,"l","s",0,2.701997042
2,"Aleatoria","B",525,"l, s","s",0,0.818756104
2,"Aleatoria","B",638,"l","l",1,0.936022997
2,"Aleatoria","B",375,"s","s",1,1.918867111
2,"Aleatoria","B",600,"l","l",1,2.601952791
2,"Aleatoria","B",600,"l","s",0,0.885188818
2,"Aleatoria","B",638,"l","l",1,0.484627962
2,"Aleatoria","B",412,"s","s",1,0.535372972
2,"Aleatoria","B",412,"s","s",1,1.201709032
2,"Aleatoria","B",563,"l","s",0,1.41897893
2,"Aleatoria","B",412,"s","s",1,0.603043079
2,"Aleatoria","B",675,"l","l",1,0.468997955
2,"Aleatoria","B",450,"s","s",1,0.934825182
2,"Aleatoria","B",375,"s","s",1,0.719060898
2,"Aleatoria","B",525,"l, s","s",0,1.552935123
2,"Aleatoria","B",450,"s","s",1,1.685416222
2,"Aleatoria","B",487,"s","s",1,1.168660164
2,"Aleatoria","B",525,"l, s","s",0,1.668239117
2,"Aleatoria","B",675,"l","l",1,0.301675081
2,"Aleatoria","B",675,"l","l",1,0.819256067
2,"Aleatoria","B",638,"l","l",1,0.785120964
2,"Aleatoria","B",563,"l","s",0,1.835886955
2,"Aleatoria","B",487,"s","s",1,1.319139004
2,"Aleatoria","B",487,"s","s",1,1.435573101
2,"Aleatoria","B",450,"s","s",1,0.95176506
2,"Aleatoria","B",563,"l","l",1,1.752630949
2,"Aleatoria","B",600,"l","s",0,1.085477114
2,"Aleatoria","B",375,"s","s",1,0.585027933
2,"Aleatoria","B",487,"s","s",1,1.436144829
2,"Aleatoria","B",563,"l","s",0,0.71782589
2,"Aleatoria","B",638,"l","l",1,1.535587072
2,"Aleatoria","B",675,"l","l",1,0.602217913
2,"Aleatoria","B",600,"l","l",1,0.40117383
2,"Aleatoria","B",487,"s","s",1,1.485418081
2,"Aleatoria","B",450,"s","s",1,0.952192068
2,"Aleatoria","B",675,"l","s",0,1.901705027
2,"Aleatoria","B",412,"s","s",1,0.735677004
2,"Aleatoria","B",450,"s","l",0,3.052459955
2,"Aleatoria","B",450,"s","s",1,1.068877935
2,"Aleatoria","B",638,"l","s",0,1.20230484
2,"Aleatoria","B",412,"s","s",1,1.21856904
2,"Aleatoria","B",563,"l","s",0,2.585108042
2,"Aleatoria","B",525,"l, s","s",0,2.002062082
2,"Aleatoria","B",487,"s","s",1,1.719260931
2,"Aleatoria","B",525,"l, s","l",0,1.734654903
2,"Aleatoria","B",375,"s","s",1,0.969310045
2,"Aleatoria","B",525,"l, s","s",0,1.568468094
2,"Aleatoria","B",600,"l","s",0,1.285475969
2,"Aleatoria","B",375,"s","s",1,0.868940115
2,"Aleatoria","B",675,"l","l",1,1.666712046
2,"Aleatoria","B",600,"l","s",0,2.417673111
2,"Aleatoria","B",375,"s","s",1,0.485275984
2,"Aleatoria","B",563,"l","s",0,1.635812998
2,"Aleatoria","B",412,"s","l",0,1.969211102
2,"Aleatoria","B",638,"l","s",0,1.384320021
2,"Aleatoria","B",563,"l","l",1,0.98515296
2,"Aleatoria","B",450,"s","s",1,0.902915955
2,"Aleatoria","B",487,"s","s",1,1.551634789
2,"Aleatoria","B",638,"l","l",1,1.002573013
2,"Aleatoria","B",638,"l","l",1,0.684841871
2,"Aleatoria","B",600,"l","s",0,1.451900959
2,"Aleatoria","B",450,"s","s",1,3.435614109
2,"Aleatoria","B",412,"s","l",0,2.151975155
2,"Aleatoria","B",675,"l","l",1,1.402414083
2,"Aleatoria","B",563,"l","s",0,2.13579607
2,"Aleatoria","B",375,"s","s",1,1.451888084
2,"Aleatoria","B",412,"s","s",1,2.301872969
2,"Aleatoria","B",487,"s","s",1,0.75205493
2,"Aleatoria","B",525,"l, s","l",0,1.568913937
2,"Aleatoria","B",412,"s","s",1,2.034965992
2,"Aleatoria","B",563,"l","l",1,0.851987123
2,"Aleatoria","B",487,"s","s",1,1.050143003
2,"Aleatoria","B",450,"s","s",1,1.267534971
2,"Aleatoria","B",525,"l, s","l",0,0.835653067
2,"Aleatoria","B",375,"s","s",1,0.518447876
2,"Aleatoria","B",675,"l","l",1,0.801621914
2,"Aleatoria","B",375,"s","s",1,0.535317898
2,"Aleatoria","B",600,"l","s",0,1.568302155
2,"Aleatoria","B",525,"l, s","s",0,1.034672022
2,"Aleatoria","B",675,"l","l",1,0.73449707
2,"Aleatoria","B",638,"l","s",0,1.35104394
2,"Aleatoria","B",600,"l","s",0,1.552091122
2,"Aleatoria","B",412,"s","l",0,1.567895889
2,"Aleatoria","B",675,"l","l",1,0.684744835
2,"Aleatoria","B",450,"s","s",1,1.618479013
2,"Aleatoria","B",375,"s","s",1,1.219470024
2,"Aleatoria","B",563,"l","l",1,0.951697826
2,"Aleatoria","B",638,"l","l",1,0.602035999
2,"Aleatoria","B",525,"l, s","s",0,1.48555398
2,"Aleatoria","B",600,"l","l",1,0.617586136
2,"Aleatoria","B",375,"s","s",1,0.484941006
2,"Aleatoria","B",412,"s","s",1,1.036235094
2,"Aleatoria","B",600,"l","l",1,0.852172136
2,"Aleatoria","B",675,"l","l",1,0.451923847
2,"Aleatoria","B",675,"l","l",1,0.619402885
2,"Aleatoria","B",525,"l, s","s",0,0.835447073
2,"Aleatoria","B",563,"l","l",1,0.719030142
2,"Aleatoria","B",375,"s","s",1,0.700150013
2,"Aleatoria","B",600,"l","s",0,1.968660116
2,"Aleatoria","B",487,"s","s",1,0.852257013
2,"Aleatoria","B",487,"s","s",1,1.501711845
2,"Aleatoria","B",638,"l","l",1,1.667529106
2,"Aleatoria","B",450,"s","s",1,0.568728924
2,"Aleatoria","B",525,"l, s","s",0,1.117313147
2,"Aleatoria","B",563,"l","l",1,0.668502092
2,"Aleatoria","B",638,"l","l",1,0.635560036
2,"Aleatoria","B",450,"s","s",1,1.668830872
2,"Aleatoria","B",412,"s","s",1,0.435813904
2,"Aleatoria","B",487,"s","l",0,1.268695116
2,"Aleatoria","B",563,"l","s",0,1.301126003
2,"Aleatoria","B",412,"s","s",1,1.185158968
2,"Aleatoria","B",412,"s","s",1,0.635590076
2,"Aleatoria","B",675,"l","l",1,0.451467037
2,"Aleatoria","B",638,"l","s",0,0.917973995
2,"Aleatoria","B",450,"s","s",1,1.386249065
2,"Aleatoria","B",450,"s","s",1,1.035690069
2,"Aleatoria","B",525,"l, s","s",0,2.151661158
2,"Aleatoria","B",487,"s","l",0,1.435368061
2,"Aleatoria","B",563,"l","l",1,0.768652916
2,"Aleatoria","B",525,"l, s","s",0,0.534465075
2,"Aleatoria","B",675,"l","l",1,0.401656151
2,"Aleatoria","B",600,"l","l",1,0.685458899
2,"Aleatoria","B",638,"l","s",0,1.784744024
2,"Aleatoria","B",375,"s","s",1,0.569108009
2,"Aleatoria","B",675,"l","l",1,0.567926168
2,"Aleatoria","B",525,"l, s","s",0,1.836001158
2,"Aleatoria","B",487,"s","s",1,1.017266035
2,"Aleatoria","B",487,"s","s",1,0.83463192
2,"Aleatoria","B",375,"s","s",1,0.584979057
2,"Aleatoria","B",600,"l","l",1,0.701879025
2,"Aleatoria","B",375,"s","s",1,0.684874058
2,"Aleatoria","B",412,"s","s",1,0.551815033
2,"Aleatoria","B",563,"l","s",0,2.002386808
2,"Aleatoria","B",638,"l","l",1,0.452610016
2,"Aleatoria","B",450,"s","s",1,1.133924961
2,"Aleatoria","B",600,"l","l",1,1.235172987
2,"Aleatoria","B",675,"l","l",1,0.785014153
2,"Aleatoria","B",450,"s","s",1,1.001181126
2,"Aleatoria","B",638,"l","l",1,1.619513035
2,"Aleatoria","B",487,"s","s",1,1.535472155
2,"Aleatoria","B",638,"l","l",1,1.101966143
2,"Aleatoria","B",412,"s","s",1,1.934668064
2,"Aleatoria","B",412,"s","s",1,2.069830894
2,"Aleatoria","B",412,"s","l",0,1.568198919
2,"Aleatoria","B",563,"l","s",0,1.018630028
2,"Aleatoria","B",487,"s","s",1,1.468894959
2,"Aleatoria","B",600,"l","s",0,1.28507185
2,"Aleatoria","B",638,"l","l",1,1.201212883
2,"Aleatoria","B",675,"l","s",0,1.851967096
2,"Aleatoria","B",675,"l","l",1,1.268617153
2,"Aleatoria","B",525,"l, s","s",0,2.135158062
2,"Aleatoria","B",375,"s","s",1,0.736549139
2,"Aleatoria","B",600,"l","s",0,2.452193022
2,"Aleatoria","B",563,"l","s",0,2.46926403
2,"Aleatoria","B",525,"l, s","l",0,0.819179058
2,"Aleatoria","B",450,"s","s",1,1.518923998
2,"Aleatoria","B",375,"s","s",1,1.234357119
2,"Aleatoria","B",450,"s","l",0,2.319286823
2,"Aleatoria","B",525,"l, s","s",0,1.451714993
2,"Aleatoria","B",487,"s","s",1,1.0864501
2,"Aleatoria","B",600,"l","s",0,1.218825102
2,"Aleatoria","B",375,"s","s",1,0.568548918
2,"Aleatoria","B",563,"l","l",1,1.601816177
2,"Aleatoria","B",450,"s","s",1,0.684826136
2,"Aleatoria","B",450,"s","s",1,1.602131128
2,"Aleatoria","B",487,"s","s",1,0.952103138
2,"Aleatoria","B",412,"s","s",1,0.685190201
2,"Aleatoria","B",638,"l","l",1,0.168291092
2,"Aleatoria","B",675,"l","l",1,0.651693106
2,"Aleatoria","B",600,"l","l",1,0.485229015
2,"Aleatoria","B",375,"s","s",1,0.619175911
2,"Aleatoria","B",487,"s","s",1,1.152236938
2,"Aleatoria","B",525,"l, s","s",0,1.219729185
2,"Aleatoria","B",638,"l","l",1,0.936137915
2,"Aleatoria","B",412,"s","s",1,0.585496902
2,"Aleatoria","B",375,"s","s",1,1.400749207
2,"Aleatoria","B",563,"l","s",0,1.152112007
2,"Aleatoria","B",675,"l","l",1,1.035438061
2,"Aleatoria","B",450,"s","s",1,0.685371876
2,"Aleatoria","B",375,"s","s",1,1.168845892
2,"Aleatoria","B",525,"l, s","s",0,1.36811614
2,"Aleatoria","B",563,"l","l",1,0.833814859
2,"Aleatoria","B",600,"l","l",1,0.552212
2,"Aleatoria","B",487,"s","s",1,0.702050924
2,"Aleatoria","B",638,"l","l",1,0.452097893
2,"Aleatoria","B",412,"s","s",1,1.218359947
2,"Aleatoria","B",525,"l, s","l",0,0.866786957
2,"Aleatoria","B",600,"l","s",0,1.184921026
2,"Aleatoria","B",563,"l","l",1,1.219140053
2,"Aleatoria","B",675,"l","s",0,1.001435995
2,"Aleatoria","B",600,"l","l",1,0.501741886
2,"Aleatoria","B",375,"s","s",1,0.76768899
2,"Aleatoria","B",675,"l","l",1,0.451936007
2,"Aleatoria","B",450,"s","l",0,0.684199095
2,"Aleatoria","B",375,"s","s",1,0.401143074
2,"Aleatoria","B",525,"l, s","s",0,2.601732969
2,"Aleatoria","B",638,"l","s",0,1.383532047
2,"Aleatoria","B",450,"s","s",1,1.769626856
2,"Aleatoria","B",638,"l","l",1,0.518467903
2,"Aleatoria","B",675,"l","l",1,1.152328968
2,"Aleatoria","B",675,"l","s",0,1.869067907
2,"Aleatoria","B",600,"l","s",0,1.719045877
2,"Aleatoria","B",563,"l","s",0,1.55147481
2,"Aleatoria","B",412,"s","l",0,0.968613148
2,"Aleatoria","B",412,"s","s",1,1.568573952
2,"Aleatoria","B",375,"s","s",1,3.06889987
2,"Aleatoria","B",600,"l","s",0,4.602254152
2,"Aleatoria","B",563,"l","s",0,1.835878134
2,"Aleatoria","B",487,"s","l",0,0.618091106
2,"Aleatoria","B",487,"s","s",1,1.835022926
2,"Aleatoria","B",525,"l, s","s",0,1.385210991
2,"Aleatoria","B",412,"s","s",1,0.868323803
2,"Aleatoria","B",487,"s","s",1,1.784795046
2,"Aleatoria","B",638,"l","s",0,1.617516994
2,"Aleatoria","B",525,"l, s","s",0,1.268660784
2,"Aleatoria","B",450,"s","s",1,1.800907135
2,"Aleatoria","B",563,"l","l",1,0.835376978
2,"Aleatoria","B",600,"l","l",1,0.386062145
2,"Aleatoria","B",450,"s","s",1,1.669075966
2,"Aleatoria","B",487,"s","l",0,0.651961088
2,"Aleatoria","B",563,"l","s",0,1.169255972
2,"Aleatoria","B",525,"l, s","s",0,1.535219908
2,"Aleatoria","B",638,"l","l",1,0.935282946
2,"Aleatoria","B",600,"l","l",1,0.45141983
2,"Aleatoria","B",450,"s","s",1,1.901649952
2,"Aleatoria","B",600,"l","s",0,1.267846823
2,"Aleatoria","B",412,"s","s",1,1.918716192
2,"Aleatoria","B",638,"l","l",1,0.552234173
2,"Aleatoria","B",675,"l","s",0,2.201626062
2,"Aleatoria","B",675,"l","s",0,1.51729703
2,"Aleatoria","B",675,"l","l",1,1.768517971
2,"Aleatoria","B",375,"s","s",1,2.969624996
2,"Aleatoria","B",525,"l, s","s",0,0.73448205
2,"Aleatoria","B",563,"l","s",0,2.102560043
2,"Aleatoria","B",563,"l","s",0,2.852260828
2,"Aleatoria","B",412,"s","s",1,0.951968908
2,"Aleatoria","B",412,"s","s",1,2.051256895
2,"Aleatoria","B",525,"l, s","s",0,2.519411087
2,"Aleatoria","B",487,"s","s",1,3.551588058
2,"Aleatoria","B",375,"s","s",1,0.668737888
2,"Aleatoria","B",487,"s","l",0,1.584445953
2,"Aleatoria","B",450,"s","s",1,1.084312916
2,"Aleatoria","B",638,"l","s",0,1.900864124
2,"Aleatoria","B",375,"s","s",1,1.285158873
2,"Aleatoria","B",412,"s","s",1,1.052307129
2,"Aleatoria","B",600,"l","l",1,0.333716154
2,"Aleatoria","B",638,"l","l",1,1.252924919
2,"Aleatoria","B",563,"l","l",1,1.735579968
2,"Aleatoria","B",412,"s","s",1,1.751296043
2,"Aleatoria","B",600,"l","s",0,2.484951019
2,"Aleatoria","B",525,"l, s","s",0,2.385135889
2,"Aleatoria","B",525,"l, s","s",0,1.70178318
2,"Aleatoria","B",525,"l, s","s",0,0.868375063
2,"Aleatoria","B",450,"s","s",1,1.717808008
2,"Aleatoria","B",675,"l","l",1,2.702090979
2,"Aleatoria","B",675,"l","l",1,1.118072033
2,"Aleatoria","B",487,"s","s",1,1.868606091
2,"Aleatoria","B",375,"s","l",0,2.202296972
2,"Aleatoria","B",638,"l","l",1,0.802103043
2,"Aleatoria","B",600,"l","s",0,1.984098196
2,"Aleatoria","B",638,"l","l",1,2.46828413
2,"Aleatoria","B",450,"s","s",1,3.918241978
2,"Aleatoria","B",563,"l","s",0,3.352050781
2,"Aleatoria","B",450,"s","s",1,2.768259048
2,"Aleatoria","B",375,"s","s",1,2.701890945
2,"Aleatoria","B",412,"s","s",1,2.001931906
2,"Aleatoria","B",487,"s","s",1,0.935158968
2,"Aleatoria","B",375,"s","s",1,4.151768923
2,"Aleatoria","B",487,"s","l",0,1.000955105
2,"Aleatoria","B",675,"l","l",1,0.616847038
2,"Aleatoria","B",563,"l","s",0,0.935066938
2,"Aleatoria","B",675,"l","l",1,0.718906879
2,"Aleatoria","B",487,"s","s",1,0.951916933
2,"Aleatoria","B",675,"l","l",1,0.55256319
2,"Aleatoria","B",638,"l","l",1,0.534264088
2,"Aleatoria","B",563,"l","s",0,1.801733017
2,"Aleatoria","B",600,"l","s",0,1.702507973
2,"Aleatoria","B",600,"l","l",1,0.802216053
2,"Aleatoria","B",525,"l, s","s",0,1.500977993
2,"Aleatoria","B",375,"s","s",1,0.584841013
2,"Aleatoria","B",638,"l","s",0,1.418076992
2,"Aleatoria","B",450,"s","s",1,2.868776083
2,"Aleatoria","B",563,"l","l",1,1.868738174
2,"Aleatoria","B",638,"l","s",0,1.285209894
2,"Aleatoria","B",525,"l, s","s",0,1.81890583
2,"Aleatoria","B",525,"l, s","s",0,1.935302973
2,"Aleatoria","B",675,"l","l",1,0.933233023
2,"Aleatoria","B",487,"s","s",1,1.368777037
2,"Aleatoria","B",412,"s","s",1,0.718950987
2,"Aleatoria","B",412,"s","s",1,3.069042921
2,"Aleatoria","B",600,"l","s",0,1.53449297
2,"Aleatoria","B",375,"s","s",1,0.918393135
2,"Aleatoria","B",412,"s","s",1,2.485094786
2,"Aleatoria","B",487,"s","s",1,1.935460091
2,"Aleatoria","B",563,"l","s",0,1.451743841
2,"Aleatoria","B",450,"s","s",1,4.568921089
2,"Aleatoria","B",375,"s","l",0,3.000953913
2,"Aleatoria","B",450,"s","s",1,1.018572807
2,"Aleatoria","B",675,"l","s",0,2.369019985
2,"Aleatoria","B",525,"l, s","l",0,1.052891016
2,"Aleatoria","B",675,"l","s",0,1.935312986
2,"Aleatoria","B",638,"l","l",1,1.119048119
2,"Aleatoria","B",450,"s","s",1,1.051707029
2,"Aleatoria","B",563,"l","s",0,2.218649864
2,"Aleatoria","B",487,"s","l",0,1.452214003
2,"Aleatoria","B",600,"l","l",1,1.335654974
2,"Aleatoria","B",525,"l, s","s",0,1.317574024
2,"Aleatoria","B",412,"s","s",1,2.168458939
2,"Aleatoria","B",675,"l","s",0,2.018181086
2,"Aleatoria","B",525,"l, s","s",0,2.568602085
2,"Aleatoria","B",638,"l","l",1,2.18556118
2,"Aleatoria","B",638,"l","l",1,0.684731007
2,"Aleatoria","B",412,"s","s",1,1.701886892
2,"Aleatoria","B",375,"s","s",1,0.968533039
2,"Aleatoria","B",600,"l","l",1,0.618180037
2,"Aleatoria","B",563,"l","s",0,1.817784071
2,"Aleatoria","B",487,"s","s",1,1.968700171
2,"Aleatoria","B",600,"l","l",1,1.251739025
2,"Aleatoria","B",450,"s","s",1,1.668408871
2,"Aleatoria","B",375,"s","s",1,0.617935181
2,"Aleatoria","B",563,"l","l",1,1.785342932
2,"Aleatoria","B",450,"s","s",1,1.585380077
2,"Aleatoria","B",375,"s","s",1,1.184559822
2,"Aleatoria","B",487,"s","s",1,1.368993998
2,"Aleatoria","B",412,"s","s",1,0.785899162
2,"Aleatoria","B",412,"s","s",1,1.152271986
2,"Aleatoria","B",412,"s","s",1,1.851788044
2,"Aleatoria","B",487,"s","s",1,1.58535099
2,"Aleatoria","B",450,"s","l",0,0.501787186
2,"Aleatoria","B",412,"s","l",0,1.102042913
2,"Aleatoria","B",487,"s","s",1,1.100831032
2,"Aleatoria","B",563,"l","s",0,1.318833113
2,"Aleatoria","B",638,"l","l",1,1.335438013
2,"Aleatoria","B",375,"s","s",1,0.984761
2,"Aleatoria","B",487,"s","s",1,0.802074909
2,"Aleatoria","B",675,"l","s",0,1.750674963
2,"Aleatoria","B",675,"l","l",1,1.618713856
2,"Aleatoria","B",525,"l, s","s",0,1.152314901
2,"Aleatoria","B",450,"s","l",0,2.652236938
2,"Aleatoria","B",525,"l, s","l",0,3.350754976
2,"Aleatoria","B",375,"s","s",1,1.535037994
2,"Aleatoria","B",600,"l","s",0,1.552244902
2,"Aleatoria","B",675,"l","l",1,1.586067915
2,"Aleatoria","B",525,"l, s","l",0,1.351598024
2,"Aleatoria","B",600,"l","s",0,1.702687025
2,"Aleatoria","B",638,"l","l",1,0.902488947
2,"Aleatoria","B",450,"s","s",1,1.85244298
2,"Aleatoria","B",375,"s","s",1,2.236097097
2,"Aleatoria","B",600,"l","l",1,2.035367966
2,"Aleatoria","B",563,"l","s",0,1.852264166
2,"Aleatoria","B",563,"l","s",0,1.586239815
2,"Aleatoria","B",638,"l","s",0,1.703044891
2,"Aleatoria","B",487,"s","s",1,0.818872929
2,"Aleatoria","B",375,"s","s",1,1.685545921
2,"Aleatoria","B",638,"l","l",1,0.451822042
2,"Aleatoria","B",487,"s","s",1,1.585371017
2,"Aleatoria","B",525,"l, s","s",0,1.701891899
2,"Aleatoria","B",412,"s","s",1,1.302523136
2,"Aleatoria","B",563,"l","l",1,0.935241938
2,"Aleatoria","B",412,"s","l",0,0.501929045
2,"Aleatoria","B",600,"l","s",0,1.368794918
2,"Aleatoria","B",375,"s","s",1,0.85195303
2,"Aleatoria","B",600,"l","l",1,0.867896795
2,"Aleatoria","B",563,"l","s",0,1.067542076
2,"Aleatoria","B",638,"l","s",0,1.586094141
2,"Aleatoria","B",487,"s","s",1,0.635149956
2,"Aleatoria","B",638,"l","l",1,0.468454123
2,"Aleatoria","B",675,"l","l",1,0.701557159
2,"Aleatoria","B",450,"s","s",1,2.185401201
2,"Aleatoria","B",525,"l, s","s",0,1.419123173
2,"Aleatoria","B",600,"l","s",0,1.63550806
2,"Aleatoria","B",450,"s","l",0,1.06905508
2,"Aleatoria","B",412,"s","s",1,0.768366098
2,"Aleatoria","B",450,"s","s",1,1.817736149
2,"Aleatoria","B",375,"s","s",1,1.884234905
2,"Aleatoria","B",563,"l","s",0,1.251509905
2,"Aleatoria","B",675,"l","l",1,2.052531004
2,"Aleatoria","B",675,"l","l",1,0.834312916
2,"Aleatoria","B",525,"l, s","s",0,1.102052212
2,"Aleatoria","B",563,"l","s",0,2.600964069
2,"Aleatoria","B",675,"l","l",1,1.035164118
2,"Aleatoria","B",675,"l","l",1,0.435147047
2,"Aleatoria","B",525,"l, s","s",0,1.618432045
2,"Aleatoria","B",450,"s","s",1,1.285103083
2,"Aleatoria","B",487,"s","s",1,2.668205976
2,"Aleatoria","B",412,"s","s",1,0.96776104
2,"Aleatoria","B",487,"s","l",0,2.617847919
2,"Aleatoria","B",375,"s","s",1,1.117564917
2,"Aleatoria","B",600,"l","s",0,1.102907896
2,"Aleatoria","B",412,"s","s",1,3.336267948
2,"Aleatoria","B",638,"l","l",1,1.085329056
2,"Aleatoria","B",638,"l","s",0,1.36827898
