"participante","condicion","escala","secuencia","duracion","corto","largo","largo_p"
17,"Bloque","B",5,1050,9,11,0.55
17,"Bloque","B",5,1088,3,17,0.85
17,"Bloque","B",5,1125,0,20,1
17,"Bloque","B",5,1163,0,20,1
17,"Bloque","B",5,1200,0,20,1
17,"Aleatoria","C",3,1200,19,1,0.05
17,"Aleatoria","C",3,1250,19,1,0.05
17,"Aleatoria","C",3,1300,20,0,0
17,"Aleatoria","C",3,1350,14,6,0.3
17,"Aleatoria","C",3,1400,16,4,0.2
17,"Aleatoria","C",3,1450,12,8,0.4
17,"Aleatoria","C",3,1500,7,13,0.65
17,"Aleatoria","C",3,1550,2,18,0.9
17,"Aleatoria","C",3,1600,1,19,0.95
17,"Aleatoria","C",4,1200,20,0,0
17,"Aleatoria","C",4,1250,20,0,0
17,"Aleatoria","C",4,1300,20,0,0
17,"Aleatoria","C",4,1350,16,4,0.2
17,"Aleatoria","C",4,1400,15,5,0.25
17,"Aleatoria","C",4,1450,6,14,0.7
17,"Aleatoria","C",4,1500,2,18,0.9
17,"Aleatoria","C",4,1550,0,20,1
17,"Aleatoria","C",4,1600,0,20,1
17,"Aleatoria","C",5,1200,19,1,0.05
17,"Aleatoria","C",5,1250,20,0,0
17,"Aleatoria","C",5,1300,20,0,0
17,"Aleatoria","C",5,1350,17,3,0.15
17,"Aleatoria","C",5,1400,16,4,0.2
17,"Aleatoria","C",5,1450,10,10,0.5
17,"Aleatoria","C",5,1500,1,19,0.95
17,"Aleatoria","C",5,1550,0,20,1
17,"Aleatoria","C",5,1600,0,20,1
17,"Bloque","C",3,1200,18,2,0.1
17,"Bloque","C",3,1250,18,2,0.1
17,"Bloque","C",3,1300,16,4,0.2
17,"Bloque","C",3,1350,7,13,0.65
17,"Bloque","C",3,1400,5,15,0.75
17,"Bloque","C",3,1450,4,16,0.8
17,"Bloque","C",3,1500,1,19,0.95
17,"Bloque","C",3,1550,3,17,0.85
17,"Bloque","C",3,1600,3,17,0.85
17,"Bloque","C",4,1200,19,1,0.05
17,"Bloque","C",4,1250,20,0,0
17,"Bloque","C",4,1300,18,2,0.1
17,"Bloque","C",4,1350,11,9,0.45
17,"Bloque","C",4,1400,8,12,0.6
17,"Bloque","C",4,1450,5,15,0.75
17,"Bloque","C",4,1500,3,17,0.85
17,"Bloque","C",4,1550,3,17,0.85
17,"Bloque","C",4,1600,1,19,0.95
17,"Bloque","C",5,1200,20,0,0
17,"Bloque","C",5,1250,19,1,0.05
17,"Bloque","C",5,1300,18,2,0.1
17,"Bloque","C",5,1350,16,4,0.2
17,"Bloque","C",5,1400,10,10,0.5
17,"Bloque","C",5,1450,3,17,0.85
17,"Bloque","C",5,1500,2,18,0.9
17,"Bloque","C",5,1550,3,17,0.85
17,"Bloque","C",5,1600,1,19,0.95
