Folio,Género,Edad,Escuela,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60,ThetaImFin,ThetaImTra,ThetaImRisk,ThetaImRen,ThetaImCom,ThetaTenFin,ThetaTenCom,ThetaTenRen,ThetaTenRisk,ThetaTenTra,ThetaDañCom,ThetaDañRen,ThetaDañRisk
69,0,1,1,3,1,3,1,1,2,3,1,2,2,1,2,1,1,2,1,0,2,0,0,3,2,3,1,1,2,3,1,2,2,0,1,1,1,2,2,1,2,0,0,1,2,1,1,1,2,2,3,2,2,1,1,2,2,2,2,2,2,3,3,-.097380191,.38538423,-.13352457,.060945131,.56656581,-.071075402,.91269797,.64429754,-.044986814,.51029098,.12732689,.4975889,-.26473156
70,0,3,1,2,2,0,1,3,3,3,1,2,2,0,1,0,0,2,1,2,0,0,0,1,1,1,0,0,1,2,2,1,3,1,1,0,0,1,1,1,0,0,0,1,3,1,3,3,3,3,3,1,2,2,2,2,2,1,0,0,3,3,3,-.38534874,.11538603,-.45788157,.42391449,.25075671,-.72661936,-.3978422,.59561199,-.61685443,.38296753,.1954803,.46116504,.16498493
71,1,2,1,1,2,0,0,0,0,2,0,2,2,1,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,2,2,3,2,2,3,2,2,2,-.47599864,.38538423,-.99547136,-.38665855,-1.585505,-1.3141685,-1.8047668,.39533228,-1.0454186,-.53446513,-1.9852479,-.36066303,-.66022825
72,0,1,1,2,0,3,1,2,3,1,0,2,1,2,1,2,1,1,0,0,0,0,0,3,0,3,2,2,2,1,0,2,1,1,1,1,0,1,0,0,0,0,0,2,3,2,2,2,2,2,3,3,3,2,3,2,3,2,2,3,3,3,3,.66581827,-.69657743,-.99547136,-1.3669701,.87887013,.58910704,.91269797,-1.3074093,-1.0454186,-.15791251,.87235492,.84008616,.85373992
73,1,1,1,2,0,2,3,3,3,1,0,3,1,2,2,3,1,2,1,0,0,0,0,1,2,1,3,3,1,1,2,1,0,2,2,3,0,2,2,0,0,0,0,0,2,0,3,3,1,1,2,1,1,2,2,3,0,2,3,3,3,3,3,1.7830437,.012788535,-.99547136,-.92648959,.88185877,1.6504985,-.3978422,1.0499284,-1.0454186,.25688607,-1.1308824,.13675363,.85373992
74,0,1,1,3,1,3,2,2,2,1,3,3,3,2,2,2,1,3,1,0,1,1,1,3,0,3,2,2,2,2,1,2,3,2,1,1,0,3,0,0,1,1,1,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.89297241,1.3001554,.42923003,.79363006,.90293914,.78004283,.91269797,-.47638983,.32792392,1.2069496,1.1237381,1.4012246,.85373992
75,0,2,1,3,1,3,1,0,2,2,1,2,3,2,3,2,1,3,1,0,0,0,0,3,1,3,2,1,2,2,2,2,3,1,3,2,1,3,1,0,0,0,0,1,3,1,2,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,.078710243,1.7746874,-.99547136,.060945131,.56656581,.52110779,.91269797,.59561199,-1.0454186,1.9080421,.63009834,1.3426149,.85373992
76,0,2,1,1,2,2,2,3,3,1,2,1,2,3,1,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,2,1,2,0,1,1,1,0,1,1,1,3,1,2,2,1,1,3,3,2,2,2,2,2,1,2,3,3,3,3,1.4034363,-.30347511,-.99547136,.89270037,.03998784,.92632848,.04665741,.13861448,.23388515,-.15791251,-.058889568,.33956492,.85373992
77,1,2,1,3,1,2,3,2,2,1,0,2,1,1,2,0,0,1,1,0,0,0,1,3,0,3,3,3,2,1,0,0,0,2,3,3,0,0,0,2,0,2,2,0,2,0,1,1,1,2,3,2,2,2,0,0,1,2,2,2,3,3,1,.46377552,-.43163079,-.63944167,-.39366832,.28462625,1.6504985,.56867886,-1.3074093,.79037404,-.65411013,-.92176819,.4975889,-.14932355
78,0,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,1,2,1,2,2,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,2,3,1,1,2,2,2,2,2,3,3,2,2,2,3,3,2,.15372747,-.43163079,-.63944167,.060945131,-.62542987,.18384433,.020132389,.13861448,.23388515,-1.5081917,-.2298331,.13418667,-.050527688
79,0,2,1,1,1,2,0,0,1,2,1,1,3,0,1,1,0,2,1,0,0,0,0,1,1,0,2,0,1,2,1,1,3,0,1,1,0,2,1,0,0,0,0,1,1,2,1,2,2,2,1,2,2,2,1,2,3,2,2,3,3,3,3,-1.11824,.55988252,-.99547136,.060945131,-.83671588,-.18365909,-.60981578,.13861448,-1.0454186,.8093695,.48042354,-.056107167,.85373992
80,1,2,1,2,0,2,2,2,2,3,1,2,3,1,2,1,2,3,0,2,1,1,1,3,0,3,2,2,3,3,0,2,3,2,2,1,1,3,0,2,1,1,0,2,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,.41403624,1.3001554,.64476109,-.61337787,.10194343,.78004283,1.2627952,-1.3074093,.39225593,1.4275198,.68207657,1.8356935,.85373992
81,0,2,1,3,1,3,1,1,2,1,1,2,2,1,2,1,3,2,0,0,1,0,1,2,0,3,1,1,2,1,2,3,1,1,2,1,1,1,0,0,1,1,0,0,2,1,3,2,1,2,1,2,2,3,3,3,2,2,3,3,3,3,2,-.097380191,.38538423,-.053470343,-.1524858,.56656581,.13391142,.9317041,-.019228527,.19529928,.098328598,-.48835084,.24212426,.19658166
82,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,0,0,0,0,1,2,1,2,1,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,2,3,2,-.097380191,-.029092822,-.63944167,-.1524858,-.36059564,.13391142,.020132389,-.15581973,-1.0454186,.15104237,-.41261625,.14913584,-.30504405
83,0,2,1,3,0,2,2,2,3,2,0,2,2,2,3,3,2,2,1,0,1,1,2,2,1,2,2,1,2,1,0,2,2,2,2,1,2,1,1,2,2,2,2,1,3,1,3,3,2,2,2,3,3,3,2,3,3,2,2,2,3,3,3,1.1141135,.65682626,.51698869,-.92648959,.78930759,.53873092,.4715873,-.37722811,1.1048002,.41420463,.31495366,.5682627,.29332697
84,0,2,1,2,0,2,2,3,2,0,0,2,2,2,2,2,1,1,1,0,2,2,0,3,3,1,3,3,3,0,3,2,1,3,1,3,0,1,1,0,1,1,0,0,3,0,0,0,0,3,0,3,3,3,3,3,3,3,1,3,3,3,3,1.1379002,-.029092822,.8578797,-.92648959,.10194343,2.0837901,.76318473,1.4600178,.19529928,-.15791251,-1.3095365,.56898028,.85373992
85,1,3,1,0,0,1,0,0,0,2,1,1,3,0,2,0,3,2,0,2,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,1,0,1,1,3,-1.6476616,.82388866,.088896185,-.61337787,-1.7929667,-1.3141685,-1.0709331,-.47638983,-.049296044,-.62627417,-1.3043253,-1.1949941,-1.2916154
86,0,2,1,3,0,3,0,0,0,2,0,3,3,1,3,0,0,3,2,1,1,0,0,,,2,0,0,0,3,1,2,3,0,3,3,0,3,3,3,0,0,3,0,3,0,3,3,0,3,3,0,2,3,2,3,3,2,1,3,3,3,3,-1.1011205,1.7746874,.013697047,-.74903476,.43374681,-.58869231,-.084022157,.61996686,-.017732345,1.9080421,-1.9852479,.69002855,.85373992
87,1,1,1,3,0,2,3,2,1,3,1,3,3,3,2,2,2,2,2,3,1,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,3,0,1,1,0,2,3,2,2,2,2,2,2,2,2,2,2,3,3,1.3833029,.82388866,.13935716,-.13364337,.15151547,.92632848,.4715873,.64429754,-.069922581,.74703431,-1.4053853,.65435553,-.26473156
88,0,1,1,1,1,1,3,2,1,2,1,1,2,2,1,2,0,2,2,0,0,1,0,1,2,0,3,2,0,1,2,1,2,2,0,2,1,2,2,1,0,2,1,1,2,1,1,2,1,2,2,2,3,2,2,2,2,2,1,3,3,3,3,1.1380391,.11538603,-.052720841,.26141039,-1.1063514,1.1180048,-.93463957,1.0499284,.58605242,.31567785,-.2298331,.26792279,.85373992
89,0,2,1,2,1,1,0,0,2,3,1,2,3,1,3,0,1,3,1,2,1,1,2,2,2,2,1,1,1,3,2,2,3,3,3,1,1,3,2,3,1,0,0,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,2,3,3,3,3,-1.1011205,1.7746874,.73372257,.060945131,-.12134644,.39236206,.25633797,1.0499284,-.020119576,1.9080421,.14697368,.27994195,.85373992
90,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,0,0,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,.62945664,.38538423,-.052720841,.26141039,-.89935899,.13391142,-.18444543,.37065184,.087347127,-.15791251,.48042354,.27994195,-.36993462
91,0,1,1,0,2,0,3,2,1,1,1,0,1,2,1,2,0,1,2,0,0,0,0,2,1,3,3,3,3,1,1,2,2,2,0,1,0,1,2,0,0,0,0,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,3,3,3,3,1.1380391,-.69657743,-.99547136,.6578995,-1.8904227,1.2471166,.94458497,.39533228,-1.0454186,-.10768057,1.6524501,.27994195,.85373992
92,1,2,1,1,1,2,0,0,2,3,2,1,3,1,3,1,1,3,2,1,0,3,1,3,2,3,3,1,3,3,3,1,3,1,3,3,0,3,2,3,1,3,1,0,1,0,2,2,1,1,1,2,1,1,2,1,2,2,1,2,3,3,3,-.7147752,1.7746874,.94991887,.71610928,-.36059564,.86084777,1.0598037,1.4357656,1.3722277,1.9080421,-.92176819,-.55173343,.29332697
93,0,1,1,2,0,3,2,1,3,3,0,2,3,1,3,2,2,3,1,0,0,0,1,3,1,3,3,2,3,3,1,3,1,1,1,1,0,1,1,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.38735187,1.7746874,-.63944167,-.92648959,.87887013,.7603333,1.7652106,.13861448,-.60867023,-.15791251,1.4301853,1.8356935,.85373992
94,0,2,1,1,2,1,2,2,3,3,1,1,3,2,3,1,1,3,2,0,1,1,1,1,1,0,1,2,3,3,2,0,2,1,1,1,0,1,2,0,2,2,0,2,2,1,1,1,2,3,2,2,2,1,2,1,1,2,2,3,2,1,2,.66904998,1.7746874,.42923003,.6578995,-.28330484,.35790798,-.59654182,.84348106,.70002747,.15104237,.34293532,.39534894,-.94499648
95,0,2,1,3,2,2,1,0,1,2,1,1,3,2,1,1,0,2,1,1,0,0,0,3,2,2,1,0,1,2,1,1,3,2,2,2,1,2,2,1,0,0,0,0,1,1,2,2,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,-.20402233,.55988252,-.52927154,.42391449,-.46589449,.24683237,.1731102,.64429754,-.61685443,1.0441043,-.68519527,.29763624,.85373992
96,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,0,0,0,0,0,2,2,2,2,2,0,1,0,0,1,0,1,0,0,3,0,0,0,1,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,.13859808,.012788535,-.52927154,.26141039,-.078076527,.21340036,-.13854314,-1.3074093,-.47984353,-.95937544,.31806856,1.3426149,.85373992
98,0,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,1,0,0,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,0,1,0,0,1,1,0,3,3,3,3,2,,2,2,3,2,3,2,3,3,2,2,3,3,3,2,-.097380191,.55988252,.10930122,.49195027,-1.1063514,.78004283,-.3978422,.33958909,.19529928,.41420463,1.8916852,.41128692,.19658166
99,0,1,1,3,3,3,2,3,3,3,3,3,3,2,3,3,1,3,3,0,0,1,1,3,,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,2,2,1,2,1,2,2,3,2,2,2,2,3,3,3,1,3,2,,3,,,1.4218618,1.7746874,.10930122,2.3485227,1.6678367,2.0837901,1.7652106,1.8887969,.87431496,1.9080421,.38056457,.42360023,.49131089
100,0,2,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,2,2,1,1,2,3,1,2,1,2,1,1,2,3,3,3,3,-.42340261,-.30077508,.42923003,.060945131,-.41495898,-.28945914,-.91629446,-.15581973,-.39616859,-.15791251,-.058889568,-.30915466,.85373992
101,0,2,1,2,1,3,0,0,1,2,1,1,2,0,2,0,0,2,1,0,0,2,1,1,2,1,1,0,0,2,2,0,3,0,2,0,0,2,1,0,0,3,1,1,3,1,2,3,1,2,3,1,3,2,3,3,3,2,3,3,3,3,2,-1.6476616,.38538423,.46919632,.060945131,-.41055647,-.69204277,-.97180438,.82661676,.76788616,1.0441043,-.41261625,1.0891273,.19658166
102,1,2,1,2,1,3,2,1,3,1,1,1,3,1,2,1,0,2,1,2,1,2,1,2,1,3,1,0,1,3,1,1,0,1,0,1,0,0,1,1,3,0,3,2,0,1,0,0,0,0,1,1,0,2,1,2,1,3,3,1,3,3,3,.15372747,.82388866,.99724561,.060945131,.61573213,-.13148063,.19866534,.13861448,.46395713,-1.5081917,-.59281528,-.68027163,.19391057
103,0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3,2,1,0,2,0,1,1,0,1,2,1,1,1,0,1,2,1,2,3,3,3,3,-.097380191,-.69657743,1.2750787,.42391449,-.89935899,.13391142,-.93463957,.13861448,.95200348,-.15791251,-1.6372836,-.16881752,.85373992
104,0,1,1,1,1,2,0,1,2,3,1,2,1,2,2,2,1,1,1,0,0,0,0,3,1,2,1,3,3,2,2,2,2,2,3,2,1,2,2,0,0,0,1,2,1,2,2,3,2,1,1,3,2,2,2,3,3,2,1,3,3,3,3,.21428807,-.43163079,-.99547136,.060945131,-.078076527,.92758787,.92694628,.84348106,-.60867023,.9877252,.87235492,-.3971526,.85373992
105,0,1,1,2,3,3,1,1,2,2,2,1,2,1,1,1,1,2,2,0,0,0,0,2,2,2,1,1,2,2,2,1,2,1,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,3,1,0,2,3,3,3,-.097380191,.11538603,-.99547136,1.4567695,.080449097,.13391142,.25865552,1.0499284,-1.0454186,.74703431,-1.6372836,-1.1513007,.29332697
106,0,2,1,3,0,1,1,0,1,2,0,3,2,0,2,0,1,2,1,0,0,,,2,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.1161851,.38538423,-.60918421,-.92648959,-.17733221,-.38816473,-.71005577,-1.3074093,-1.0454186,-.15791251,1.1965888,1.8356935,.85373992
107,0,2,1,1,0,3,2,1,2,2,1,2,1,2,2,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,0,1,2,2,0,0,0,0,0,0,1,0,2,1,2,1,2,1,3,2,3,2,1,2,3,2,3,3,3,3,3,.21475376,-.43163079,-.99547136,-.61337787,.16920538,.30064252,-.62199318,-.59971142,-.60867023,-.73374397,-.10880393,.72959536,.85373992
108,0,2,1,3,0,2,0,0,3,1,0,3,0,0,2,0,1,1,0,0,0,0,0,2,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,3,3,3,3,-1.6476616,-.70130473,-.99547136,-1.3669701,1.175627,-1.3141685,.020132389,-1.3074093,-1.0454186,-.95937544,.14697368,-.18543279,.85373992
109,0,2,1,2,1,3,1,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,2,3,1,3,3,3,3,2,1,3,3,3,3,3,3,3,3,-1.1161851,-.95758206,-.99547136,.060945131,.080449097,-1.3141685,-.18909805,-.15581973,-1.0454186,-.18547791,-.79488558,1.8356935,.85373992
110,0,2,1,3,0,3,1,0,2,1,1,2,1,0,1,1,0,1,1,0,0,0,1,2,1,3,1,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,2,1,1,1,1,3,1,1,3,3,3,3,-.74064142,-.69657743,-.63944167,-.33629614,.56656581,-.69204277,.67771035,-.15581973,-1.0454186,-.54590893,.68207657,-.57918876,.85373992
112,0,2,1,3,1,3,3,3,3,3,1,3,3,3,3,3,1,2,2,0,0,0,1,3,1,3,3,3,3,2,1,3,3,3,3,3,1,2,2,1,0,0,0,1,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2.2146916,1.1680012,-.63944167,.26141039,1.6678367,2.0837901,1.7652106,.39533228,-.61685443,1.3606958,1.0044407,.84008616,.29332697
113,1,1,1,1,0,1,1,0,1,0,0,2,2,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,3,1,0,1,0,2,1,2,3,0,1,2,1,1,1,2,2,3,2,1,2,3,3,2,-1.1161851,-.5275709,-.16658109,-1.3669701,-.81044316,-1.3141685,-.64498603,-1.3074093,.18275854,-.44072965,-1.0961186,-.17942816,-.050527688
114,1,2,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,3,3,2,2,2,3,3,3,2,3,2,3,2,3,2,3,1,0,2,0,1,1,0,1,1,2,2,2,3,2,2,2,0,1,3,2,3,1.1380391,.38538423,1.0912713,1.1082047,.56656581,2.0837901,.67267269,1.0499284,1.5539553,1.4275198,-1.4053853,-.38327369,-.44138059
115,1,2,1,2,1,1,3,2,1,1,0,3,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,3,1,2,1,1,1,3,1.1380391,-.029092822,.57185948,-.39366832,-.40336224,.13391142,-.3978422,.13861448,.77466851,-.44072965,.68207657,-.16881752,-1.2301426
117,0,1,1,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,2,1,1,0,3,1,2,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,0,0,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.66904998,.38538423,.54306769,.42391449,.78930759,.13391142,.92694628,.13861448,.31950828,.41420463,.49797463,1.8356935,.85373992
118,0,1,1,1,1,3,1,1,1,3,1,3,3,2,2,1,2,2,1,0,1,2,0,0,0,1,1,1,0,2,0,1,2,2,1,1,1,2,1,0,1,2,0,0,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,3,2,3,2,.12734142,.82388866,.66376615,.060945131,-.027942402,.30900553,-.94234204,-.73759902,.53912187,.51029098,-.10222355,-.16325435,-.30504405
119,0,2,1,2,0,3,0,0,2,2,0,1,2,0,1,1,0,1,0,0,0,0,0,3,1,3,1,0,2,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,2,0,1,2,1,1,1,3,2,2,1,1,2,1,1,3,3,3,3,-1.11824,-.30347511,-.99547136,-1.3669701,.080449097,-.38816473,.91269797,-.15581973,-1.0454186,.15104237,-.79488558,-.42454377,.85373992
120,1,1,1,2,0,0,0,0,1,2,0,1,3,2,3,2,1,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,3,3,3,-.19433069,1.1680012,-.99547136,-.74903476,-1.1064681,-.13148063,-.93463957,-1.3074093,-.61685443,.15104237,-1.6372836,-1.2336591,.19391057
122,0,1,1,2,1,2,0,0,2,2,1,2,3,1,3,1,2,2,2,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,2,1,1,0,0,0,1,1,1,1,2,0,2,1,1,2,1,1,1,1,2,2,1,1,1,1,-.7147752,1.1680012,-.52927154,.26141039,.10194343,-.3355059,-.60981578,.13861448,-.61685443,.18447703,-.77996224,-.056107167,-1.3770983
123,1,1,1,2,0,2,1,0,2,1,0,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,1,1,0,0,0,0,0,1,3,1,1,3,1,3,3,1,3,3,1,1,1,2,3,3,3,3,3,-.74064142,-.43163079,-.99547136,-1.3669701,.10194343,-.22824681,-.88645166,-1.3074093,-1.0454186,-.18547791,-.41261625,1.372734,.85373992
124,0,1,1,3,2,3,2,2,3,2,2,3,3,3,3,3,1,3,2,0,0,0,0,3,2,3,3,2,2,1,2,3,2,2,2,1,0,2,2,0,0,1,1,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.3603638,1.7746874,-.99547136,1.1082047,1.6678367,.97283328,1.2448691,1.0499284,.095626466,.74703431,1.2171651,1.1099889,.85373992
125,0,2,1,3,2,1,1,1,2,3,2,3,3,2,3,2,2,3,3,1,3,1,2,3,2,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,0,2,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,.3779611,1.7746874,.99009508,1.2893863,.34087947,1.2709956,.75039983,1.4357656,.85817593,1.9080421,-.82789791,-.70553201,-1.437398
126,1,1,2,1,2,3,1,1,2,2,2,1,1,0,2,1,1,0,1,1,3,1,0,,,0,0,0,1,0,0,1,1,,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,-.35268989,-.85581672,.75539249,.89270037,-.12900431,-1.2398633,-.63759077,-1.1615962,.39545974,-.915501,-1.9852479,-2.2012987,-.70197654
127,0,0,2,2,1,2,1,0,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,3,0,0,0,3,3,0,0,3,3,3,3,-.42340261,-.69657743,-.99547136,.49195027,.10194343,-1.3141685,-.1997651,-1.3074093,-1.0454186,-.915501,.63009834,-2.2012987,.85373992
128,1,1,2,2,0,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,3,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,2,2,2,2,-.097380191,.38538423,.86244649,-.33629614,-.89935899,.13391142,-.3978422,.13861448,.058316298,.15104237,-1.9852479,-1.4272316,-.7332114
129,1,0,2,2,2,3,1,3,3,3,3,3,3,3,3,3,1,1,2,0,0,0,1,3,2,3,3,3,3,3,2,3,3,3,3,3,0,2,2,0,0,0,0,0,3,3,3,3,3,2,3,3,3,2,1,3,3,3,2,3,3,3,3,1.5715905,.72359467,-.63944167,1.5402211,1.286094,2.0837901,1.7652106,1.0499284,-1.0454186,1.3606958,1.3046293,1.0667062,.85373992
130,1,0,2,3,2,2,2,1,1,2,2,2,2,1,3,2,2,1,3,3,1,1,2,3,2,3,2,2,3,3,2,1,2,0,1,2,2,0,1,2,1,2,1,1,0,1,2,1,1,1,2,3,0,3,2,2,1,0,2,2,2,1,1,.38735187,.19930369,.79851305,1.2893863,-.13373832,.62573987,1.0598037,.82661676,.86048758,-.22984828,-.058889568,-.73826969,-1.1139086
131,0,0,2,2,2,1,2,2,1,2,0,2,1,2,1,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,3,0,2,1,2,3,1,2,2,2,3,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,.89297241,-.30077508,.99724561,-.38665855,-.59237444,.14767149,.25633797,.13861448,1.1773404,1.4275198,-.038300436,-.017886361,-1.0863996
132,1,1,2,2,1,2,1,0,2,2,0,2,3,0,2,1,2,2,2,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,-.74064142,.82388866,.87604225,-.18843907,.10194343,-1.3141685,-1.8047668,-1.3074093,.24792074,-1.5081917,-1.9852479,-1.5406766,-.99563706
133,0,1,2,2,2,2,2,2,2,1,1,2,1,0,1,0,0,1,0,0,1,1,1,2,1,2,2,2,2,1,1,2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-.075739555,-.69657743,.42923003,.21160632,.10194343,.21340036,.4715873,-.15581973,.32792392,-.44072965,-.68519527,-.83421773,-.8243072
134,1,2,2,2,0,0,1,1,2,2,0,1,1,2,2,2,2,2,2,0,0,1,0,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3,3,3,3,.3779611,.012788535,-.052720841,-.74903476,-.56264293,.92632848,.45034689,.96365172,.24792074,.74703431,-.41261625,-.83346552,.85373992
135,1,1,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-.92786676,-1.0197213,-.99547136,-.20876113,-1.2981446,-.62992817,-1.6470361,-1.1615962,-1.0454186,-.84079105,-.41261625,-2.2012987,-2.3961639
136,0,1,2,2,1,1,2,1,2,1,1,3,1,2,0,1,0,0,0,1,2,3,1,1,2,0,2,3,1,0,2,3,2,1,3,1,2,0,2,1,3,2,1,1,3,3,2,3,1,0,1,3,1,2,3,2,1,2,3,1,2,1,0,.39118069,-1.4416487,1.421736,-.1524858,.1127094,.7550382,-.23927793,1.0499284,1.0535882,.30223864,.61513573,-.12964457,-1.2565053
137,0,1,2,2,2,3,1,0,2,2,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,-.42340261,-.69657743,.14931066,.42391449,.080449097,-.72661936,-.16388576,-1.3074093,-.29674301,-.915501,-.2298331,.27994195,.29332697
138,1,2,2,0,2,1,2,0,2,1,0,2,1,3,0,1,2,1,0,2,1,2,0,3,1,0,2,1,0,2,1,0,2,0,2,0,1,0,2,1,0,2,1,0,1,2,0,0,1,3,1,0,2,0,1,0,2,0,2,0,2,0,1,.23900859,-.95758206,.9033339,-.38665855,-.42554876,-.069757827,-1.0709331,.39533228,.58605242,.08927007,-.44959494,-.26487285,-1.5512805
139,1,1,2,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.6476616,-1.4416487,.10930122,-1.3669701,-.62542987,-1.3141685,-1.8047668,-1.3074093,-.60867023,-1.5081917,.63009834,1.8356935,.85373992
