Folio,Escuela,Género,Edad,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75,PrConsPosSex,PrConsNegSex,ImpConsPosSex,ImpConsNegSex,ExpConsPosSex,ExpConsNegSex,SexCompromiso,SexIncid
1209,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,-1.2970114
143,2,0,0,3,1,4,3,0,2,0,2,0,0,0,0,3,0,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,2,0,0,3,3,3,2,2,0,0,1,1,1,4,2,4,1,0,0,0,0,4,0,2,2,2,3,0,2,3,3,3,3,3,3,1,1,2,0,1,5,1,1,2,4,4,3,1,0,2,5,15,6,15,4,0,1.283545017242432,.8498767
1002,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,2,3,1,3,3,3,3,3,3,3,3,3,3,0,1,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,3,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,15,9,15,0,0,,-1.2970114
716,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,2,2,2,1,2,2,3,3,3,3,3,3,3,3,1,0,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,15,0,0,,.15359038
375,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,1,3,1,0,1,3,2,2,1,2,1,3,2,3,3,0,3,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,2,1,3,3,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,13,0,0,,-1.2970114
679,5,0,0,0,0,0,0,0,3,0,2,0,2,0,1,3,3,1,1,0,0,0,0,3,3,3,0,3,3,3,3,3,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,15,7,1,,-1.2970114
834,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,1,3,3,1,0,0,0,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,1,1,0,0,4,1,0,0,0,1,0,0,2,6,0,4,4,3,0,,-.66468263
678,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,3,2,2,0,2,2,2,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,10,4,10,2,0,,-.86504501
592,5,0,0,1,0,1,2,0,0,0,0,0,0,0,3,2,3,2,2,3,2,3,3,3,2,3,2,3,2,3,3,0,3,0,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,3,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7,13,6,15,0,3,,-.86504501
347,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,2,0,1,3,2,2,1,3,2,2,2,2,3,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,4,11,5,12,0,0,,-1.2970114
1009,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,3,3,3,3,3,3,3,0,1,0,0,0,0,4,0,0,0,0,0,0,2,2,8,14,9,15,0,0,,-1.2970114
1228,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,3,2,1,3,3,3,3,1,3,3,3,2,3,3,2,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,13,6,15,0,0,,-1.2970114
1129,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,3,0,3,0,3,3,3,3,3,3,3,3,3,3,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,15,9,15,0,0,,-1.2970114
889,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,3,0,2,1,3,2,2,0,3,1,3,2,3,3,1,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,3,3,0,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,3,2,2,13,3,14,0,0,,-1.2970114
316,2,0,0,3,,2,2,3,2,1,1,0,3,0,0,3,2,3,2,0,3,3,3,3,3,3,3,3,3,3,3,2,3,0,2,1,3,4,1,3,1,1,1,3,1,4,4,4,0,1,1,0,0,1,1,1,3,2,1,1,3,3,3,3,3,3,3,0,1,1,0,1,4,3,1,1,3,3,3,3,3,2,7,12,9,15,6,4,1.283545017242432,1.0094548
868,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,-1.2970114
841,7,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,1,3,4,1,4,0,1,0,3,1,4,4,0,0,0,0,0,1,1,0,3,2,3,2,3,0,0,0,0,0,0,0,1,1,1,,2,,4,0,0,0,0,2,2,,1,0,6,9,15,0,3,,.42913994
363,3,0,0,3,0,0,3,3,1,0,2,0,3,3,2,0,1,0,0,2,3,3,3,3,1,3,3,1,3,3,2,2,2,2,2,2,3,4,2,3,0,0,0,3,2,4,2,4,0,1,0,0,0,1,0,4,4,1,2,2,0,3,3,1,2,2,3,1,0,1,1,2,4,4,2,2,2,2,2,1,2,0,4,8,7,12,6,8,.1120254918932915,1.0094056
365,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,3,3,1,3,1,2,1,2,3,3,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,3,3,0,3,0,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,11,3,13,0,0,,-.86504501
1008,6,0,0,3,0,2,2,1,2,1,2,1,3,0,2,1,,2,,1,1,0,2,1,2,0,2,0,3,2,1,0,2,1,2,1,2,2,1,3,1,0,0,0,0,1,2,1,0,0,0,0,1,3,2,3,0,3,1,2,1,2,1,1,0,2,1,0,0,0,1,1,3,2,1,0,2,1,2,1,1,2,,6,7,4,7,5,-.9529356956481934,.36972228
755,5,0,0,3,0,4,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,2,1,0,1,0,3,1,3,4,4,1,0,0,0,1,0,0,1,1,1,0,2,1,2,0,1,2,3,2,0,1,1,1,0,4,1,3,1,0,3,1,0,2,1,0,0,0,0,9,0,-.497517466545105,.79845899
938,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,3,3,1,3,3,2,3,3,3,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,15,7,14,3,0,,-.86504501
843,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,1,2,1,2,1,2,1,2,2,0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,2,2,2,8,3,10,0,0,,-1.2970114
1017,6,0,0,3,0,4,3,1,2,0,3,0,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,2,2,0,0,0,3,1,4,4,4,1,1,0,0,1,0,0,1,2,3,3,0,0,3,3,3,3,3,3,0,1,2,0,1,1,1,1,1,4,4,1,1,3,2,6,15,9,15,8,1,1.283545017242432,.82898462
1019,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,1,3,1,3,1,3,3,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,3,3,0,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,15,3,15,0,0,,-1.2970114
1024,6,0,0,3,0,1,1,1,3,0,1,2,1,1,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,,2,1,2,2,1,0,0,0,0,0,0,3,2,3,3,4,1,0,0,0,0,1,1,3,2,2,2,2,2,1,2,2,2,2,1,1,0,0,1,0,1,2,2,1,3,3,2,2,1,2,6,13,8,12,5,6,-.6324992179870605,.66167176
856,7,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,1,2,2,1,2,2,1,3,3,3,3,3,3,3,3,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,2,2,5,9,9,15,0,0,,-.86504501
1028,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,3,1,3,0,3,3,3,1,3,1,3,1,3,3,0,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3,3,3,3,0,1,1,2,1,0,0,0,0,0,3,3,0,0,1,2,2,15,3,15,0,0,,-1.2970114
160,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,1,3,1,0,3,2,3,0,3,3,3,3,3,3,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,9,12,0,0,,-1.2970114
212,2,0,0,0,0,1,0,0,2,0,2,0,2,0,0,2,0,2,0,2,2,0,2,2,3,2,2,2,2,2,2,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,8,7,10,6,0,,-1.2970114
378,3,0,0,3,0,2,1,1,2,1,2,0,2,0,0,2,2,2,1,0,1,2,2,3,3,3,3,3,3,3,3,1,1,0,1,1,2,4,2,3,0,1,1,3,1,4,4,4,0,1,0,0,0,0,1,3,2,1,3,2,1,3,3,0,3,3,3,1,0,2,0,2,3,3,1,1,3,3,3,3,2,0,4,8,9,15,6,2,.7335719466209412,.97183233
204,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,3,3,0,3,3,3,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,15,0,15,0,0,,-.86504501
358,3,0,0,0,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,,-1.2970114
1071,6,0,0,2,0,1,2,0,1,0,0,0,0,0,0,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,2,1,0,2,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,7,8,6,9,1,0,-1.454947948455811,-.72071743
937,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,1,3,1,3,3,3,0,3,1,3,1,3,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,2,1,3,3,0,0,1,1,1,1,0,2,3,2,4,3,1,2,1,2,2,2,15,2,15,0,0,,-.064600334
760,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,3,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,4,0,1,0,3,2,3,5,6,11,0,0,,-1.2970114
705,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,3,1,0,1,2,2,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,4,8,4,9,0,0,,-1.2970114
697,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,1,3,0,3,3,3,1,3,1,3,0,3,3,1,1,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,0,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,2,0,2,15,2,15,0,0,,-1.2970114
335,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,0,0,,0,0,0,0,1,1,1,1,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,.18281382
606,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,3,1,3,0,3,3,3,1,3,1,3,0,3,0,0,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,15,2,12,0,0,,-1.2970114
1012,6,0,0,1,0,1,3,2,2,0,2,0,3,0,0,3,2,2,3,0,3,1,0,3,2,3,3,3,3,2,3,2,1,1,2,1,3,4,2,2,0,0,0,3,1,4,4,4,1,1,1,0,0,1,0,2,1,2,3,2,1,3,3,0,3,2,3,1,1,1,0,1,1,2,2,2,4,4,3,3,3,2,8,6,8,14,7,2,,.87421364
144,2,0,0,2,1,0,2,1,3,1,2,0,1,2,0,1,,1,2,0,0,,1,2,3,2,3,1,2,0,0,1,2,3,2,2,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,3,1,2,2,1,0,1,3,2,1,1,1,0,0,1,1,0,0,3,3,3,2,0,1,3,3,1,,,8,5,6,4,-.7920875549316406,.25018501
1154,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,3,3,0,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,1,0,0,0,0,4,4,0,0,2,3,0,1,0,0,0,0,0,0,1,1,2,1,2,1,0,1,1,4,4,3,3,3,2,4,12,6,9,0,0,,.79589731
648,5,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,9,15,0,0,,-1.2970114
948,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,2,1,3,1,3,2,3,3,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,3,3,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,4,14,3,0,,-1.2970114
383,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,1,3,0,3,3,3,0,3,0,3,0,3,3,2,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,0,15,0,0,,-1.2970114
913,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,9,15,6,10,0,0,,-1.2970114
332,3,0,0,3,0,2,1,2,1,0,2,0,2,0,0,1,1,3,2,2,2,2,1,3,1,3,2,3,2,3,3,1,1,0,0,0,3,4,2,2,0,1,0,3,1,4,4,4,0,1,0,0,0,4,0,3,2,2,2,1,1,3,2,3,3,3,2,1,0,1,0,1,5,3,1,2,4,2,2,1,3,2,5,9,5,15,5,2,.327168732881546,1.0302008
384,3,0,0,3,0,2,3,3,2,0,3,0,3,0,0,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3,3,0,3,0,3,3,3,4,2,3,0,1,1,3,1,4,4,4,0,1,0,0,0,0,0,3,3,1,2,2,3,3,0,1,2,1,0,1,0,2,0,1,2,3,1,1,4,4,2,1,2,2,8,13,6,15,8,3,-.9788073897361755,.93397433
1066,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,3,3,1,3,2,3,2,3,3,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,12,5,15,0,0,,-1.2970114
1227,6,0,0,3,0,4,0,0,1,0,1,0,0,0,0,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,5,1,4,0,1,0,3,1,4,4,4,1,0,0,1,1,4,0,2,1,2,3,2,0,3,3,3,3,3,3,1,1,2,0,1,,4,1,1,4,4,1,1,2,2,0,15,9,15,2,0,1.283545017242432,1.0188597
1060,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,1,2,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,0,0,0,0,1,2,5,8,5,11,0,0,,-1.2970114
676,5,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,3,3,3,3,1,1,0,1,0,0,4,4,3,1,0,0,2,1,0,0,9,0,6,1,0,,-.25644988
1079,6,0,0,3,0,1,1,2,3,0,3,0,3,2,0,2,2,0,3,0,3,3,0,3,2,3,3,0,3,0,0,1,1,0,3,1,3,4,1,3,0,0,0,3,2,4,2,4,0,1,1,0,0,1,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,5,3,2,1,1,1,2,1,1,1,8,5,8,6,9,4,-2.399562120437622,.98436236
701,5,0,0,3,0,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,1,0,2,2,3,2,1,1,1,0,2,1,4,4,4,0,0,0,0,1,0,0,1,1,3,3,2,2,3,2,3,3,3,3,1,1,2,0,1,1,1,1,1,3,4,1,1,2,2,5,13,7,11,6,10,.7435129880905151,.77602202
1014,6,0,0,1,0,1,2,0,3,0,1,0,1,0,0,3,2,3,1,2,3,3,3,3,1,3,2,3,1,3,3,3,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,0,3,3,0,2,2,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,2,6,14,4,15,5,0,,-.86504501
905,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,2,3,3,3,3,3,2,3,3,3,1,3,3,2,2,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,3,3,0,3,3,3,3,3,3,0,1,0,0,0,0,4,0,0,0,0,0,0,3,2,7,15,6,15,0,0,,-1.2970114
1207,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,3,0,3,0,3,3,0,2,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,12,0,15,0,0,,-1.2970114
1208,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,3,2,2,1,2,2,3,2,3,2,2,2,2,3,2,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2,1,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,6,13,0,0,,-1.2970114
428,3,0,0,1,0,4,3,0,0,0,0,0,0,0,0,3,2,3,2,3,2,3,3,3,2,3,1,3,1,3,3,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,15,4,15,0,0,,-.86504501
1210,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,3,0,3,0,3,3,1,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,3,0,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,15,0,15,0,0,,-1.2970114
829,7,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,3,2,2,0,3,3,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,6,11,0,0,,-.86504501
368,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,,0,0,0,0,0,0,0,1,1,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,,-1.2703681
271,2,0,0,3,0,1,2,1,2,0,1,0,1,0,0,3,1,3,0,3,0,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,4,2,1,0,0,0,3,1,4,4,4,1,0,0,1,0,3,0,1,1,2,2,1,0,3,3,3,1,1,1,0,1,1,0,1,2,1,1,1,3,3,2,1,2,0,1,15,9,15,4,1,-.3411861956119537,.81714344
704,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,3,2,3,2,1,2,3,2,1,2,1,2,2,2,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,3,0,3,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,6,9,0,0,,-.66468263
551,5,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,1,2,1,1,0,3,2,3,1,3,1,2,1,3,3,0,1,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,0,2,11,3,14,0,0,,-.86504501
595,5,0,0,1,0,3,2,0,0,0,0,0,0,0,0,3,1,3,1,3,1,3,3,3,1,3,0,3,0,3,3,2,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2,1,2,3,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,15,1,15,0,0,,-.86504501
689,5,0,0,3,0,2,3,3,2,0,0,0,0,0,3,2,3,3,0,0,3,3,3,3,2,3,0,3,3,0,3,3,0,0,0,0,3,4,2,3,0,0,1,3,1,4,3,4,1,0,0,0,0,1,0,2,4,3,2,3,2,3,3,3,2,3,3,1,1,2,0,1,5,2,1,2,3,4,3,3,3,0,6,11,5,12,2,6,.7213892936706543,.94806272
217,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,2,3,3,3,2,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-.86504501
1215,6,0,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,3,3,3,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,3,15,9,15,0,0,,-.86504501
742,5,0,0,2,0,1,1,0,0,0,1,0,0,0,0,3,1,3,1,2,1,3,3,3,3,3,1,3,3,3,3,1,3,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,7,15,1,0,-2.399562120437622,-.72071743
874,7,0,0,0,0,1,3,0,2,0,1,0,1,0,0,0,0,3,1,0,2,3,3,1,1,1,1,1,1,1,1,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,2,3,9,3,5,4,0,,-1.2970114
