Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
85,1,3,1,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,2,4,0,0,0,1,0,0,0,2,1,2,2,3,1,1,1,1,0,0,0,0,-.26771629,1.0303559,0,1,0,0,0,0
86,0,2,1,0,1,1,4,1,0,0,0,0,2,2,0,2,1,0,3,3,0,3,3,1,0,3,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,10,6,6,4,,.70325762,2,4,0,6,3,2
87,1,1,1,0,0,1,4,2,1,2,2,2,3,1,0,3,2,2,2,1,2,2,3,2,3,3,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,2,3,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,8,10,11,10,0,0,,.80217499,6,6,5,6,0,0
88,0,1,1,0,1,1,4,1,0,0,0,0,2,0,0,2,2,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,7,0,0,,-.3123751,3,4,1,6,0,0
89,0,2,1,0,1,0,2,1,1,0,2,2,3,1,0,3,2,2,0,0,0,0,3,1,0,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,2,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,2,8,0,0,,.91735858,5,6,3,6,0,0
90,1,2,1,0,1,1,4,2,1,0,0,1,2,1,1,2,1,2,1,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,5,6,0,0,,-.3123751,3,4,3,4,0,0
91,0,1,1,0,0,1,4,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,4,0,0,,-.3123751,2,4,0,4,0,0
92,1,2,1,0,1,2,4,1,1,1,2,1,3,0,1,2,2,1,1,1,2,1,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,8,9,0,6,,-.3123751,5,5,5,6,0,6
93,0,1,1,0,0,3,4,3,1,2,2,2,1,0,0,2,2,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,18,10,0,0,,-.3123751,7,3,7,6,0,0
94,0,2,1,0,0,2,4,2,0,0,3,0,2,0,1,3,2,2,0,0,2,0,3,0,0,3,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,10,1,0,,.64589614,7,5,4,6,0,0
95,0,2,1,0,1,0,4,3,0,0,3,0,2,0,0,2,2,1,1,1,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,6,10,0,0,,-.3123751,8,4,5,6,0,0
96,1,2,1,0,1,2,4,2,0,0,3,0,3,1,0,3,2,2,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,17,11,0,0,,-.3123751,7,6,7,6,0,0
98,0,2,1,0,0,1,4,2,2,1,3,2,2,1,1,2,2,2,1,0,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,7,9,0,0,,-.3123751,7,4,4,6,0,0
99,0,1,1,0,1,2,4,3,2,0,3,1,2,0,0,3,3,1,2,3,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11,14,10,0,0,,.37359414,9,5,5,6,0,0
100,0,2,1,1,1,2,1,3,1,0,0,1,3,2,0,3,3,1,1,1,3,1,3,2,0,3,3,2,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,2,2,3,2,4,3,3,1,0,0,0,0,0,0,3,3,3,3,4,4,3,7,9,8,10,2,0,.60474557,1.0825573,6,6,7,6,0,0
101,0,2,1,0,0,1,4,1,1,1,2,1,2,0,1,3,1,1,1,1,2,1,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,5,8,7,9,0,0,,.37359414,4,5,4,6,0,0
102,1,2,1,0,1,1,2,2,0,0,0,0,2,,0,2,3,3,3,0,2,,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,6,,11,0,0,,-.3123751,5,4,8,6,0,0
103,0,2,1,1,1,1,0,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,3,1,1,3,1,2,5,2,2,4,0,,0,0,1,0,2,0,2,2,3,3,5,2,3,4,3,4,0,0,0,1,0,0,0,3,3,3,2,3,3,3,11,8,6,9,,2,.33950913,1.607648,5,5,4,6,2,2
104,0,1,1,0,0,0,4,3,0,0,3,0,3,0,0,3,3,1,1,1,1,1,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,7,8,0,0,,-.3123751,9,6,4,6,0,0
105,0,1,1,0,0,2,4,2,1,0,2,1,2,1,1,3,0,2,1,2,0,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,12,7,0,0,,-.3123751,4,5,4,5,0,0
106,0,2,1,0,0,3,4,3,0,0,3,0,3,0,0,3,3,2,0,0,2,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,1,10,0,0,,-.3123751,9,6,5,6,0,0
107,0,2,1,0,0,0,4,2,1,0,0,0,3,0,0,3,0,1,0,0,0,0,3,0,0,3,0,1,0,0,0,0,,0,0,0,0,3,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,0,,,.37359414,2,6,1,6,0,6
108,0,2,1,0,0,2,4,2,1,1,3,1,3,1,1,3,2,2,2,2,2,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,11,14,10,0,0,,-.3123751,7,6,7,6,0,0
109,0,2,1,0,0,,4,1,0,0,3,0,2,0,0,2,1,1,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,16,10,0,0,,-.3123751,5,4,6,6,0,0
110,0,2,1,0,0,0,4,2,1,1,2,1,3,1,0,3,1,2,2,2,3,2,3,2,2,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,12,11,0,3,,-.3123751,5,6,7,6,3,0
112,0,2,1,0,2,1,4,1,0,0,3,0,3,0,0,3,1,2,0,1,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,3,11,0,0,,-.3123751,5,6,6,6,0,0
113,1,1,1,0,1,3,4,3,1,1,3,1,3,1,0,3,2,3,1,0,3,0,3,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,12,5,12,1,0,,-.3123751,8,6,9,6,0,0
114,1,2,1,1,2,1,1,1,1,1,0,1,3,1,0,3,1,0,0,0,0,0,3,0,0,3,0,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,3,3,2,3,2,2,1,0,0,0,0,0,0,1,3,3,3,3,4,3,5,7,0,6,0,1,.20134975,1.1884803,2,6,0,6,1,0
115,1,2,1,1,0,0,2,2,3,2,0,2,0,3,2,1,2,3,2,2,3,3,3,2,2,3,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,0,0,0,1,1,0,0,4,4,3,4,3,4,4,14,3,13,12,0,1,.98992831,1.1884803,4,1,8,6,1,0
117,0,1,1,1,1,0,2,1,0,0,0,0,2,0,0,2,1,1,0,0,2,0,2,0,0,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,7,1,0,-1.1163465,1.0303559,2,4,4,4,1,0
118,0,1,1,0,3,2,4,0,1,0,2,1,3,1,1,2,2,1,1,0,0,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,6,5,0,0,,.37359414,4,5,3,4,0,0
119,0,2,1,0,0,3,4,2,1,0,3,1,3,0,1,3,0,2,2,2,3,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,13,11,0,0,,-.3123751,5,6,7,6,0,0
120,1,1,1,0,0,3,4,2,1,0,2,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,12,0,0,,-.3123751,4,6,6,6,0,0
122,0,1,1,0,0,1,4,2,2,1,3,2,3,1,1,3,2,1,1,0,3,0,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,5,10,0,0,,.37359414,7,6,7,6,0,0
123,1,1,1,0,0,3,4,3,0,0,0,0,2,0,0,2,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,12,0,0,,-.3123751,3,4,6,6,0,0
124,0,1,1,0,1,1,4,1,0,0,3,0,3,0,0,3,2,1,0,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,2,10,0,0,,-.3123751,6,6,6,6,0,0
125,0,2,1,0,1,1,4,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,7,6,0,0,,-.3123751,5,5,3,4,0,0
126,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,4,2,3,3,3,1,0,0,0,0,0,0,2,2,3,3,2,2,2,2,1,0,3,0,0,.12226383,1.0303559,2,0,3,0,0,0
127,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,-.3123751,0,0,1,0,0,0
128,1,1,2,1,2,2,2,1,2,3,3,2,1,3,2,1,2,2,2,3,1,2,3,1,2,2,1,2,5,3,3,5,1,2,2,2,2,0,1,0,0,2,3,3,1,4,3,1,2,1,1,0,0,0,0,0,0,1,1,2,1,2,1,2,14,6,11,8,9,3,-.67663878,2.0705221,6,2,4,5,5,0
129,1,0,2,0,0,3,4,3,0,0,3,0,3,0,0,3,1,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,11,0,0,,-.3123751,7,6,5,6,0,0
130,1,0,2,1,3,0,2,0,1,1,2,1,0,0,1,0,2,1,1,0,1,1,0,1,1,0,0,3,4,0,0,4,3,2,0,1,1,1,0,1,0,1,2,1,5,3,2,7,3,3,0,0,0,1,0,0,0,2,2,1,0,1,2,2,6,2,4,2,5,5,-.89259243,1.178309,4,0,2,0,5,1
131,0,0,2,1,3,1,2,3,2,1,3,1,2,3,1,0,0,0,1,0,1,0,2,1,2,2,1,3,5,1,2,0,1,2,1,3,1,2,1,3,1,3,2,,2,4,3,8,1,5,1,0,0,0,0,0,0,2,3,2,3,1,2,1,8,8,5,5,11,7,-.089459173,.99944758,6,2,2,4,7,3
132,1,1,2,1,3,1,4,0,0,0,2,0,2,0,0,2,3,0,0,0,3,0,3,0,3,0,3,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,6,4,2,1,0,0,0,0,0,0,1,1,2,2,2,1,1,3,6,6,6,0,0,-.52065563,.97009915,5,4,6,3,0,0
133,0,1,2,1,1,1,2,1,2,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,7,3,2,1,0,0,0,0,0,0,3,2,3,3,3,2,3,3,5,0,4,0,0,.37966284,1.0303559,1,4,0,4,0,0
134,1,2,2,0,2,2,4,3,1,1,1,2,3,0,3,3,1,2,1,1,1,2,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,8,9,0,0,,-.3123751,5,6,4,6,0,0
135,1,1,2,0,0,0,4,3,1,0,0,3,0,0,3,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,0,6,0,0,,-.3123751,5,1,3,3,0,0
136,0,1,2,1,3,1,2,3,1,1,3,0,3,1,2,3,2,3,2,1,2,0,3,1,2,0,3,2,3,2,2,4,1,3,0,2,1,3,0,2,3,2,3,1,1,4,2,5,3,1,1,0,0,0,0,0,0,4,1,4,4,2,3,1,7,12,9,8,8,9,.90780222,1.607648,8,6,8,3,5,6
137,0,1,2,1,1,1,2,0,2,2,0,2,0,2,0,0,2,1,1,2,0,1,1,0,2,3,1,2,3,1,2,4,0,0,0,0,1,2,1,0,1,2,3,3,5,4,3,4,3,4,0,0,0,1,0,0,0,3,3,3,3,3,3,3,10,0,7,5,4,3,.48299885,1.5478663,2,0,2,4,2,3
139,1,1,2,1,1,3,2,2,0,0,3,3,3,0,2,3,0,3,3,2,3,3,2,3,2,3,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,3,4,4,1,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,14,11,0,0,-2.5734916,1.2119801,5,6,7,5,0,0
140,1,1,2,0,0,2,4,2,1,0,3,0,3,0,0,3,3,3,1,1,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,5,8,0,0,,-.3123751,8,6,6,2,0,0
141,0,1,2,1,3,1,2,2,2,1,0,2,1,0,2,3,1,0,3,1,0,,2,0,3,0,3,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,2,3,4,2,1,7,1,2,0,0,1,0,0,0,0,2,4,2,3,2,3,1,8,6,,2,2,0,.044461112,1.1447285,3,4,3,2,1,0
142,1,0,2,1,1,2,2,3,1,0,0,1,3,1,1,2,3,2,3,2,1,0,3,1,1,3,2,1,4,1,1,1,3,1,1,0,1,3,1,1,3,2,1,3,1,1,2,5,2,3,1,0,0,0,0,0,0,2,1,1,1,1,1,1,7,8,9,9,7,9,-.89889258,1.0303559,6,5,5,6,5,6
143,0,0,2,1,2,1,2,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,1,3,1,1,2,3,0,0,0,0,3,0,0,3,0,3,3,3,4,2,8,4,5,0,0,0,1,0,0,0,2,3,4,4,4,3,3,0,9,0,9,0,9,.99358988,1.2119801,3,6,3,6,3,6
144,0,0,2,0,1,2,4,2,1,0,3,0,3,2,0,3,1,2,3,2,3,3,3,3,3,3,2,1,5,1,0,0,1,0,0,3,0,0,1,0,0,1,0,4,0,0,2,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,11,16,11,2,4,,.6116206,6,6,7,6,5,0
145,0,0,2,0,2,2,4,2,1,1,2,1,2,0,1,3,2,2,1,1,2,1,2,0,1,3,2,1,4,1,0,1,1,0,0,2,0,0,0,0,2,2,2,4,5,3,2,4,4,4,0,0,0,1,0,0,0,3,4,4,4,3,4,4,6,9,6,9,2,5,,.77632672,6,5,6,5,5,2
146,0,1,2,0,1,2,0,1,1,1,0,1,3,1,1,3,1,3,1,1,3,3,1,1,3,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,5,4,4,0,0,0,1,0,0,0,3,1,3,2,2,1,2,6,7,10,9,0,0,,.88144618,2,6,7,3,0,0
147,,,2,0,0,2,4,2,0,0,0,0,3,1,0,3,1,2,2,2,2,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,15,10,0,0,,-.3123751,3,6,7,6,0,0
148,0,0,2,0,0,3,4,3,0,0,0,0,3,0,0,3,3,2,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,8,0,0,,-.3123751,6,6,4,6,0,0
149,0,0,2,0,0,0,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,11,18,12,0,0,,.69376588,8,6,9,6,0,0
150,0,1,2,0,1,0,4,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,12,0,0,,.77632672,6,6,6,6,0,0
151,0,1,2,1,2,1,2,2,3,3,1,2,2,1,2,1,2,0,1,3,0,2,3,1,1,3,0,2,3,3,2,4,0,2,3,0,2,0,1,0,0,1,3,1,2,4,2,7,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,13,6,8,6,9,0,-1.1163465,1.6796507,5,3,0,6,1,0
152,1,1,2,1,1,0,1,1,3,1,2,0,3,2,0,2,1,3,1,2,3,1,3,2,1,3,1,0,3,3,3,2,2,1,3,1,2,3,2,3,1,3,2,3,3,1,3,5,1,5,0,1,0,0,0,0,0,1,3,1,0,3,2,4,7,8,8,12,14,7,-.82689893,1.467585,4,5,7,6,6,4
154,1,0,2,0,1,0,4,0,1,1,2,1,2,1,1,2,2,1,0,1,3,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,7,10,0,0,,-.3123751,4,4,7,6,0,0
155,1,0,2,0,1,3,4,2,1,0,3,1,2,1,1,2,1,2,1,2,3,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,8,9,0,0,,.37359414,6,4,7,4,0,0
156,0,1,2,0,0,2,4,1,1,1,0,0,3,1,0,2,0,1,1,1,1,1,3,1,1,3,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,6,8,0,0,,.77632672,1,5,3,6,0,0
158,1,1,2,0,3,1,4,3,0,0,2,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,0,3,0,0,,.54592091,8,6,3,0,0,0
159,1,1,2,1,3,0,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8,7,6,4,0,0,-1.1163465,1.182031,6,3,3,2,0,0
160,0,0,2,0,0,3,4,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,6,12,0,0,,.37359414,6,6,9,6,0,0
161,1,3,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
162,1,1,2,1,1,2,2,2,0,2,0,1,2,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,6,3,3,0,0,0,0,1,0,0,2,3,0,1,3,2,0,5,6,1,2,0,0,-.59919798,1.4423465,3,4,2,0,0,0
163,0,2,2,1,2,3,2,3,0,1,0,0,3,2,0,3,3,3,2,0,0,1,3,0,0,3,3,1,4,3,2,2,3,3,2,3,3,1,0,3,3,2,3,1,2,3,0,4,2,5,0,1,0,0,0,0,0,3,2,1,3,3,2,1,6,9,6,9,13,10,.0055292086,1.4171206,6,6,6,6,8,4
164,1,2,2,0,0,0,4,2,1,1,0,0,2,1,0,2,1,2,0,2,3,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,7,11,0,0,,-.3123751,3,4,8,6,0,0
165,1,1,2,1,2,0,0,1,1,0,0,0,2,1,0,2,1,2,1,1,1,0,0,1,0,0,0,1,4,3,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,4,3,5,3,4,1,0,0,0,0,0,0,2,3,2,2,4,3,2,3,5,3,3,1,1,.025072072,1.1834356,2,4,3,0,0,1
166,1,0,2,1,1,2,0,2,2,2,2,3,3,1,2,2,1,3,1,1,3,1,0,0,1,0,2,1,4,3,2,4,3,1,1,2,0,1,0,1,0,0,3,4,4,2,2,6,4,5,0,0,0,1,0,0,0,4,2,3,4,2,3,3,11,9,6,6,3,6,.60355532,1.6466837,5,5,8,0,5,1
167,1,1,2,1,2,3,2,1,2,2,1,1,3,1,1,3,3,0,1,1,0,1,3,1,1,3,2,1,4,3,2,3,0,1,3,1,0,0,1,0,0,2,3,1,2,4,4,5,3,2,1,0,0,0,0,0,0,4,4,4,3,3,2,1,10,8,7,6,7,1,1.0918885,1.5196997,5,6,2,6,3,0
168,1,2,2,0,2,0,4,0,1,2,3,0,3,0,0,3,0,2,0,1,3,0,3,0,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,3,9,4,8,0,0,,.88144618,3,6,5,3,0,0
169,0,1,2,1,1,0,2,3,2,2,2,1,3,1,2,3,2,3,2,2,2,2,3,2,2,3,2,2,4,1,2,1,0,2,2,0,1,1,1,2,1,1,2,3,5,4,2,5,3,4,0,1,0,0,0,0,0,2,2,2,3,3,3,3,10,11,12,11,9,2,-.001761457,1.2241238,7,6,7,6,1,2
170,1,2,2,1,1,2,1,2,0,2,3,2,3,1,3,1,2,1,1,0,2,1,3,1,1,3,0,1,4,3,2,4,1,1,1,1,1,1,1,1,1,1,2,3,5,3,3,7,4,4,1,0,0,0,0,0,0,2,2,4,4,4,4,4,10,9,4,9,6,4,.85960466,1.6466837,7,4,3,6,3,2
171,0,1,2,1,3,2,2,1,0,1,2,1,3,1,0,3,1,2,0,0,1,1,3,1,0,3,0,1,4,1,2,3,1,1,1,1,1,1,1,1,1,1,3,4,5,2,3,6,4,5,1,0,0,0,0,0,0,4,3,4,3,3,3,2,4,9,2,9,6,4,.91773736,1.3963416,4,6,3,6,3,2
172,1,0,2,0,1,3,4,3,0,1,3,1,3,0,1,2,2,2,0,1,2,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,3,10,0,0,,-.3123751,8,5,6,6,0,0
173,0,1,2,1,1,2,2,1,1,2,3,2,3,2,2,3,3,1,1,2,3,3,3,2,3,3,2,1,,1,1,1,1,2,1,1,2,0,2,2,0,2,3,4,1,4,1,8,2,3,1,0,0,0,0,0,0,2,1,1,3,2,1,2,12,10,13,10,11,2,-.44442561,1.0303559,7,6,6,6,4,0
175,0,1,2,0,1,0,4,3,3,3,1,1,2,2,1,0,3,3,3,2,2,1,1,1,0,1,0,0,0,0,0,0,3,3,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,6,7,7,10,7,,-.3123751,7,2,5,2,4,3
